# matchedfilter ACCURACY table -- false dismissal, measured
#
# commit  bb35f23
# trials  24000 injected per cell
#
# A property of the ALGORITHM, not of any machine.
#
# KEY: n, taps, snr, in-band fraction f, effective bandwidth B_eff, coarse
# margin. BAND IS NOT IN THE KEY. Measured at n=8192, f=0.99, B_eff=16, the
# dismissal across bands 256, 512, 1024 and 2048 is 1.64, 1.88, 1.77 and
# 1.75e-2 -- a 1.14x spread inside the error bars, across band/B_eff from 16
# to 128. A candidate band enters only through the (f, B_eff) at its own
# edge, which selection computes from the reference.
#
# B_eff is sampled ABSOLUTELY, not as a fraction of the band. The previous
# grid did the latter, which tied it to the variable that does not matter
# and left a floor near band/10 -- so it never reached the values real
# references have. The FIR-search reference sits at B_eff 1.1 at every band.
#
# The margin dominates: 90x across 0.97 to 1.00, against 1.6x for 16x of n
# and 1.14x across every band. It gets the finest ladder.
#
# Rates below about 3/trials are not resolved and read as 0.0; that is a
# resolution floor, not a demonstration of safety.
#
# ACC2 n K snr f beff margin dismissal
# n=4096's ACC2 rows were re-measured with the oversample REMOVED.
# Every OTHER length still carries rows measured with the odd coarse
# half present, so they describe an algorithm this code no longer
# runs and must be regenerated before they can be trusted.

# LEGACY rows on the OLD key, for lengths the re-keyed grid
# does not cover yet.
# ACC n band U K snr f beff coarse_margin dismissal
ACC2 16384 4 5.50 0.9500 2.00 0.930 0.0000e+00
ACC2 16384 4 5.50 0.9500 2.00 0.960 2.2449e-04
ACC2 16384 4 5.50 0.9500 2.00 0.980 1.4592e-03
ACC2 16384 4 5.50 0.9500 2.00 1.000 6.6225e-03
ACC2 16384 4 5.50 0.9500 4.00 0.900 0.0000e+00
ACC2 16384 4 5.50 0.9500 4.00 0.930 0.0000e+00
ACC2 16384 4 5.50 0.9500 4.00 0.960 1.1541e-04
ACC2 16384 4 5.50 0.9500 4.00 0.980 9.2325e-04
ACC2 16384 4 5.50 0.9500 4.00 1.000 4.3278e-03
ACC2 16384 4 5.50 0.9500 8.00 0.900 0.0000e+00
ACC2 16384 4 5.50 0.9500 8.00 0.930 0.0000e+00
ACC2 16384 4 5.50 0.9500 8.00 0.960 5.9748e-05
ACC2 16384 4 5.50 0.9500 8.00 0.980 6.5723e-04
ACC2 16384 4 5.50 0.9500 8.00 1.000 2.2704e-03
ACC2 16384 4 5.50 0.9500 16.00 0.900 0.0000e+00
ACC2 16384 4 5.50 0.9500 16.00 0.930 0.0000e+00
ACC2 16384 4 5.50 0.9500 16.00 0.960 0.0000e+00
ACC2 16384 4 5.50 0.9500 16.00 0.980 2.4626e-04
ACC2 16384 4 5.50 0.9500 16.00 1.000 1.1082e-03
ACC2 16384 4 5.50 0.9500 32.00 0.900 0.0000e+00
ACC2 16384 4 5.50 0.9500 32.00 0.930 0.0000e+00
ACC2 16384 4 5.50 0.9500 32.00 0.960 0.0000e+00
ACC2 16384 4 5.50 0.9500 32.00 0.980 3.1664e-04
ACC2 16384 4 5.50 0.9500 32.00 1.000 1.2032e-03
ACC2 16384 4 5.50 0.9500 64.00 0.900 0.0000e+00
ACC2 16384 4 5.50 0.9500 64.00 0.930 0.0000e+00
ACC2 16384 4 5.50 0.9500 64.00 0.960 6.5522e-05
ACC2 16384 4 5.50 0.9500 64.00 0.980 1.9657e-04
ACC2 16384 4 5.50 0.9500 64.00 1.000 9.1731e-04
ACC2 16384 4 5.50 0.9500 128.00 0.900 0.0000e+00
ACC2 16384 4 5.50 0.9500 128.00 0.930 0.0000e+00
ACC2 16384 4 5.50 0.9500 128.00 0.960 6.8078e-05
ACC2 16384 4 5.50 0.9500 128.00 0.980 6.8078e-05
ACC2 16384 4 5.50 0.9500 128.00 1.000 6.8078e-04
ACC2 16384 4 5.50 0.9800 2.00 0.900 0.0000e+00
ACC2 16384 4 5.50 0.9800 2.00 0.930 0.0000e+00
ACC2 16384 4 5.50 0.9800 2.00 0.960 5.9228e-05
ACC2 16384 4 5.50 0.9800 2.00 0.980 3.5537e-04
ACC2 16384 4 5.50 0.9800 2.00 1.000 7.0481e-03
ACC2 16384 4 5.50 0.9800 4.00 0.900 0.0000e+00
ACC2 16384 4 5.50 0.9800 4.00 0.930 0.0000e+00
ACC2 16384 4 5.50 0.9800 4.00 0.960 0.0000e+00
ACC2 16384 4 5.50 0.9800 4.00 0.980 6.0547e-05
ACC2 16384 4 5.50 0.9800 4.00 1.000 3.1485e-03
ACC2 16384 4 5.50 0.9800 8.00 0.900 0.0000e+00
ACC2 16384 4 5.50 0.9800 8.00 0.930 0.0000e+00
ACC2 16384 4 5.50 0.9800 8.00 0.960 0.0000e+00
ACC2 16384 4 5.50 0.9800 8.00 0.980 0.0000e+00
ACC2 16384 4 5.50 0.9800 8.00 1.000 1.8107e-03
ACC2 16384 4 5.50 0.9800 16.00 0.900 0.0000e+00
ACC2 16384 4 5.50 0.9800 16.00 0.930 0.0000e+00
ACC2 16384 4 5.50 0.9800 16.00 0.960 0.0000e+00
ACC2 16384 4 5.50 0.9800 16.00 0.980 6.3569e-05
ACC2 16384 4 5.50 0.9800 16.00 1.000 9.5353e-04
ACC2 16384 4 5.50 0.9800 32.00 0.900 0.0000e+00
ACC2 16384 4 5.50 0.9800 32.00 0.930 0.0000e+00
ACC2 16384 4 5.50 0.9800 32.00 0.960 0.0000e+00
ACC2 16384 4 5.50 0.9800 32.00 0.980 6.4918e-05
ACC2 16384 4 5.50 0.9800 32.00 1.000 5.8426e-04
ACC2 16384 4 5.50 0.9800 64.00 0.900 0.0000e+00
ACC2 16384 4 5.50 0.9800 64.00 0.930 0.0000e+00
ACC2 16384 4 5.50 0.9800 64.00 0.960 0.0000e+00
ACC2 16384 4 5.50 0.9800 64.00 0.980 1.3323e-04
ACC2 16384 4 5.50 0.9800 64.00 1.000 1.0658e-03
ACC2 16384 4 5.50 0.9800 128.00 0.900 0.0000e+00
ACC2 16384 4 5.50 0.9800 128.00 0.930 0.0000e+00
ACC2 16384 4 5.50 0.9800 128.00 0.960 0.0000e+00
ACC2 16384 4 5.50 0.9800 128.00 0.980 0.0000e+00
ACC2 16384 4 5.50 0.9800 128.00 1.000 9.6154e-04
ACC2 16384 4 5.50 0.9950 2.00 0.900 0.0000e+00
ACC2 16384 4 5.50 0.9950 2.00 0.930 0.0000e+00
ACC2 16384 4 5.50 0.9950 2.00 0.960 0.0000e+00
ACC2 16384 4 5.50 0.9950 2.00 0.980 6.4025e-05
ACC2 16384 4 5.50 0.9950 2.00 1.000 8.0671e-03
ACC2 16384 4 5.50 0.9950 4.00 0.900 0.0000e+00
ACC2 16384 4 5.50 0.9950 4.00 0.930 0.0000e+00
ACC2 16384 4 5.50 0.9950 4.00 0.960 0.0000e+00
ACC2 16384 4 5.50 0.9950 4.00 0.980 0.0000e+00
ACC2 16384 4 5.50 0.9950 4.00 1.000 3.2684e-03
ACC2 16384 4 5.50 0.9950 8.00 0.900 0.0000e+00
ACC2 16384 4 5.50 0.9950 8.00 0.930 0.0000e+00
ACC2 16384 4 5.50 0.9950 8.00 0.960 0.0000e+00
ACC2 16384 4 5.50 0.9950 8.00 0.980 6.6405e-05
ACC2 16384 4 5.50 0.9950 8.00 1.000 1.4609e-03
ACC2 16384 4 5.50 0.9950 16.00 0.900 0.0000e+00
ACC2 16384 4 5.50 0.9950 16.00 0.930 0.0000e+00
ACC2 16384 4 5.50 0.9950 16.00 0.960 0.0000e+00
ACC2 16384 4 5.50 0.9950 16.00 0.980 0.0000e+00
ACC2 16384 4 5.50 0.9950 16.00 1.000 1.7424e-03
ACC2 16384 4 5.50 0.9950 32.00 0.900 0.0000e+00
ACC2 16384 4 5.50 0.9950 32.00 0.930 0.0000e+00
ACC2 16384 4 5.50 0.9950 32.00 0.960 0.0000e+00
ACC2 16384 4 5.50 0.9950 32.00 0.980 0.0000e+00
ACC2 16384 4 5.50 0.9950 32.00 1.000 6.0988e-04
ACC2 16384 4 5.50 0.9950 64.00 0.900 0.0000e+00
ACC2 16384 4 5.50 0.9950 64.00 0.930 0.0000e+00
ACC2 16384 4 5.50 0.9950 64.00 0.960 0.0000e+00
ACC2 16384 4 5.50 0.9950 64.00 0.980 0.0000e+00
ACC2 16384 4 5.50 0.9950 64.00 1.000 1.3785e-04
ACC2 16384 4 5.50 0.9950 128.00 0.900 0.0000e+00
ACC2 16384 4 5.50 0.9950 128.00 0.930 0.0000e+00
ACC2 16384 4 5.50 0.9950 128.00 0.960 0.0000e+00
ACC2 16384 4 5.50 0.9950 128.00 0.980 0.0000e+00
ACC2 16384 4 5.50 0.9950 128.00 1.000 4.9220e-04
ACC2 16384 4 6.00 0.8000 2.00 0.900 0.0000e+00
ACC2 16384 4 6.00 0.8000 2.00 0.930 5.8316e-05
ACC2 16384 4 6.00 0.8000 2.00 0.960 1.7495e-04
ACC2 16384 4 6.00 0.8000 2.00 0.980 3.4990e-04
ACC2 16384 4 6.00 0.8000 2.00 1.000 9.9137e-04
ACC2 16384 4 6.00 0.8000 4.00 0.900 0.0000e+00
ACC2 16384 4 6.00 0.8000 4.00 0.930 0.0000e+00
ACC2 16384 4 6.00 0.8000 4.00 0.960 1.2197e-04
ACC2 16384 4 6.00 0.8000 4.00 0.980 4.8789e-04
ACC2 16384 4 6.00 0.8000 4.00 1.000 6.7085e-04
ACC2 16384 4 6.00 0.8000 8.00 0.900 0.0000e+00
ACC2 16384 4 6.00 0.8000 8.00 0.930 6.3468e-05
ACC2 16384 4 6.00 0.8000 8.00 0.960 1.9040e-04
ACC2 16384 4 6.00 0.8000 8.00 0.980 5.0774e-04
ACC2 16384 4 6.00 0.8000 8.00 1.000 8.2508e-04
ACC2 16384 4 6.00 0.8000 16.00 0.900 6.5854e-05
ACC2 16384 4 6.00 0.8000 16.00 0.930 6.5854e-05
ACC2 16384 4 6.00 0.8000 16.00 0.960 1.3171e-04
ACC2 16384 4 6.00 0.8000 16.00 0.980 1.9756e-04
ACC2 16384 4 6.00 0.8000 16.00 1.000 6.5854e-04
ACC2 16384 4 6.00 0.8000 32.00 0.900 0.0000e+00
ACC2 16384 4 6.00 0.8000 32.00 0.930 0.0000e+00
ACC2 16384 4 6.00 0.8000 32.00 0.960 1.3499e-04
ACC2 16384 4 6.00 0.8000 32.00 0.980 3.3747e-04
ACC2 16384 4 6.00 0.8000 32.00 1.000 1.0124e-03
ACC2 16384 4 6.00 0.8000 64.00 0.900 6.9940e-05
ACC2 16384 4 6.00 0.8000 64.00 0.930 2.0982e-04
ACC2 16384 4 6.00 0.8000 64.00 0.960 3.4970e-04
ACC2 16384 4 6.00 0.8000 64.00 0.980 6.2946e-04
ACC2 16384 4 6.00 0.8000 64.00 1.000 1.2589e-03
ACC2 16384 4 6.00 0.8000 128.00 0.900 0.0000e+00
ACC2 16384 4 6.00 0.8000 128.00 0.930 0.0000e+00
ACC2 16384 4 6.00 0.8000 128.00 0.960 2.1499e-04
ACC2 16384 4 6.00 0.8000 128.00 0.980 5.0165e-04
ACC2 16384 4 6.00 0.8000 128.00 1.000 1.0750e-03
ACC2 16384 4 6.00 0.9000 2.00 0.900 0.0000e+00
ACC2 16384 4 6.00 0.9000 2.00 0.930 0.0000e+00
ACC2 16384 4 6.00 0.9000 2.00 0.960 0.0000e+00
ACC2 16384 4 6.00 0.9000 2.00 0.980 5.6500e-05
ACC2 16384 4 6.00 0.9000 2.00 1.000 3.3900e-04
ACC2 16384 4 6.00 0.9000 4.00 0.900 0.0000e+00
ACC2 16384 4 6.00 0.9000 4.00 0.930 0.0000e+00
ACC2 16384 4 6.00 0.9000 4.00 0.960 0.0000e+00
ACC2 16384 4 6.00 0.9000 4.00 0.980 5.8562e-05
ACC2 16384 4 6.00 0.9000 4.00 1.000 5.2706e-04
ACC2 16384 4 6.00 0.9000 8.00 0.900 0.0000e+00
ACC2 16384 4 6.00 0.9000 8.00 0.930 0.0000e+00
ACC2 16384 4 6.00 0.9000 8.00 0.960 0.0000e+00
ACC2 16384 4 6.00 0.9000 8.00 0.980 6.1188e-05
ACC2 16384 4 6.00 0.9000 8.00 1.000 1.2238e-04
ACC2 16384 4 6.00 0.9000 16.00 0.900 0.0000e+00
ACC2 16384 4 6.00 0.9000 16.00 0.930 0.0000e+00
ACC2 16384 4 6.00 0.9000 16.00 0.960 0.0000e+00
ACC2 16384 4 6.00 0.9000 16.00 0.980 6.3135e-05
ACC2 16384 4 6.00 0.9000 16.00 1.000 6.3135e-05
ACC2 16384 4 6.00 0.9000 32.00 0.900 0.0000e+00
ACC2 16384 4 6.00 0.9000 32.00 0.930 0.0000e+00
ACC2 16384 4 6.00 0.9000 32.00 0.960 6.5244e-05
ACC2 16384 4 6.00 0.9000 32.00 0.980 6.5244e-05
ACC2 16384 4 6.00 0.9000 32.00 1.000 2.6098e-04
ACC2 16384 4 6.00 0.9000 64.00 0.900 0.0000e+00
ACC2 16384 4 6.00 0.9000 64.00 0.930 0.0000e+00
ACC2 16384 4 6.00 0.9000 64.00 0.960 6.7590e-05
ACC2 16384 4 6.00 0.9000 64.00 0.980 2.0277e-04
ACC2 16384 4 6.00 0.9000 64.00 1.000 6.7590e-04
ACC2 16384 4 6.00 0.9000 128.00 0.900 0.0000e+00
ACC2 16384 4 6.00 0.9000 128.00 0.930 0.0000e+00
ACC2 16384 4 6.00 0.9000 128.00 0.960 1.4022e-04
ACC2 16384 4 6.00 0.9000 128.00 0.980 5.6089e-04
ACC2 16384 4 6.00 0.9000 128.00 1.000 1.1218e-03
ACC2 16384 4 6.00 0.9500 2.00 0.900 0.0000e+00
ACC2 16384 4 6.00 0.9500 2.00 0.930 0.0000e+00
ACC2 16384 4 6.00 0.9500 2.00 0.960 5.7465e-05
ACC2 16384 4 6.00 0.9500 2.00 0.980 7.4704e-04
ACC2 16384 4 6.00 0.9500 2.00 1.000 4.5397e-03
ACC2 16384 4 6.00 0.9500 4.00 0.900 0.0000e+00
ACC2 16384 4 6.00 0.9500 4.00 0.930 0.0000e+00
ACC2 16384 4 6.00 0.9500 4.00 0.960 1.1839e-04
ACC2 16384 4 6.00 0.9500 4.00 0.980 6.5116e-04
ACC2 16384 4 6.00 0.9500 4.00 1.000 3.2558e-03
ACC2 16384 4 6.00 0.9500 8.00 0.900 0.0000e+00
ACC2 16384 4 6.00 0.9500 8.00 0.930 0.0000e+00
ACC2 16384 4 6.00 0.9500 8.00 0.960 1.2279e-04
ACC2 16384 4 6.00 0.9500 8.00 0.980 4.9116e-04
ACC2 16384 4 6.00 0.9500 8.00 1.000 1.7805e-03
ACC2 16384 4 6.00 0.9500 16.00 0.900 0.0000e+00
ACC2 16384 4 6.00 0.9500 16.00 0.930 0.0000e+00
ACC2 16384 4 6.00 0.9500 16.00 0.960 0.0000e+00
ACC2 16384 4 6.00 0.9500 16.00 0.980 2.5259e-04
ACC2 16384 4 6.00 0.9500 16.00 1.000 1.1367e-03
ACC2 16384 4 6.00 0.9500 32.00 0.900 0.0000e+00
ACC2 16384 4 6.00 0.9500 32.00 0.930 0.0000e+00
ACC2 16384 4 6.00 0.9500 32.00 0.960 0.0000e+00
ACC2 16384 4 6.00 0.9500 32.00 0.980 3.2413e-04
ACC2 16384 4 6.00 0.9500 32.00 1.000 9.7238e-04
ACC2 16384 4 6.00 0.9500 64.00 0.900 0.0000e+00
ACC2 16384 4 6.00 0.9500 64.00 0.930 0.0000e+00
ACC2 16384 4 6.00 0.9500 64.00 0.960 0.0000e+00
ACC2 16384 4 6.00 0.9500 64.00 0.980 1.3435e-04
ACC2 16384 4 6.00 0.9500 64.00 1.000 1.0077e-03
ACC2 16384 4 6.00 0.9500 128.00 0.900 0.0000e+00
ACC2 16384 4 6.00 0.9500 128.00 0.930 0.0000e+00
ACC2 16384 4 6.00 0.9500 128.00 0.960 0.0000e+00
ACC2 16384 4 6.00 0.9500 128.00 0.980 6.9696e-05
ACC2 16384 4 6.00 0.9500 128.00 1.000 4.8787e-04
ACC2 16384 4 6.00 0.9800 2.00 0.900 0.0000e+00
ACC2 16384 4 6.00 0.9800 2.00 0.930 0.0000e+00
ACC2 16384 4 6.00 0.9800 2.00 0.960 0.0000e+00
ACC2 16384 4 6.00 0.9800 2.00 0.980 1.2063e-04
ACC2 16384 4 6.00 0.9800 2.00 1.000 4.0410e-03
ACC2 16384 4 6.00 0.9800 4.00 0.900 0.0000e+00
ACC2 16384 4 6.00 0.9800 4.00 0.930 0.0000e+00
ACC2 16384 4 6.00 0.9800 4.00 0.960 0.0000e+00
ACC2 16384 4 6.00 0.9800 4.00 0.980 6.1763e-05
ACC2 16384 4 6.00 0.9800 4.00 1.000 1.9764e-03
ACC2 16384 4 6.00 0.9800 8.00 0.900 0.0000e+00
ACC2 16384 4 6.00 0.9800 8.00 0.930 0.0000e+00
ACC2 16384 4 6.00 0.9800 8.00 0.960 0.0000e+00
ACC2 16384 4 6.00 0.9800 8.00 0.980 0.0000e+00
ACC2 16384 4 6.00 0.9800 8.00 1.000 8.8900e-04
ACC2 16384 4 6.00 0.9800 16.00 0.900 0.0000e+00
ACC2 16384 4 6.00 0.9800 16.00 0.930 0.0000e+00
ACC2 16384 4 6.00 0.9800 16.00 0.960 0.0000e+00
ACC2 16384 4 6.00 0.9800 16.00 0.980 0.0000e+00
ACC2 16384 4 6.00 0.9800 16.00 1.000 5.1820e-04
ACC2 16384 4 6.00 0.9800 32.00 0.900 0.0000e+00
ACC2 16384 4 6.00 0.9800 32.00 0.930 0.0000e+00
ACC2 16384 4 6.00 0.9800 32.00 0.960 0.0000e+00
ACC2 16384 4 6.00 0.9800 32.00 0.980 6.6199e-05
ACC2 16384 4 6.00 0.9800 32.00 1.000 5.2959e-04
ACC2 16384 4 6.00 0.9800 64.00 0.900 0.0000e+00
ACC2 16384 4 6.00 0.9800 64.00 0.930 0.0000e+00
ACC2 16384 4 6.00 0.9800 64.00 0.960 0.0000e+00
ACC2 16384 4 6.00 0.9800 64.00 0.980 1.3592e-04
ACC2 16384 4 6.00 0.9800 64.00 1.000 1.0194e-03
ACC2 16384 4 6.00 0.9800 128.00 0.900 0.0000e+00
ACC2 16384 4 6.00 0.9800 128.00 0.930 0.0000e+00
ACC2 16384 4 6.00 0.9800 128.00 0.960 0.0000e+00
ACC2 16384 4 6.00 0.9800 128.00 0.980 0.0000e+00
ACC2 16384 4 6.00 0.9800 128.00 1.000 9.0909e-04
ACC2 16384 4 6.00 0.9950 2.00 0.900 0.0000e+00
ACC2 16384 4 6.00 0.9950 2.00 0.930 0.0000e+00
ACC2 16384 4 6.00 0.9950 2.00 0.960 0.0000e+00
ACC2 16384 4 6.00 0.9950 2.00 0.980 1.3000e-04
ACC2 16384 4 6.00 0.9950 2.00 1.000 1.5145e-02
ACC2 16384 4 6.00 0.9950 4.00 0.900 0.0000e+00
ACC2 16384 4 6.00 0.9950 4.00 0.930 0.0000e+00
ACC2 16384 4 6.00 0.9950 4.00 0.960 0.0000e+00
ACC2 16384 4 6.00 0.9950 4.00 0.980 0.0000e+00
ACC2 16384 4 6.00 0.9950 4.00 1.000 6.2968e-03
ACC2 16384 4 6.00 0.9950 8.00 0.900 0.0000e+00
ACC2 16384 4 6.00 0.9950 8.00 0.930 0.0000e+00
ACC2 16384 4 6.00 0.9950 8.00 0.960 0.0000e+00
ACC2 16384 4 6.00 0.9950 8.00 0.980 0.0000e+00
ACC2 16384 4 6.00 0.9950 8.00 1.000 3.9015e-03
ACC2 16384 4 6.00 0.9950 16.00 0.900 0.0000e+00
ACC2 16384 4 6.00 0.9950 16.00 0.930 0.0000e+00
ACC2 16384 4 6.00 0.9950 16.00 0.960 0.0000e+00
ACC2 16384 4 6.00 0.9950 16.00 0.980 0.0000e+00
ACC2 16384 4 6.00 0.9950 16.00 1.000 2.8535e-03
ACC2 16384 4 6.00 0.9950 32.00 0.900 0.0000e+00
ACC2 16384 4 6.00 0.9950 32.00 0.930 0.0000e+00
ACC2 16384 4 6.00 0.9950 32.00 0.960 0.0000e+00
ACC2 16384 4 6.00 0.9950 32.00 0.980 0.0000e+00
ACC2 16384 4 6.00 0.9950 32.00 1.000 1.8568e-03
ACC2 16384 4 6.00 0.9950 64.00 0.900 0.0000e+00
ACC2 16384 4 6.00 0.9950 64.00 0.930 0.0000e+00
ACC2 16384 4 6.00 0.9950 64.00 0.960 0.0000e+00
ACC2 16384 4 6.00 0.9950 64.00 0.980 0.0000e+00
ACC2 16384 4 6.00 0.9950 64.00 1.000 0.0000e+00
ACC2 16384 4 6.00 0.9950 128.00 0.900 0.0000e+00
ACC2 16384 4 6.00 0.9950 128.00 0.930 0.0000e+00
ACC2 16384 4 6.00 0.9950 128.00 0.960 0.0000e+00
ACC2 16384 4 6.00 0.9950 128.00 0.980 0.0000e+00
ACC2 16384 4 6.00 0.9950 128.00 1.000 4.2827e-04
ACC2 16384 4 6.50 0.8000 2.00 0.900 0.0000e+00
ACC2 16384 4 6.50 0.8000 2.00 0.930 0.0000e+00
ACC2 16384 4 6.50 0.8000 2.00 0.960 1.2296e-04
ACC2 16384 4 6.50 0.8000 2.00 0.980 1.8443e-04
ACC2 16384 4 6.50 0.8000 2.00 1.000 8.6069e-04
ACC2 16384 4 6.50 0.8000 4.00 0.900 0.0000e+00
ACC2 16384 4 6.50 0.8000 4.00 0.930 0.0000e+00
ACC2 16384 4 6.50 0.8000 4.00 0.960 1.2829e-04
ACC2 16384 4 6.50 0.8000 4.00 0.980 4.4901e-04
ACC2 16384 4 6.50 0.8000 4.00 1.000 6.4144e-04
ACC2 16384 4 6.50 0.8000 8.00 0.900 0.0000e+00
ACC2 16384 4 6.50 0.8000 8.00 0.930 6.6388e-05
ACC2 16384 4 6.50 0.8000 8.00 0.960 1.9916e-04
ACC2 16384 4 6.50 0.8000 8.00 0.980 5.3110e-04
ACC2 16384 4 6.50 0.8000 8.00 1.000 1.1286e-03
ACC2 16384 4 6.50 0.8000 16.00 0.900 6.8460e-05
ACC2 16384 4 6.50 0.8000 16.00 0.930 6.8460e-05
ACC2 16384 4 6.50 0.8000 16.00 0.960 1.3692e-04
ACC2 16384 4 6.50 0.8000 16.00 0.980 2.0538e-04
ACC2 16384 4 6.50 0.8000 16.00 1.000 8.2152e-04
ACC2 16384 4 6.50 0.8000 32.00 0.900 0.0000e+00
ACC2 16384 4 6.50 0.8000 32.00 0.930 0.0000e+00
ACC2 16384 4 6.50 0.8000 32.00 0.960 6.9979e-05
ACC2 16384 4 6.50 0.8000 32.00 0.980 4.1987e-04
ACC2 16384 4 6.50 0.8000 32.00 1.000 9.0973e-04
ACC2 16384 4 6.50 0.8000 64.00 0.900 0.0000e+00
ACC2 16384 4 6.50 0.8000 64.00 0.930 1.4369e-04
ACC2 16384 4 6.50 0.8000 64.00 0.960 2.1553e-04
ACC2 16384 4 6.50 0.8000 64.00 0.980 5.0291e-04
ACC2 16384 4 6.50 0.8000 64.00 1.000 1.0777e-03
ACC2 16384 4 6.50 0.8000 128.00 0.900 0.0000e+00
ACC2 16384 4 6.50 0.8000 128.00 0.930 0.0000e+00
ACC2 16384 4 6.50 0.8000 128.00 0.960 1.4654e-04
ACC2 16384 4 6.50 0.8000 128.00 0.980 2.9308e-04
ACC2 16384 4 6.50 0.8000 128.00 1.000 1.4654e-03
ACC2 16384 4 6.50 0.9000 2.00 0.900 0.0000e+00
ACC2 16384 4 6.50 0.9000 2.00 0.930 0.0000e+00
ACC2 16384 4 6.50 0.9000 2.00 0.960 0.0000e+00
ACC2 16384 4 6.50 0.9000 2.00 0.980 0.0000e+00
ACC2 16384 4 6.50 0.9000 2.00 1.000 2.3364e-04
ACC2 16384 4 6.50 0.9000 4.00 0.900 0.0000e+00
ACC2 16384 4 6.50 0.9000 4.00 0.930 0.0000e+00
ACC2 16384 4 6.50 0.9000 4.00 0.960 0.0000e+00
ACC2 16384 4 6.50 0.9000 4.00 0.980 6.0646e-05
ACC2 16384 4 6.50 0.9000 4.00 1.000 3.6388e-04
ACC2 16384 4 6.50 0.9000 8.00 0.900 0.0000e+00
ACC2 16384 4 6.50 0.9000 8.00 0.930 0.0000e+00
ACC2 16384 4 6.50 0.9000 8.00 0.960 0.0000e+00
ACC2 16384 4 6.50 0.9000 8.00 0.980 0.0000e+00
ACC2 16384 4 6.50 0.9000 8.00 1.000 6.3243e-05
ACC2 16384 4 6.50 0.9000 16.00 0.900 0.0000e+00
ACC2 16384 4 6.50 0.9000 16.00 0.930 0.0000e+00
ACC2 16384 4 6.50 0.9000 16.00 0.960 0.0000e+00
ACC2 16384 4 6.50 0.9000 16.00 0.980 0.0000e+00
ACC2 16384 4 6.50 0.9000 16.00 1.000 0.0000e+00
ACC2 16384 4 6.50 0.9000 32.00 0.900 0.0000e+00
ACC2 16384 4 6.50 0.9000 32.00 0.930 0.0000e+00
ACC2 16384 4 6.50 0.9000 32.00 0.960 6.7173e-05
ACC2 16384 4 6.50 0.9000 32.00 0.980 6.7173e-05
ACC2 16384 4 6.50 0.9000 32.00 1.000 2.0152e-04
ACC2 16384 4 6.50 0.9000 64.00 0.900 0.0000e+00
ACC2 16384 4 6.50 0.9000 64.00 0.930 0.0000e+00
ACC2 16384 4 6.50 0.9000 64.00 0.960 6.9416e-05
ACC2 16384 4 6.50 0.9000 64.00 0.980 1.3883e-04
ACC2 16384 4 6.50 0.9000 64.00 1.000 6.2474e-04
ACC2 16384 4 6.50 0.9000 128.00 0.900 0.0000e+00
ACC2 16384 4 6.50 0.9000 128.00 0.930 0.0000e+00
ACC2 16384 4 6.50 0.9000 128.00 0.960 1.4342e-04
ACC2 16384 4 6.50 0.9000 128.00 0.980 5.0197e-04
ACC2 16384 4 6.50 0.9000 128.00 1.000 1.7928e-03
ACC2 16384 4 6.50 0.9500 2.00 0.900 0.0000e+00
ACC2 16384 4 6.50 0.9500 2.00 0.930 0.0000e+00
ACC2 16384 4 6.50 0.9500 2.00 0.960 5.8744e-05
ACC2 16384 4 6.50 0.9500 2.00 0.980 2.9372e-04
ACC2 16384 4 6.50 0.9500 2.00 1.000 2.1148e-03
ACC2 16384 4 6.50 0.9500 4.00 0.900 0.0000e+00
ACC2 16384 4 6.50 0.9500 4.00 0.930 0.0000e+00
ACC2 16384 4 6.50 0.9500 4.00 0.960 0.0000e+00
ACC2 16384 4 6.50 0.9500 4.00 0.980 2.4220e-04
ACC2 16384 4 6.50 0.9500 4.00 1.000 1.3321e-03
ACC2 16384 4 6.50 0.9500 8.00 0.900 0.0000e+00
ACC2 16384 4 6.50 0.9500 8.00 0.930 0.0000e+00
ACC2 16384 4 6.50 0.9500 8.00 0.960 0.0000e+00
ACC2 16384 4 6.50 0.9500 8.00 0.980 1.2542e-04
ACC2 16384 4 6.50 0.9500 8.00 1.000 1.0661e-03
ACC2 16384 4 6.50 0.9500 16.00 0.900 0.0000e+00
ACC2 16384 4 6.50 0.9500 16.00 0.930 0.0000e+00
ACC2 16384 4 6.50 0.9500 16.00 0.960 0.0000e+00
ACC2 16384 4 6.50 0.9500 16.00 0.980 1.2921e-04
ACC2 16384 4 6.50 0.9500 16.00 1.000 7.1064e-04
ACC2 16384 4 6.50 0.9500 32.00 0.900 0.0000e+00
ACC2 16384 4 6.50 0.9500 32.00 0.930 0.0000e+00
ACC2 16384 4 6.50 0.9500 32.00 0.960 0.0000e+00
ACC2 16384 4 6.50 0.9500 32.00 0.980 1.9895e-04
ACC2 16384 4 6.50 0.9500 32.00 1.000 5.9686e-04
ACC2 16384 4 6.50 0.9500 64.00 0.900 0.0000e+00
ACC2 16384 4 6.50 0.9500 64.00 0.930 0.0000e+00
ACC2 16384 4 6.50 0.9500 64.00 0.960 0.0000e+00
ACC2 16384 4 6.50 0.9500 64.00 0.980 1.3721e-04
ACC2 16384 4 6.50 0.9500 64.00 1.000 8.9188e-04
ACC2 16384 4 6.50 0.9500 128.00 0.900 0.0000e+00
ACC2 16384 4 6.50 0.9500 128.00 0.930 0.0000e+00
