# matchedfilter COST table -- RELATIVE cost per configuration, measured
#
# cpu     AMD RYZEN AI MAX+ 395 w/ Radeon 8060S
# commit  398fa6f
#
# Cost RELATIVE to a pivot configuration at the same transform length, not
# microseconds. Absolute time is a property of machine, load and reference
# together; the ratio is a property of the configuration, which is the only
# thing selection needs.
#
# Measured by holding ONE reference fixed and timing every configuration on
# it, cycling rather than running each to completion, and dividing by a pivot
# measured in the same loop. Clock and turbo state, contention, cache
# temperature and the machine cancel in the ratio -- which is also what makes
# it safe to measure these in parallel on every core.
#
# Ranks configurations; do not read them as predictions of runtime.
#
# Regenerate for your own CPU:
#   python tools/hmf_tune.py --retune-cost --out mycost.txt
#   export MF_COST=$PWD/mycost.txt
#
# Baseline measurements retained during gate-model migration; see docs/gate-model.md.
# COST n band U K snr f beff relative_cost
COST 262144 8192 2 4 5.00 0.9970 569.8 4.1178
COST 262144 8192 2 4 5.00 0.9970 2203.2 4.4210
COST 262144 8192 2 4 5.00 0.9990 460.5 1.9123
COST 262144 8192 2 4 5.00 0.9990 1810.4 2.8286
COST 262144 8192 2 4 5.00 1.0000 28.4 0.9882
COST 262144 8192 2 4 5.00 1.0000 35.4 1.6311
COST 262144 8192 2 4 5.00 1.0000 56.1 1.7750
COST 262144 8192 2 4 5.00 1.0000 69.9 1.9441
COST 262144 8192 2 4 5.00 1.0000 111.4 2.8732
COST 262144 8192 2 4 5.00 1.0000 114.1 0.8159
COST 262144 8192 2 4 5.00 1.0000 138.7 1.0924
COST 262144 8192 2 4 5.00 1.0000 142.0 0.8362
COST 262144 8192 2 4 5.00 1.0000 227.6 1.4688
COST 262144 8192 2 4 5.00 1.0000 231.0 1.5360
COST 262144 8192 2 4 5.00 1.0000 282.2 1.0989
COST 262144 8192 2 4 5.00 1.0000 286.9 4.2305
COST 262144 8192 2 4 5.00 1.0000 454.2 1.2266
COST 262144 8192 2 4 5.00 1.0000 559.2 2.2234
COST 262144 8192 2 4 5.00 1.0000 907.1 1.6787
COST 262144 8192 2 4 5.00 1.0000 1108.0 3.8210
COST 262144 8192 2 4 5.50 0.2670 8128.0 1.6184
COST 262144 8192 2 4 5.50 0.3930 7942.9 1.7309
COST 262144 8192 2 4 5.50 0.4400 7942.9 1.7730
COST 262144 8192 2 4 5.50 0.6060 7293.8 2.0473
COST 262144 8192 2 4 5.50 0.6770 7293.8 2.2831
COST 262144 8192 2 4 5.50 0.7080 7293.8 2.6635
COST 262144 8192 2 4 5.50 0.7770 5610.0 1.7034
COST 262144 8192 2 4 5.50 0.7830 5610.0 2.0819
COST 262144 8192 2 4 5.50 0.8440 3280.5 2.9074
COST 262144 8192 2 4 5.50 0.8500 832.6 1.6199
COST 262144 8192 2 4 5.50 0.8500 1664.4 1.7031
COST 262144 8192 2 4 5.50 0.8500 3280.4 2.0113
COST 262144 8192 2 4 5.50 0.8690 5610.0 2.3071
COST 262144 8192 2 4 5.50 0.8750 5610.0 2.3823
COST 262144 8192 2 4 5.50 0.9430 3280.5 1.8315
COST 262144 8192 2 4 5.50 0.9500 832.6 0.2188
COST 262144 8192 2 4 5.50 0.9500 1664.4 0.4207
COST 262144 8192 2 4 5.50 0.9500 3280.4 4.2853
COST 262144 8192 2 4 5.50 0.9970 569.8 8.1542
COST 262144 8192 2 4 5.50 0.9970 2203.2 6.7502
COST 262144 8192 2 4 5.50 0.9990 460.5 1.0751
COST 262144 8192 2 4 5.50 0.9990 1810.4 1.3088
COST 262144 8192 2 4 5.50 1.0000 28.4 0.6357
COST 262144 8192 2 4 5.50 1.0000 35.4 1.0344
COST 262144 8192 2 4 5.50 1.0000 56.1 0.2380
COST 262144 8192 2 4 5.50 1.0000 69.9 1.0723
COST 262144 8192 2 4 5.50 1.0000 111.4 0.5369
COST 262144 8192 2 4 5.50 1.0000 114.1 1.0542
COST 262144 8192 2 4 5.50 1.0000 138.7 0.7966
COST 262144 8192 2 4 5.50 1.0000 142.0 1.2642
COST 262144 8192 2 4 5.50 1.0000 227.6 1.1383
COST 262144 8192 2 4 5.50 1.0000 231.0 1.0381
COST 262144 8192 2 4 5.50 1.0000 282.2 0.9036
COST 262144 8192 2 4 5.50 1.0000 286.9 4.5635
COST 262144 8192 2 4 5.50 1.0000 454.2 0.5952
COST 262144 8192 2 4 5.50 1.0000 559.2 0.9948
COST 262144 8192 2 4 5.50 1.0000 907.1 0.7974
COST 262144 8192 2 4 5.50 1.0000 1108.0 2.5315
COST 262144 8192 2 4 5.75 0.2670 8128.0 1.6884
COST 262144 8192 2 4 5.75 0.3930 7942.9 1.6309
COST 262144 8192 2 4 5.75 0.4400 7942.9 2.2713
COST 262144 8192 2 4 5.75 0.6060 7293.8 2.2686
COST 262144 8192 2 4 5.75 0.6770 7293.8 2.5682
COST 262144 8192 2 4 5.75 0.7080 7293.8 2.7882
COST 262144 8192 2 4 5.75 0.7770 5610.0 1.9794
COST 262144 8192 2 4 5.75 0.7830 5610.0 2.7921
COST 262144 8192 2 4 5.75 0.8440 3280.5 2.6670
COST 262144 8192 2 4 5.75 0.8500 832.6 0.7345
COST 262144 8192 2 4 5.75 0.8500 1664.4 1.0860
COST 262144 8192 2 4 5.75 0.8500 3280.4 2.9208
COST 262144 8192 2 4 5.75 0.8690 5610.0 2.9164
COST 262144 8192 2 4 5.75 0.8750 5610.0 3.2581
COST 262144 8192 2 4 5.75 0.9430 3280.5 1.1083
COST 262144 8192 2 4 5.75 0.9500 832.6 0.0526
COST 262144 8192 2 4 5.75 0.9500 1664.4 0.1539
COST 262144 8192 2 4 5.75 0.9500 3280.4 0.8577
COST 262144 8192 2 4 5.75 0.9970 569.8 0.7902
COST 262144 8192 2 4 5.75 0.9970 2203.2 0.4716
COST 262144 8192 2 4 5.75 0.9990 460.5 0.1085
COST 262144 8192 2 4 5.75 0.9990 1810.4 0.1053
COST 262144 8192 2 4 6.00 0.2670 8128.0 1.7315
COST 262144 8192 2 4 6.00 0.3930 7942.9 2.4109
COST 262144 8192 2 4 6.00 0.4400 7942.9 1.9490
COST 262144 8192 2 4 6.00 0.6060 7293.8 2.8698
COST 262144 8192 2 4 6.00 0.6770 7293.8 3.8539
COST 262144 8192 2 4 6.00 0.7080 7293.8 3.0406
COST 262144 8192 2 4 6.00 0.7770 5610.0 2.4950
COST 262144 8192 2 4 6.00 0.7830 5610.0 2.2198
COST 262144 8192 2 4 6.00 0.8440 3280.5 2.6574
COST 262144 8192 2 4 6.00 0.8500 832.6 0.5140
COST 262144 8192 2 4 6.00 0.8500 1664.4 0.3911
COST 262144 8192 2 4 6.00 0.8500 3280.4 2.9654
COST 262144 8192 2 4 6.00 0.8690 5610.0 2.6639
COST 262144 8192 2 4 6.00 0.8750 5610.0 2.9130
COST 262144 8192 2 4 6.00 0.9430 3280.5 0.3102
COST 262144 8192 2 4 6.00 0.9500 832.6 0.4112
COST 262144 8192 2 4 6.00 0.9500 1664.4 0.1076
COST 262144 8192 2 4 6.00 0.9500 3280.4 1.1637
COST 262144 8192 2 4 6.00 0.9970 569.8 1.2549
COST 262144 8192 2 4 6.00 0.9970 2203.2 0.7157
COST 262144 8192 2 4 6.00 0.9990 460.5 0.2796
COST 262144 8192 2 4 6.00 0.9990 1810.4 0.6068
COST 262144 8192 2 4 6.00 1.0000 28.4 1.1369
COST 262144 8192 2 4 6.00 1.0000 35.4 1.2717
COST 262144 8192 2 4 6.00 1.0000 56.1 0.7806
COST 262144 8192 2 4 6.00 1.0000 69.9 1.0180
COST 262144 8192 2 4 6.00 1.0000 111.4 0.8423
COST 262144 8192 2 4 6.00 1.0000 114.1 0.6596
COST 262144 8192 2 4 6.00 1.0000 138.7 0.8085
COST 262144 8192 2 4 6.00 1.0000 142.0 1.2437
COST 262144 8192 2 4 6.00 1.0000 227.6 3.8714
COST 262144 8192 2 4 6.00 1.0000 231.0 0.8853
COST 262144 8192 2 4 6.00 1.0000 282.2 1.2251
COST 262144 8192 2 4 6.00 1.0000 286.9 1.1931
COST 262144 8192 2 4 6.00 1.0000 454.2 1.0133
COST 262144 8192 2 4 6.00 1.0000 559.2 1.7871
COST 262144 8192 2 4 6.00 1.0000 907.1 0.9536
COST 262144 8192 2 4 6.00 1.0000 1108.0 1.1378
COST 262144 8192 2 4 6.50 0.2670 8128.0 2.7056
COST 262144 8192 2 4 6.50 0.3930 7942.9 1.5020
COST 262144 8192 2 4 6.50 0.4400 7942.9 3.8603
COST 262144 8192 2 4 6.50 0.6060 7293.8 2.9759
COST 262144 8192 2 4 6.50 0.6770 7293.8 3.6414
COST 262144 8192 2 4 6.50 0.7080 7293.8 3.1153
COST 262144 8192 2 4 6.50 0.7770 5610.0 1.7229
COST 262144 8192 2 4 6.50 0.7830 5610.0 2.7935
COST 262144 8192 2 4 6.50 0.8440 3280.5 0.7949
COST 262144 8192 2 4 6.50 0.8500 832.6 0.6643
COST 262144 8192 2 4 6.50 0.8500 1664.4 0.1190
COST 262144 8192 2 4 6.50 0.8500 3280.4 1.2620
COST 262144 8192 2 4 6.50 0.8690 5610.0 2.2561
COST 262144 8192 2 4 6.50 0.8750 5610.0 1.3030
COST 262144 8192 2 4 6.50 0.9430 3280.5 0.0760
COST 262144 8192 2 4 6.50 0.9500 832.6 0.1842
COST 262144 8192 2 4 6.50 0.9500 1664.4 0.0445
COST 262144 8192 2 4 6.50 0.9500 3280.4 0.3940
COST 262144 8192 2 4 6.50 0.9970 569.8 0.4193
COST 262144 8192 2 4 6.50 0.9970 2203.2 0.6688
COST 262144 8192 2 4 6.50 0.9990 460.5 0.2702
COST 262144 8192 2 4 6.50 0.9990 1810.4 0.4508
COST 262144 8192 2 4 6.50 1.0000 28.4 0.9463
COST 262144 8192 2 4 6.50 1.0000 35.4 1.1249
COST 262144 8192 2 4 6.50 1.0000 56.1 0.4206
COST 262144 8192 2 4 6.50 1.0000 69.9 0.9947
COST 262144 8192 2 4 6.50 1.0000 111.4 0.8843
COST 262144 8192 2 4 6.50 1.0000 114.1 1.2409
COST 262144 8192 2 4 6.50 1.0000 138.7 0.9542
COST 262144 8192 2 4 6.50 1.0000 142.0 1.2364
COST 262144 8192 2 4 6.50 1.0000 227.6 0.9256
COST 262144 8192 2 4 6.50 1.0000 231.0 0.9202
COST 262144 8192 2 4 6.50 1.0000 282.2 1.0861
COST 262144 8192 2 4 6.50 1.0000 286.9 0.8006
COST 262144 8192 2 4 6.50 1.0000 454.2 0.6343
COST 262144 8192 2 4 6.50 1.0000 559.2 1.4176
COST 262144 8192 2 4 6.50 1.0000 907.1 0.9782
COST 262144 8192 2 4 6.50 1.0000 1108.0 1.3582
COST 262144 8192 2 8 5.00 0.2670 8128.0 0.8346
COST 262144 8192 2 8 5.00 0.3930 7942.9 0.8625
COST 262144 8192 2 8 5.00 0.4400 7942.9 0.9441
COST 262144 8192 2 8 5.00 0.6060 7293.8 2.0839
COST 262144 8192 2 8 5.00 0.6770 7293.8 0.7846
COST 262144 8192 2 8 5.00 0.7080 7293.8 1.2399
COST 262144 8192 2 8 5.00 0.7770 5610.0 1.1314
COST 262144 8192 2 8 5.00 0.7830 5610.0 0.9007
COST 262144 8192 2 8 5.00 0.8440 3280.5 1.2733
COST 262144 8192 2 8 5.00 0.8500 832.6 1.7112
COST 262144 8192 2 8 5.00 0.8500 1664.4 1.2887
COST 262144 8192 2 8 5.00 0.8500 3280.4 1.2460
COST 262144 8192 2 8 5.00 0.8690 5610.0 1.3795
COST 262144 8192 2 8 5.00 0.8750 5610.0 1.4481
COST 262144 8192 2 8 5.00 0.9430 3280.5 0.8357
COST 262144 8192 2 8 5.00 0.9500 832.6 0.6480
COST 262144 8192 2 8 5.00 0.9500 1664.4 0.5065
COST 262144 8192 2 8 5.00 0.9500 3280.4 0.8321
COST 262144 8192 2 8 5.00 0.9970 569.8 0.3860
COST 262144 8192 2 8 5.00 0.9970 2203.2 0.3248
COST 262144 8192 2 8 5.00 0.9990 460.5 0.3477
COST 262144 8192 2 8 5.00 0.9990 1810.4 0.2947
COST 262144 8192 2 8 5.00 1.0000 28.4 1.0000
COST 262144 8192 2 8 5.00 1.0000 35.4 1.0000
COST 262144 8192 2 8 5.00 1.0000 56.1 1.0000
COST 262144 8192 2 8 5.00 1.0000 69.9 1.0000
COST 262144 8192 2 8 5.00 1.0000 111.4 1.0000
COST 262144 8192 2 8 5.00 1.0000 114.1 1.0000
COST 262144 8192 2 8 5.00 1.0000 138.7 1.0000
COST 262144 8192 2 8 5.00 1.0000 142.0 1.0000
COST 262144 8192 2 8 5.00 1.0000 227.6 1.0000
COST 262144 8192 2 8 5.00 1.0000 231.0 1.0000
COST 262144 8192 2 8 5.00 1.0000 282.2 1.0000
COST 262144 8192 2 8 5.00 1.0000 286.9 1.0000
COST 262144 8192 2 8 5.00 1.0000 454.2 1.0000
COST 262144 8192 2 8 5.00 1.0000 559.2 1.0000
COST 262144 8192 2 8 5.00 1.0000 907.1 1.0000
COST 262144 8192 2 8 5.00 1.0000 1108.0 1.0000
COST 262144 8192 2 8 5.50 0.2670 8128.0 1.6553
COST 262144 8192 2 8 5.50 0.3930 7942.9 1.6643
COST 262144 8192 2 8 5.50 0.4400 7942.9 1.7272
COST 262144 8192 2 8 5.50 0.6060 7293.8 2.0648
COST 262144 8192 2 8 5.50 0.6770 7293.8 2.2505
COST 262144 8192 2 8 5.50 0.7080 7293.8 2.5976
COST 262144 8192 2 8 5.50 0.7770 5610.0 1.7138
COST 262144 8192 2 8 5.50 0.7830 5610.0 2.2934
COST 262144 8192 2 8 5.50 0.8440 3280.5 2.4106
COST 262144 8192 2 8 5.50 0.8500 832.6 1.0562
COST 262144 8192 2 8 5.50 0.8500 1664.4 1.4086
COST 262144 8192 2 8 5.50 0.8500 3280.4 1.6393
COST 262144 8192 2 8 5.50 0.8690 5610.0 1.9261
COST 262144 8192 2 8 5.50 0.8750 5610.0 1.7131
COST 262144 8192 2 8 5.50 0.9430 3280.5 0.2070
COST 262144 8192 2 8 5.50 0.9500 832.6 0.3343
COST 262144 8192 2 8 5.50 0.9500 1664.4 0.1760
COST 262144 8192 2 8 5.50 0.9500 3280.4 0.3820
COST 262144 8192 2 8 5.50 0.9970 569.8 0.2954
COST 262144 8192 2 8 5.50 0.9970 2203.2 0.3132
COST 262144 8192 2 8 5.50 0.9990 460.5 0.2857
COST 262144 8192 2 8 5.50 0.9990 1810.4 0.2685
COST 262144 8192 2 8 5.50 1.0000 28.4 1.0000
COST 262144 8192 2 8 5.50 1.0000 35.4 1.0000
COST 262144 8192 2 8 5.50 1.0000 56.1 1.0000
COST 262144 8192 2 8 5.50 1.0000 69.9 1.0000
COST 262144 8192 2 8 5.50 1.0000 111.4 1.0000
COST 262144 8192 2 8 5.50 1.0000 114.1 1.0000
COST 262144 8192 2 8 5.50 1.0000 138.7 1.0000
COST 262144 8192 2 8 5.50 1.0000 142.0 1.0000
COST 262144 8192 2 8 5.50 1.0000 227.6 1.0000
COST 262144 8192 2 8 5.50 1.0000 231.0 1.0000
COST 262144 8192 2 8 5.50 1.0000 282.2 1.0000
COST 262144 8192 2 8 5.50 1.0000 286.9 1.0000
COST 262144 8192 2 8 5.50 1.0000 454.2 1.0000
COST 262144 8192 2 8 5.50 1.0000 559.2 1.0000
COST 262144 8192 2 8 5.50 1.0000 907.1 1.0000
COST 262144 8192 2 8 5.50 1.0000 1108.0 1.0000
COST 262144 8192 2 8 5.75 0.2670 8128.0 1.7144
COST 262144 8192 2 8 5.75 0.3930 7942.9 1.6322
COST 262144 8192 2 8 5.75 0.4400 7942.9 2.2254
COST 262144 8192 2 8 5.75 0.6060 7293.8 2.3768
COST 262144 8192 2 8 5.75 0.6770 7293.8 2.4847
COST 262144 8192 2 8 5.75 0.7080 7293.8 2.8035
COST 262144 8192 2 8 5.75 0.7770 5610.0 1.9429
COST 262144 8192 2 8 5.75 0.7830 5610.0 3.0703
COST 262144 8192 2 8 5.75 0.8440 3280.5 1.6870
COST 262144 8192 2 8 5.75 0.8500 832.6 0.6488
COST 262144 8192 2 8 5.75 0.8500 1664.4 0.6729
COST 262144 8192 2 8 5.75 0.8500 3280.4 1.5393
COST 262144 8192 2 8 5.75 0.8690 5610.0 1.0448
COST 262144 8192 2 8 5.75 0.8750 5610.0 0.9579
COST 262144 8192 2 8 5.75 0.9430 3280.5 0.1387
COST 262144 8192 2 8 5.75 0.9500 832.6 0.0548
COST 262144 8192 2 8 5.75 0.9500 1664.4 0.0923
COST 262144 8192 2 8 5.75 0.9500 3280.4 0.1300
COST 262144 8192 2 8 5.75 0.9970 569.8 0.0465
COST 262144 8192 2 8 5.75 0.9970 2203.2 0.0698
COST 262144 8192 2 8 5.75 0.9990 460.5 0.0368
COST 262144 8192 2 8 5.75 0.9990 1810.4 0.0354
COST 262144 8192 2 8 6.00 0.2670 8128.0 1.6316
COST 262144 8192 2 8 6.00 0.3930 7942.9 2.4417
COST 262144 8192 2 8 6.00 0.4400 7942.9 1.8989
COST 262144 8192 2 8 6.00 0.6060 7293.8 2.8610
COST 262144 8192 2 8 6.00 0.6770 7293.8 3.4888
COST 262144 8192 2 8 6.00 0.7080 7293.8 3.0856
COST 262144 8192 2 8 6.00 0.7770 5610.0 2.6091
COST 262144 8192 2 8 6.00 0.7830 5610.0 2.4307
COST 262144 8192 2 8 6.00 0.8440 3280.5 0.8955
COST 262144 8192 2 8 6.00 0.8500 832.6 0.5700
COST 262144 8192 2 8 6.00 0.8500 1664.4 0.3461
COST 262144 8192 2 8 6.00 0.8500 3280.4 0.6530
COST 262144 8192 2 8 6.00 0.8690 5610.0 0.3456
COST 262144 8192 2 8 6.00 0.8750 5610.0 0.3025
COST 262144 8192 2 8 6.00 0.9430 3280.5 0.0664
COST 262144 8192 2 8 6.00 0.9500 832.6 0.2801
COST 262144 8192 2 8 6.00 0.9500 1664.4 0.0996
COST 262144 8192 2 8 6.00 0.9500 3280.4 0.2944
COST 262144 8192 2 8 6.00 0.9970 569.8 0.2776
COST 262144 8192 2 8 6.00 0.9970 2203.2 0.2838
COST 262144 8192 2 8 6.00 0.9990 460.5 0.2776
COST 262144 8192 2 8 6.00 0.9990 1810.4 0.2850
COST 262144 8192 2 8 6.00 1.0000 28.4 1.0000
COST 262144 8192 2 8 6.00 1.0000 35.4 1.0000
COST 262144 8192 2 8 6.00 1.0000 56.1 1.0000
COST 262144 8192 2 8 6.00 1.0000 69.9 1.0000
COST 262144 8192 2 8 6.00 1.0000 111.4 1.0000
COST 262144 8192 2 8 6.00 1.0000 114.1 1.0000
COST 262144 8192 2 8 6.00 1.0000 138.7 1.0000
COST 262144 8192 2 8 6.00 1.0000 142.0 1.0000
COST 262144 8192 2 8 6.00 1.0000 227.6 1.0000
COST 262144 8192 2 8 6.00 1.0000 231.0 1.0000
COST 262144 8192 2 8 6.00 1.0000 282.2 1.0000
COST 262144 8192 2 8 6.00 1.0000 286.9 1.0000
COST 262144 8192 2 8 6.00 1.0000 454.2 1.0000
COST 262144 8192 2 8 6.00 1.0000 559.2 1.0000
COST 262144 8192 2 8 6.00 1.0000 907.1 1.0000
COST 262144 8192 2 8 6.00 1.0000 1108.0 1.0000
COST 262144 8192 2 8 6.50 0.2670 8128.0 2.7649
COST 262144 8192 2 8 6.50 0.3930 7942.9 1.5836
COST 262144 8192 2 8 6.50 0.4400 7942.9 3.9167
COST 262144 8192 2 8 6.50 0.6060 7293.8 3.8670
COST 262144 8192 2 8 6.50 0.6770 7293.8 3.4033
COST 262144 8192 2 8 6.50 0.7080 7293.8 3.1314
COST 262144 8192 2 8 6.50 0.7770 5610.0 0.4378
COST 262144 8192 2 8 6.50 0.7830 5610.0 0.6298
COST 262144 8192 2 8 6.50 0.8440 3280.5 0.1373
COST 262144 8192 2 8 6.50 0.8500 832.6 0.2793
COST 262144 8192 2 8 6.50 0.8500 1664.4 0.1202
COST 262144 8192 2 8 6.50 0.8500 3280.4 0.3460
COST 262144 8192 2 8 6.50 0.8690 5610.0 0.0760
COST 262144 8192 2 8 6.50 0.8750 5610.0 0.0733
COST 262144 8192 2 8 6.50 0.9430 3280.5 0.0472
COST 262144 8192 2 8 6.50 0.9500 832.6 0.2783
COST 262144 8192 2 8 6.50 0.9500 1664.4 0.0433
COST 262144 8192 2 8 6.50 0.9500 3280.4 0.2908
COST 262144 8192 2 8 6.50 0.9970 569.8 0.2784
COST 262144 8192 2 8 6.50 0.9970 2203.2 0.2872
COST 262144 8192 2 8 6.50 0.9990 460.5 0.2821
COST 262144 8192 2 8 6.50 0.9990 1810.4 0.2841
COST 262144 8192 2 8 6.50 1.0000 28.4 1.0000
COST 262144 8192 2 8 6.50 1.0000 35.4 1.0000
COST 262144 8192 2 8 6.50 1.0000 56.1 1.0000
COST 262144 8192 2 8 6.50 1.0000 69.9 1.0000
COST 262144 8192 2 8 6.50 1.0000 111.4 1.0000
COST 262144 8192 2 8 6.50 1.0000 114.1 1.0000
COST 262144 8192 2 8 6.50 1.0000 138.7 1.0000
COST 262144 8192 2 8 6.50 1.0000 142.0 1.0000
COST 262144 8192 2 8 6.50 1.0000 227.6 1.0000
COST 262144 8192 2 8 6.50 1.0000 231.0 1.0000
COST 262144 8192 2 8 6.50 1.0000 282.2 1.0000
COST 262144 8192 2 8 6.50 1.0000 286.9 1.0000
COST 262144 8192 2 8 6.50 1.0000 454.2 1.0000
COST 262144 8192 2 8 6.50 1.0000 559.2 1.0000
COST 262144 8192 2 8 6.50 1.0000 907.1 1.0000
COST 262144 8192 2 8 6.50 1.0000 1108.0 1.0000
COST 262144 16384 2 4 5.00 0.4630 15885.8 0.8050
COST 262144 16384 2 4 5.00 0.6060 14587.5 0.8913
COST 262144 16384 2 4 5.00 0.6770 14587.5 0.9699
COST 262144 16384 2 4 5.00 0.7830 11219.7 2.3600
COST 262144 16384 2 4 5.00 0.8440 6560.4 1.1603
COST 262144 16384 2 4 5.00 0.8500 1664.6 1.3533
COST 262144 16384 2 4 5.00 0.8500 3328.2 1.1830
COST 262144 16384 2 4 5.00 0.8500 6560.4 1.2860
COST 262144 16384 2 4 5.00 0.8750 11219.7 0.8813
COST 262144 16384 2 4 5.00 0.9150 11219.7 1.2438
COST 262144 16384 2 4 5.00 0.9430 6560.4 1.4153
COST 262144 16384 2 4 5.00 0.9500 1664.6 0.7314
COST 262144 16384 2 4 5.00 0.9500 3328.2 1.4893
COST 262144 16384 2 4 5.00 0.9500 6560.4 1.7826
COST 262144 16384 2 4 5.00 0.9970 1138.8 2.1198
COST 262144 16384 2 4 5.00 0.9970 4405.6 1.3359
COST 262144 16384 2 4 5.00 0.9990 920.3 1.0260
COST 262144 16384 2 4 5.00 0.9990 3620.2 1.1992
COST 262144 16384 2 4 5.00 1.0000 461.3 0.2374
COST 262144 16384 2 4 5.00 1.0000 573.0 0.5942
COST 262144 16384 2 4 5.00 1.0000 1813.7 0.2099
COST 262144 16384 2 4 5.00 1.0000 2215.3 0.7573
COST 262144 16384 2 4 5.50 0.4630 15885.8 1.6902
COST 262144 16384 2 4 5.50 0.6060 14587.5 1.7233
COST 262144 16384 2 4 5.50 0.6770 14587.5 1.8188
COST 262144 16384 2 4 5.50 0.7830 11219.7 2.0154
COST 262144 16384 2 4 5.50 0.8440 6560.4 1.7266
COST 262144 16384 2 4 5.50 0.8500 1664.6 1.8358
COST 262144 16384 2 4 5.50 0.8500 3328.2 2.9411
COST 262144 16384 2 4 5.50 0.8500 6560.4 2.1026
COST 262144 16384 2 4 5.50 0.8750 11219.7 2.2845
COST 262144 16384 2 4 5.50 0.9150 11219.7 2.6897
COST 262144 16384 2 4 5.50 0.9430 6560.4 2.0075
COST 262144 16384 2 4 5.50 0.9500 1664.6 0.2617
COST 262144 16384 2 4 5.50 0.9500 3328.2 0.5078
COST 262144 16384 2 4 5.50 0.9500 6560.4 2.1932
COST 262144 16384 2 4 5.50 0.9970 1138.8 1.8699
COST 262144 16384 2 4 5.50 0.9970 4405.6 1.1979
COST 262144 16384 2 4 5.50 0.9990 920.3 0.2431
COST 262144 16384 2 4 5.50 0.9990 3620.2 0.3200
COST 262144 16384 2 4 5.50 1.0000 461.3 0.0754
COST 262144 16384 2 4 5.50 1.0000 573.0 0.2840
COST 262144 16384 2 4 5.50 1.0000 1813.7 0.0925
COST 262144 16384 2 4 5.50 1.0000 2215.3 0.1210
COST 262144 16384 2 4 5.75 0.4630 15885.8 1.7475
COST 262144 16384 2 4 5.75 0.6060 14587.5 1.6740
COST 262144 16384 2 4 5.75 0.6770 14587.5 2.2693
COST 262144 16384 2 4 5.75 0.7830 11219.7 2.7007
COST 262144 16384 2 4 5.75 0.8440 6560.4 1.9517
COST 262144 16384 2 4 5.75 0.8500 1664.6 1.0714
COST 262144 16384 2 4 5.75 0.8500 3328.2 2.9058
COST 262144 16384 2 4 5.75 0.8500 6560.4 2.9462
COST 262144 16384 2 4 5.75 0.8750 11219.7 2.5976
COST 262144 16384 2 4 5.75 0.9150 11219.7 2.8575
COST 262144 16384 2 4 5.75 0.9430 6560.4 1.3057
COST 262144 16384 2 4 5.75 0.9500 1664.6 0.1327
COST 262144 16384 2 4 5.75 0.9500 3328.2 0.2463
COST 262144 16384 2 4 5.75 0.9500 6560.4 1.0300
COST 262144 16384 2 4 5.75 0.9970 1138.8 0.8701
COST 262144 16384 2 4 5.75 0.9970 4405.6 1.0962
COST 262144 16384 2 4 5.75 0.9990 920.3 0.1878
COST 262144 16384 2 4 5.75 0.9990 3620.2 0.1826
COST 262144 16384 2 4 5.75 1.0000 461.3 0.0778
COST 262144 16384 2 4 5.75 1.0000 573.0 0.0985
COST 262144 16384 2 4 5.75 1.0000 1813.7 0.0716
COST 262144 16384 2 4 5.75 1.0000 2215.3 0.1122
COST 262144 16384 2 4 6.00 0.4630 15885.8 1.7356
COST 262144 16384 2 4 6.00 0.6060 14587.5 2.1921
COST 262144 16384 2 4 6.00 0.6770 14587.5 2.3781
COST 262144 16384 2 4 6.00 0.7830 11219.7 3.0243
COST 262144 16384 2 4 6.00 0.8440 6560.4 1.8626
COST 262144 16384 2 4 6.00 0.8500 1664.6 0.6253
COST 262144 16384 2 4 6.00 0.8500 3328.2 1.5235
COST 262144 16384 2 4 6.00 0.8500 6560.4 2.1999
COST 262144 16384 2 4 6.00 0.8750 11219.7 4.1650
COST 262144 16384 2 4 6.00 0.9150 11219.7 3.1067
COST 262144 16384 2 4 6.00 0.9430 6560.4 0.4840
COST 262144 16384 2 4 6.00 0.9500 1664.6 0.1350
COST 262144 16384 2 4 6.00 0.9500 3328.2 0.1259
COST 262144 16384 2 4 6.00 0.9500 6560.4 0.3855
COST 262144 16384 2 4 6.00 0.9970 1138.8 0.4596
COST 262144 16384 2 4 6.00 0.9970 4405.6 0.5061
COST 262144 16384 2 4 6.00 0.9990 920.3 0.0804
COST 262144 16384 2 4 6.00 0.9990 3620.2 0.0910
COST 262144 16384 2 4 6.00 1.0000 461.3 0.0751
COST 262144 16384 2 4 6.00 1.0000 573.0 0.0838
COST 262144 16384 2 4 6.00 1.0000 1813.7 0.0924
COST 262144 16384 2 4 6.00 1.0000 2215.3 0.0774
COST 262144 16384 2 4 6.50 0.4630 15885.8 2.8531
COST 262144 16384 2 4 6.50 0.6060 14587.5 2.1727
COST 262144 16384 2 4 6.50 0.6770 14587.5 3.6651
COST 262144 16384 2 4 6.50 0.7830 11219.7 4.0486
COST 262144 16384 2 4 6.50 0.8440 6560.4 0.6720
COST 262144 16384 2 4 6.50 0.8500 1664.6 0.1597
COST 262144 16384 2 4 6.50 0.8500 3328.2 0.2537
COST 262144 16384 2 4 6.50 0.8500 6560.4 0.8179
COST 262144 16384 2 4 6.50 0.8750 11219.7 3.0330
COST 262144 16384 2 4 6.50 0.9150 11219.7 1.3627
COST 262144 16384 2 4 6.50 0.9430 6560.4 0.1495
