# matchedfilter COST table -- RELATIVE cost per configuration, measured
#
# cpu     AMD RYZEN AI MAX+ 395 w/ Radeon 8060S
# commit  398fa6f
#
# Cost RELATIVE to a pivot configuration at the same transform length, not
# microseconds. Absolute time is a property of machine, load and reference
# together; the ratio is a property of the configuration, which is the only
# thing selection needs.
#
# Measured by holding ONE reference fixed and timing every configuration on
# it, cycling rather than running each to completion, and dividing by a pivot
# measured in the same loop. Clock and turbo state, contention, cache
# temperature and the machine cancel in the ratio -- which is also what makes
# it safe to measure these in parallel on every core.
#
# Ranks configurations; do not read them as predictions of runtime.
#
# Regenerate for your own CPU:
#   python tools/hmf_tune.py --retune-cost --out mycost.txt
#   export MF_COST=$PWD/mycost.txt
#
# Baseline measurements retained during gate-model migration; see docs/gate-model.md.
# COST n band U K snr f beff relative_cost
COST 8192 1024 2 8 5.50 0.9930 28.0 0.3634
COST 8192 1024 2 8 5.50 0.9930 112.4 0.3245
COST 8192 1024 2 8 5.50 0.9930 410.5 0.2342
COST 8192 1024 2 8 5.75 0.7130 911.8 2.0340
COST 8192 1024 2 8 5.75 0.7830 701.5 1.5006
COST 8192 1024 2 8 5.75 0.8500 100.6 0.4021
COST 8192 1024 2 8 5.75 0.8500 208.6 0.4225
COST 8192 1024 2 8 5.75 0.8500 410.5 0.4175
COST 8192 1024 2 8 5.75 0.8750 701.5 0.8315
COST 8192 1024 2 8 5.75 0.9500 100.6 0.1858
COST 8192 1024 2 8 5.75 0.9500 208.6 0.1952
COST 8192 1024 2 8 5.75 0.9500 410.5 0.3244
COST 8192 1024 2 8 5.75 0.9580 64.2 0.3950
COST 8192 1024 2 8 5.75 0.9580 259.3 0.2837
COST 8192 1024 2 8 5.75 0.9780 33.9 0.2765
COST 8192 1024 2 8 5.75 0.9780 135.9 0.1370
COST 8192 1024 2 8 5.75 0.9860 54.5 0.2325
COST 8192 1024 2 8 5.75 0.9860 221.3 0.2085
COST 8192 1024 2 8 5.75 0.9930 28.0 0.2236
COST 8192 1024 2 8 5.75 0.9930 112.4 0.2299
COST 8192 1024 2 8 5.75 0.9930 410.5 0.2190
COST 8192 1024 2 8 6.00 0.7130 911.8 1.6766
COST 8192 1024 2 8 6.00 0.7830 701.5 1.1245
COST 8192 1024 2 8 6.00 0.8500 100.6 0.4678
COST 8192 1024 2 8 6.00 0.8500 208.6 0.3741
COST 8192 1024 2 8 6.00 0.8500 410.5 0.6149
COST 8192 1024 2 8 6.00 0.8750 701.5 0.6503
COST 8192 1024 2 8 6.00 0.9500 100.6 0.3501
COST 8192 1024 2 8 6.00 0.9500 208.6 0.2372
COST 8192 1024 2 8 6.00 0.9500 410.5 0.4051
COST 8192 1024 2 8 6.00 0.9580 64.2 0.4848
COST 8192 1024 2 8 6.00 0.9580 259.3 0.4177
COST 8192 1024 2 8 6.00 0.9780 33.9 0.3445
COST 8192 1024 2 8 6.00 0.9780 135.9 0.3442
COST 8192 1024 2 8 6.00 0.9860 54.5 0.5864
COST 8192 1024 2 8 6.00 0.9860 221.3 0.2159
COST 8192 1024 2 8 6.00 0.9930 28.0 0.3093
COST 8192 1024 2 8 6.00 0.9930 112.4 0.4774
COST 8192 1024 2 8 6.00 0.9930 410.5 0.1877
COST 8192 1024 2 8 6.50 0.7130 911.8 1.4996
COST 8192 1024 2 8 6.50 0.7830 701.5 0.7482
COST 8192 1024 2 8 6.50 0.8500 100.6 0.3408
COST 8192 1024 2 8 6.50 0.8500 208.6 0.2419
COST 8192 1024 2 8 6.50 0.8500 410.5 0.4052
COST 8192 1024 2 8 6.50 0.8750 701.5 0.4801
COST 8192 1024 2 8 6.50 0.9500 100.6 0.3465
COST 8192 1024 2 8 6.50 0.9500 208.6 0.3683
COST 8192 1024 2 8 6.50 0.9500 410.5 0.3599
COST 8192 1024 2 8 6.50 0.9580 64.2 0.3374
COST 8192 1024 2 8 6.50 0.9580 259.3 0.3598
COST 8192 1024 2 8 6.50 0.9780 33.9 0.2408
COST 8192 1024 2 8 6.50 0.9780 135.9 0.3492
COST 8192 1024 2 8 6.50 0.9860 54.5 0.3656
COST 8192 1024 2 8 6.50 0.9860 221.3 0.3644
COST 8192 1024 2 8 6.50 0.9930 28.0 0.3726
COST 8192 1024 2 8 6.50 0.9930 112.4 0.3499
COST 8192 1024 2 8 6.50 0.9930 410.5 0.2173
COST 8192 2048 2 4 5.00 0.8500 208.6 1.7892
COST 8192 2048 2 4 5.00 0.8500 820.5 1.2607
COST 8192 2048 2 4 5.00 0.9210 1402.7 2.6804
COST 8192 2048 2 4 5.00 0.9500 208.6 0.9176
COST 8192 2048 2 4 5.00 0.9500 820.5 1.9651
COST 8192 2048 2 4 5.00 0.9880 135.5 2.4872
COST 8192 2048 2 4 5.00 0.9880 546.5 2.2734
COST 8192 2048 2 4 5.00 0.9960 110.6 1.1583
COST 8192 2048 2 4 5.00 0.9960 450.7 2.4082
COST 8192 2048 2 4 5.00 0.9970 69.4 1.5243
COST 8192 2048 2 4 5.00 0.9970 280.4 1.8655
COST 8192 2048 2 4 5.00 0.9980 35.3 1.0834
COST 8192 2048 2 4 5.00 0.9980 141.5 1.1676
COST 8192 2048 2 4 5.00 0.9990 28.3 0.7829
COST 8192 2048 2 4 5.00 0.9990 55.9 0.5873
COST 8192 2048 2 4 5.00 0.9990 114.0 0.7755
COST 8192 2048 2 4 5.00 0.9990 227.1 1.0909
COST 8192 2048 2 4 5.00 1.0000 416.5 0.7583
COST 8192 2048 2 4 5.50 0.8500 208.6 1.1510
COST 8192 2048 2 4 5.50 0.8500 820.5 1.7802
COST 8192 2048 2 4 5.50 0.9210 1402.7 2.3443
COST 8192 2048 2 4 5.50 0.9500 208.6 0.7553
COST 8192 2048 2 4 5.50 0.9500 820.5 2.3934
COST 8192 2048 2 4 5.50 0.9880 135.5 2.2546
COST 8192 2048 2 4 5.50 0.9880 546.5 2.2505
COST 8192 2048 2 4 5.50 0.9960 110.6 0.8839
COST 8192 2048 2 4 5.50 0.9960 450.7 1.1211
COST 8192 2048 2 4 5.50 0.9970 69.4 1.0623
COST 8192 2048 2 4 5.50 0.9970 280.4 1.1587
COST 8192 2048 2 4 5.50 0.9980 35.3 0.8039
COST 8192 2048 2 4 5.50 0.9980 141.5 0.5350
COST 8192 2048 2 4 5.50 0.9990 28.3 0.9874
COST 8192 2048 2 4 5.50 0.9990 55.9 0.8023
COST 8192 2048 2 4 5.50 0.9990 114.0 0.6920
COST 8192 2048 2 4 5.50 0.9990 227.1 0.7541
COST 8192 2048 2 4 5.50 1.0000 416.5 0.5024
COST 8192 2048 2 4 5.75 0.8500 208.6 0.7079
COST 8192 2048 2 4 5.75 0.8500 820.5 2.1625
COST 8192 2048 2 4 5.75 0.9210 1402.7 2.4741
COST 8192 2048 2 4 5.75 0.9500 208.6 0.4855
COST 8192 2048 2 4 5.75 0.9500 820.5 1.3580
COST 8192 2048 2 4 5.75 0.9880 135.5 1.2803
COST 8192 2048 2 4 5.75 0.9880 546.5 0.7942
COST 8192 2048 2 4 5.75 0.9960 110.6 0.4076
COST 8192 2048 2 4 5.75 0.9960 450.7 0.5817
COST 8192 2048 2 4 5.75 0.9970 69.4 0.5850
COST 8192 2048 2 4 5.75 0.9970 280.4 0.5004
COST 8192 2048 2 4 5.75 0.9980 35.3 0.5186
COST 8192 2048 2 4 5.75 0.9980 141.5 0.2966
COST 8192 2048 2 4 5.75 0.9990 28.3 0.4880
COST 8192 2048 2 4 5.75 0.9990 55.9 0.5525
COST 8192 2048 2 4 5.75 0.9990 114.0 0.4925
COST 8192 2048 2 4 5.75 0.9990 227.1 0.4159
COST 8192 2048 2 4 5.75 1.0000 416.5 0.4523
COST 8192 2048 2 4 6.00 0.8500 208.6 0.8471
COST 8192 2048 2 4 6.00 0.8500 820.5 1.8937
COST 8192 2048 2 4 6.00 0.9210 1402.7 1.7000
COST 8192 2048 2 4 6.00 0.9500 208.6 0.4856
COST 8192 2048 2 4 6.00 0.9500 820.5 2.2539
COST 8192 2048 2 4 6.00 0.9880 135.5 1.2219
COST 8192 2048 2 4 6.00 0.9880 546.5 1.5091
COST 8192 2048 2 4 6.00 0.9960 110.6 0.7775
COST 8192 2048 2 4 6.00 0.9960 450.7 0.7300
COST 8192 2048 2 4 6.00 0.9970 69.4 1.1561
COST 8192 2048 2 4 6.00 0.9970 280.4 0.7852
COST 8192 2048 2 4 6.00 0.9980 35.3 0.7469
COST 8192 2048 2 4 6.00 0.9980 141.5 0.7450
COST 8192 2048 2 4 6.00 0.9990 28.3 0.6888
COST 8192 2048 2 4 6.00 0.9990 55.9 0.7956
COST 8192 2048 2 4 6.00 0.9990 114.0 0.8169
COST 8192 2048 2 4 6.00 0.9990 227.1 0.4729
COST 8192 2048 2 4 6.00 1.0000 416.5 0.3961
COST 8192 2048 2 4 6.50 0.8500 208.6 0.5051
COST 8192 2048 2 4 6.50 0.8500 820.5 1.2911
COST 8192 2048 2 4 6.50 0.9210 1402.7 1.2428
COST 8192 2048 2 4 6.50 0.9500 208.6 0.7851
COST 8192 2048 2 4 6.50 0.9500 820.5 0.7936
COST 8192 2048 2 4 6.50 0.9880 135.5 0.8161
COST 8192 2048 2 4 6.50 0.9880 546.5 1.1025
COST 8192 2048 2 4 6.50 0.9960 110.6 0.7775
COST 8192 2048 2 4 6.50 0.9960 450.7 1.2128
COST 8192 2048 2 4 6.50 0.9970 69.4 0.7860
COST 8192 2048 2 4 6.50 0.9970 280.4 0.7244
COST 8192 2048 2 4 6.50 0.9980 35.3 0.6175
COST 8192 2048 2 4 6.50 0.9980 141.5 0.7339
COST 8192 2048 2 4 6.50 0.9990 28.3 0.9280
COST 8192 2048 2 4 6.50 0.9990 55.9 0.7383
COST 8192 2048 2 4 6.50 0.9990 114.0 0.7363
COST 8192 2048 2 4 6.50 0.9990 227.1 0.7546
COST 8192 2048 2 4 6.50 1.0000 416.5 0.5087
COST 8192 2048 2 8 5.00 0.8500 208.6 1.3758
COST 8192 2048 2 8 5.00 0.8500 820.5 1.3206
COST 8192 2048 2 8 5.00 0.9210 1402.7 2.2962
COST 8192 2048 2 8 5.00 0.9500 208.6 0.7733
COST 8192 2048 2 8 5.00 0.9500 820.5 1.0855
COST 8192 2048 2 8 5.00 0.9880 135.5 0.8336
COST 8192 2048 2 8 5.00 0.9880 546.5 0.9344
COST 8192 2048 2 8 5.00 0.9960 110.6 0.7561
COST 8192 2048 2 8 5.00 0.9960 450.7 0.8047
COST 8192 2048 2 8 5.00 0.9970 69.4 0.7670
COST 8192 2048 2 8 5.00 0.9970 280.4 0.8044
COST 8192 2048 2 8 5.00 0.9980 35.3 0.7822
COST 8192 2048 2 8 5.00 0.9980 141.5 0.6966
COST 8192 2048 2 8 5.00 0.9990 28.3 0.7607
COST 8192 2048 2 8 5.00 0.9990 55.9 0.7580
COST 8192 2048 2 8 5.00 0.9990 114.0 0.7314
COST 8192 2048 2 8 5.00 0.9990 227.1 0.6505
COST 8192 2048 2 8 5.00 1.0000 416.5 0.5238
COST 8192 2048 2 8 5.50 0.8500 208.6 0.9625
COST 8192 2048 2 8 5.50 0.8500 820.5 1.3803
COST 8192 2048 2 8 5.50 0.9210 1402.7 1.2376
COST 8192 2048 2 8 5.50 0.9500 208.6 0.7505
COST 8192 2048 2 8 5.50 0.9500 820.5 0.9052
COST 8192 2048 2 8 5.50 0.9880 135.5 0.7598
COST 8192 2048 2 8 5.50 0.9880 546.5 0.8485
COST 8192 2048 2 8 5.50 0.9960 110.6 0.7478
COST 8192 2048 2 8 5.50 0.9960 450.7 0.7701
COST 8192 2048 2 8 5.50 0.9970 69.4 0.7180
COST 8192 2048 2 8 5.50 0.9970 280.4 0.7489
COST 8192 2048 2 8 5.50 0.9980 35.3 0.7441
COST 8192 2048 2 8 5.50 0.9980 141.5 0.7369
COST 8192 2048 2 8 5.50 0.9990 28.3 0.7469
COST 8192 2048 2 8 5.50 0.9990 55.9 0.7528
COST 8192 2048 2 8 5.50 0.9990 114.0 0.7384
COST 8192 2048 2 8 5.50 0.9990 227.1 0.7410
COST 8192 2048 2 8 5.50 1.0000 416.5 0.4745
COST 8192 2048 2 8 5.75 0.8500 208.6 0.7361
COST 8192 2048 2 8 5.75 0.8500 820.5 1.3748
COST 8192 2048 2 8 5.75 0.9210 1402.7 0.9996
COST 8192 2048 2 8 5.75 0.9500 208.6 0.4873
COST 8192 2048 2 8 5.75 0.9500 820.5 0.8238
COST 8192 2048 2 8 5.75 0.9880 135.5 0.5890
COST 8192 2048 2 8 5.75 0.9880 546.5 0.4507
COST 8192 2048 2 8 5.75 0.9960 110.6 0.4706
COST 8192 2048 2 8 5.75 0.9960 450.7 0.5065
COST 8192 2048 2 8 5.75 0.9970 69.4 0.5093
COST 8192 2048 2 8 5.75 0.9970 280.4 0.4406
COST 8192 2048 2 8 5.75 0.9980 35.3 0.5203
COST 8192 2048 2 8 5.75 0.9980 141.5 0.2672
COST 8192 2048 2 8 5.75 0.9990 28.3 0.4700
COST 8192 2048 2 8 5.75 0.9990 55.9 0.4326
COST 8192 2048 2 8 5.75 0.9990 114.0 0.4780
COST 8192 2048 2 8 5.75 0.9990 227.1 0.5052
COST 8192 2048 2 8 5.75 1.0000 416.5 0.4585
COST 8192 2048 2 8 6.00 0.8500 208.6 0.7711
COST 8192 2048 2 8 6.00 0.8500 820.5 1.1266
COST 8192 2048 2 8 6.00 0.9210 1402.7 0.6251
COST 8192 2048 2 8 6.00 0.9500 208.6 0.7309
COST 8192 2048 2 8 6.00 0.9500 820.5 0.9417
COST 8192 2048 2 8 6.00 0.9880 135.5 0.7492
COST 8192 2048 2 8 6.00 0.9880 546.5 0.7807
COST 8192 2048 2 8 6.00 0.9960 110.6 0.7521
COST 8192 2048 2 8 6.00 0.9960 450.7 0.7892
COST 8192 2048 2 8 6.00 0.9970 69.4 0.7453
COST 8192 2048 2 8 6.00 0.9970 280.4 0.7283
COST 8192 2048 2 8 6.00 0.9980 35.3 0.7363
COST 8192 2048 2 8 6.00 0.9980 141.5 0.7392
COST 8192 2048 2 8 6.00 0.9990 28.3 0.7407
COST 8192 2048 2 8 6.00 0.9990 55.9 0.7631
COST 8192 2048 2 8 6.00 0.9990 114.0 0.7343
COST 8192 2048 2 8 6.00 0.9990 227.1 0.7100
COST 8192 2048 2 8 6.00 1.0000 416.5 0.3948
COST 8192 2048 2 8 6.50 0.8500 208.6 0.7490
COST 8192 2048 2 8 6.50 0.8500 820.5 0.9104
COST 8192 2048 2 8 6.50 0.9210 1402.7 0.7520
COST 8192 2048 2 8 6.50 0.9500 208.6 0.7722
COST 8192 2048 2 8 6.50 0.9500 820.5 0.7545
COST 8192 2048 2 8 6.50 0.9880 135.5 0.6929
COST 8192 2048 2 8 6.50 0.9880 546.5 0.7666
COST 8192 2048 2 8 6.50 0.9960 110.6 0.7493
COST 8192 2048 2 8 6.50 0.9960 450.7 0.7496
COST 8192 2048 2 8 6.50 0.9970 69.4 0.7305
COST 8192 2048 2 8 6.50 0.9970 280.4 0.7264
COST 8192 2048 2 8 6.50 0.9980 35.3 0.7690
COST 8192 2048 2 8 6.50 0.9980 141.5 0.7361
COST 8192 2048 2 8 6.50 0.9990 28.3 0.7363
COST 8192 2048 2 8 6.50 0.9990 55.9 0.7513
COST 8192 2048 2 8 6.50 0.9990 114.0 0.7492
COST 8192 2048 2 8 6.50 0.9990 227.1 0.7518
COST 8192 2048 2 8 6.50 1.0000 416.5 0.5160
COST 8192 4096 2 4 5.00 1.0000 28.4 1.0353
COST 8192 4096 2 4 5.00 1.0000 35.4 1.0279
COST 8192 4096 2 4 5.00 1.0000 56.1 1.2208
COST 8192 4096 2 4 5.00 1.0000 69.9 1.0376
COST 8192 4096 2 4 5.00 1.0000 111.4 0.9988
COST 8192 4096 2 4 5.00 1.0000 114.1 0.9650
COST 8192 4096 2 4 5.00 1.0000 138.7 0.9824
COST 8192 4096 2 4 5.00 1.0000 142.0 0.7756
COST 8192 4096 2 4 5.00 1.0000 227.6 0.8946
COST 8192 4096 2 4 5.00 1.0000 231.0 0.9109
COST 8192 4096 2 4 5.00 1.0000 282.2 0.9942
COST 8192 4096 2 4 5.00 1.0000 286.8 0.9984
COST 8192 4096 2 4 5.00 1.0000 416.6 1.0863
COST 8192 4096 2 4 5.00 1.0000 454.2 1.0155
COST 8192 4096 2 4 5.00 1.0000 559.2 1.1276
COST 8192 4096 2 4 5.00 1.0000 907.1 1.5718
COST 8192 4096 2 4 5.00 1.0000 1107.0 0.9655
COST 8192 4096 2 4 5.00 1.0000 1640.5 0.9337
COST 8192 4096 2 4 5.50 1.0000 28.4 0.9735
COST 8192 4096 2 4 5.50 1.0000 35.4 0.9826
COST 8192 4096 2 4 5.50 1.0000 56.1 0.9959
COST 8192 4096 2 4 5.50 1.0000 69.9 1.0504
COST 8192 4096 2 4 5.50 1.0000 111.4 1.0943
COST 8192 4096 2 4 5.50 1.0000 114.1 1.0010
COST 8192 4096 2 4 5.50 1.0000 138.7 1.0187
COST 8192 4096 2 4 5.50 1.0000 142.0 1.0438
COST 8192 4096 2 4 5.50 1.0000 227.6 1.0016
COST 8192 4096 2 4 5.50 1.0000 231.0 1.1346
COST 8192 4096 2 4 5.50 1.0000 282.2 1.0762
COST 8192 4096 2 4 5.50 1.0000 286.8 0.9897
COST 8192 4096 2 4 5.50 1.0000 416.6 0.9897
COST 8192 4096 2 4 5.50 1.0000 454.2 1.0357
COST 8192 4096 2 4 5.50 1.0000 559.2 0.9841
COST 8192 4096 2 4 5.50 1.0000 907.1 0.9218
COST 8192 4096 2 4 5.50 1.0000 1107.0 0.9825
COST 8192 4096 2 4 5.50 1.0000 1640.5 0.9760
COST 8192 4096 2 4 5.75 1.0000 28.4 0.9924
COST 8192 4096 2 4 5.75 1.0000 35.4 1.4522
COST 8192 4096 2 4 5.75 1.0000 56.1 1.0259
COST 8192 4096 2 4 5.75 1.0000 69.9 0.9900
COST 8192 4096 2 4 5.75 1.0000 111.4 0.5029
COST 8192 4096 2 4 5.75 1.0000 114.1 1.0345
COST 8192 4096 2 4 5.75 1.0000 138.7 0.5960
COST 8192 4096 2 4 5.75 1.0000 142.0 1.1632
COST 8192 4096 2 4 5.75 1.0000 227.6 1.0903
COST 8192 4096 2 4 5.75 1.0000 231.0 0.9955
COST 8192 4096 2 4 5.75 1.0000 282.2 1.0194
COST 8192 4096 2 4 5.75 1.0000 286.8 1.2100
COST 8192 4096 2 4 5.75 1.0000 416.6 0.9683
COST 8192 4096 2 4 5.75 1.0000 454.2 0.9966
COST 8192 4096 2 4 5.75 1.0000 559.2 0.6509
COST 8192 4096 2 4 5.75 1.0000 907.1 1.0582
COST 8192 4096 2 4 5.75 1.0000 1107.0 1.0344
COST 8192 4096 2 4 5.75 1.0000 1640.5 0.9832
COST 8192 4096 2 4 6.00 1.0000 28.4 1.0390
COST 8192 4096 2 4 6.00 1.0000 35.4 0.9972
COST 8192 4096 2 4 6.00 1.0000 56.1 1.1426
COST 8192 4096 2 4 6.00 1.0000 69.9 1.0010
COST 8192 4096 2 4 6.00 1.0000 111.4 1.0129
COST 8192 4096 2 4 6.00 1.0000 114.1 1.0055
COST 8192 4096 2 4 6.00 1.0000 138.7 1.0159
COST 8192 4096 2 4 6.00 1.0000 142.0 1.0118
COST 8192 4096 2 4 6.00 1.0000 227.6 1.0914
COST 8192 4096 2 4 6.00 1.0000 231.0 1.0172
COST 8192 4096 2 4 6.00 1.0000 282.2 1.7820
COST 8192 4096 2 4 6.00 1.0000 286.8 1.0558
COST 8192 4096 2 4 6.00 1.0000 416.6 0.9937
COST 8192 4096 2 4 6.00 1.0000 454.2 1.0213
COST 8192 4096 2 4 6.00 1.0000 559.2 2.0015
COST 8192 4096 2 4 6.00 1.0000 907.1 0.8691
COST 8192 4096 2 4 6.00 1.0000 1107.0 0.9985
COST 8192 4096 2 4 6.00 1.0000 1640.5 0.7330
COST 8192 4096 2 4 6.50 1.0000 28.4 0.9790
COST 8192 4096 2 4 6.50 1.0000 35.4 1.0647
COST 8192 4096 2 4 6.50 1.0000 56.1 1.0251
COST 8192 4096 2 4 6.50 1.0000 69.9 0.9326
COST 8192 4096 2 4 6.50 1.0000 111.4 1.0132
COST 8192 4096 2 4 6.50 1.0000 114.1 0.9947
COST 8192 4096 2 4 6.50 1.0000 138.7 1.0173
COST 8192 4096 2 4 6.50 1.0000 142.0 1.0058
COST 8192 4096 2 4 6.50 1.0000 227.6 1.1632
COST 8192 4096 2 4 6.50 1.0000 231.0 1.0968
COST 8192 4096 2 4 6.50 1.0000 282.2 0.9637
COST 8192 4096 2 4 6.50 1.0000 286.8 0.9081
COST 8192 4096 2 4 6.50 1.0000 416.6 0.9867
COST 8192 4096 2 4 6.50 1.0000 454.2 1.2270
COST 8192 4096 2 4 6.50 1.0000 559.2 0.9462
COST 8192 4096 2 4 6.50 1.0000 907.1 1.0264
COST 8192 4096 2 4 6.50 1.0000 1107.0 1.0108
COST 8192 4096 2 4 6.50 1.0000 1640.5 0.6924
COST 8192 4096 2 8 5.00 1.0000 28.4 1.0000
COST 8192 4096 2 8 5.00 1.0000 35.4 1.0000
COST 8192 4096 2 8 5.00 1.0000 56.1 1.0000
COST 8192 4096 2 8 5.00 1.0000 69.9 1.0000
COST 8192 4096 2 8 5.00 1.0000 111.4 1.0000
COST 8192 4096 2 8 5.00 1.0000 114.1 1.0000
COST 8192 4096 2 8 5.00 1.0000 138.7 1.0000
COST 8192 4096 2 8 5.00 1.0000 142.0 1.0000
COST 8192 4096 2 8 5.00 1.0000 227.6 1.0000
COST 8192 4096 2 8 5.00 1.0000 231.0 1.0000
COST 8192 4096 2 8 5.00 1.0000 282.2 1.0000
COST 8192 4096 2 8 5.00 1.0000 286.8 1.0000
COST 8192 4096 2 8 5.00 1.0000 416.6 1.0000
COST 8192 4096 2 8 5.00 1.0000 454.2 1.0000
COST 8192 4096 2 8 5.00 1.0000 559.2 1.0000
COST 8192 4096 2 8 5.00 1.0000 907.1 1.0000
COST 8192 4096 2 8 5.00 1.0000 1107.0 1.0000
COST 8192 4096 2 8 5.00 1.0000 1640.5 1.0000
COST 8192 4096 2 8 5.50 1.0000 28.4 1.0000
COST 8192 4096 2 8 5.50 1.0000 35.4 1.0000
COST 8192 4096 2 8 5.50 1.0000 56.1 1.0000
COST 8192 4096 2 8 5.50 1.0000 69.9 1.0000
COST 8192 4096 2 8 5.50 1.0000 111.4 1.0000
COST 8192 4096 2 8 5.50 1.0000 114.1 1.0000
COST 8192 4096 2 8 5.50 1.0000 138.7 1.0000
COST 8192 4096 2 8 5.50 1.0000 142.0 1.0000
COST 8192 4096 2 8 5.50 1.0000 227.6 1.0000
COST 8192 4096 2 8 5.50 1.0000 231.0 1.0000
COST 8192 4096 2 8 5.50 1.0000 282.2 1.0000
COST 8192 4096 2 8 5.50 1.0000 286.8 1.0000
COST 8192 4096 2 8 5.50 1.0000 416.6 1.0000
COST 8192 4096 2 8 5.50 1.0000 454.2 1.0000
COST 8192 4096 2 8 5.50 1.0000 559.2 1.0000
COST 8192 4096 2 8 5.50 1.0000 907.1 1.0000
COST 8192 4096 2 8 5.50 1.0000 1107.0 1.0000
COST 8192 4096 2 8 5.50 1.0000 1640.5 1.0000
COST 8192 4096 2 8 5.75 1.0000 28.4 1.0000
COST 8192 4096 2 8 5.75 1.0000 35.4 1.0000
COST 8192 4096 2 8 5.75 1.0000 56.1 1.0000
COST 8192 4096 2 8 5.75 1.0000 69.9 1.0000
COST 8192 4096 2 8 5.75 1.0000 111.4 1.0000
COST 8192 4096 2 8 5.75 1.0000 114.1 1.0000
COST 8192 4096 2 8 5.75 1.0000 138.7 1.0000
COST 8192 4096 2 8 5.75 1.0000 142.0 1.0000
COST 8192 4096 2 8 5.75 1.0000 227.6 1.0000
COST 8192 4096 2 8 5.75 1.0000 231.0 1.0000
COST 8192 4096 2 8 5.75 1.0000 282.2 1.0000
COST 8192 4096 2 8 5.75 1.0000 286.8 1.0000
COST 8192 4096 2 8 5.75 1.0000 416.6 1.0000
COST 8192 4096 2 8 5.75 1.0000 454.2 1.0000
COST 8192 4096 2 8 5.75 1.0000 559.2 1.0000
COST 8192 4096 2 8 5.75 1.0000 907.1 1.0000
COST 8192 4096 2 8 5.75 1.0000 1107.0 1.0000
COST 8192 4096 2 8 5.75 1.0000 1640.5 1.0000
COST 8192 4096 2 8 6.00 1.0000 28.4 1.0000
COST 8192 4096 2 8 6.00 1.0000 35.4 1.0000
COST 8192 4096 2 8 6.00 1.0000 56.1 1.0000
COST 8192 4096 2 8 6.00 1.0000 69.9 1.0000
COST 8192 4096 2 8 6.00 1.0000 111.4 1.0000
COST 8192 4096 2 8 6.00 1.0000 114.1 1.0000
COST 8192 4096 2 8 6.00 1.0000 138.7 1.0000
COST 8192 4096 2 8 6.00 1.0000 142.0 1.0000
COST 8192 4096 2 8 6.00 1.0000 227.6 1.0000
COST 8192 4096 2 8 6.00 1.0000 231.0 1.0000
COST 8192 4096 2 8 6.00 1.0000 282.2 1.0000
COST 8192 4096 2 8 6.00 1.0000 286.8 1.0000
COST 8192 4096 2 8 6.00 1.0000 416.6 1.0000
COST 8192 4096 2 8 6.00 1.0000 454.2 1.0000
COST 8192 4096 2 8 6.00 1.0000 559.2 1.0000
COST 8192 4096 2 8 6.00 1.0000 907.1 1.0000
COST 8192 4096 2 8 6.00 1.0000 1107.0 1.0000
COST 8192 4096 2 8 6.00 1.0000 1640.5 1.0000
COST 8192 4096 2 8 6.50 1.0000 28.4 1.0000
COST 8192 4096 2 8 6.50 1.0000 35.4 1.0000
COST 8192 4096 2 8 6.50 1.0000 56.1 1.0000
COST 8192 4096 2 8 6.50 1.0000 69.9 1.0000
COST 8192 4096 2 8 6.50 1.0000 111.4 1.0000
COST 8192 4096 2 8 6.50 1.0000 114.1 1.0000
COST 8192 4096 2 8 6.50 1.0000 138.7 1.0000
COST 8192 4096 2 8 6.50 1.0000 142.0 1.0000
COST 8192 4096 2 8 6.50 1.0000 227.6 1.0000
COST 8192 4096 2 8 6.50 1.0000 231.0 1.0000
COST 8192 4096 2 8 6.50 1.0000 282.2 1.0000
COST 8192 4096 2 8 6.50 1.0000 286.8 1.0000
COST 8192 4096 2 8 6.50 1.0000 416.6 1.0000
COST 8192 4096 2 8 6.50 1.0000 454.2 1.0000
COST 8192 4096 2 8 6.50 1.0000 559.2 1.0000
COST 8192 4096 2 8 6.50 1.0000 907.1 1.0000
COST 8192 4096 2 8 6.50 1.0000 1107.0 1.0000
COST 8192 4096 2 8 6.50 1.0000 1640.5 1.0000
COST 16384 256 2 4 5.00 0.1440 255.5 1.3764
COST 16384 256 2 4 5.00 0.2270 254.0 0.9964
COST 16384 256 2 4 5.00 0.2530 254.0 1.1058
COST 16384 256 2 4 5.00 0.3930 248.2 1.4881
COST 16384 256 2 4 5.00 0.4400 248.2 1.6570
COST 16384 256 2 4 5.00 0.4590 248.2 1.7995
COST 16384 256 2 4 5.00 0.6010 228.0 1.0937
COST 16384 256 2 4 5.00 0.6060 228.0 1.5962
COST 16384 256 2 4 5.00 0.6720 228.0 1.7053
COST 16384 256 2 4 5.00 0.6770 228.0 2.3376
COST 16384 256 2 4 5.00 0.7770 175.6 1.7894
COST 16384 256 2 4 5.00 0.7830 175.6 1.1849
COST 16384 256 2 4 5.00 0.8450 99.4 1.3303
COST 16384 256 2 4 5.00 0.8500 25.6 0.2204
COST 16384 256 2 4 5.00 0.8500 50.6 0.5084
COST 16384 256 2 4 5.00 0.8500 103.0 0.6996
COST 16384 256 2 4 5.00 0.8680 175.6 1.6947
COST 16384 256 2 4 5.00 0.8750 175.6 2.8087
COST 16384 256 2 4 5.00 0.9440 99.4 0.5676
COST 16384 256 2 4 5.00 0.9500 25.6 0.0696
