# matchedfilter GPU COST table -- budget-aware relative costs
# format cost-fd-pairs-v1
# device  AMD Radeon 8060S Graphics (RADV GFX1151)
# commit  b25d6a8
# Profiles: [-2.3333333333333335, -2.0, 'pycbc']; batch shapes: [(16, 256), (16, 1024)]
# Costs are warm public-API ratios to the widest band at the same batch shape.
# Accuracy is independent and uses the profile gate.
# U=2; taps K are metadata on this GPU, so K=4 and K=8 share costs.
# COST n band U K snr fd pairs f beff relative_cost
COST 16384 1024 2 8 6.50 0.001 4096 0.883490 617.877 0.261221
COST 16384 2048 2 4 6.50 0.001 4096 0.958427 723.286 0.281939
COST 16384 2048 2 8 6.50 0.001 4096 0.958427 723.286 0.281939
COST 16384 4096 2 4 6.50 0.001 4096 0.988190 768.584 0.474775
COST 16384 4096 2 8 6.50 0.001 4096 0.988190 768.584 0.474775
COST 16384 8192 2 4 6.50 0.001 4096 1.000000 787.039 1.000000
COST 16384 8192 2 8 6.50 0.001 4096 1.000000 787.039 1.000000
COST 16384 256 2 4 6.50 0.01 16384 0.243860 167.954 4.230838
COST 16384 256 2 8 6.50 0.01 16384 0.243860 167.954 4.230838
COST 16384 512 2 4 6.50 0.01 16384 0.587781 409.249 2.367387
COST 16384 512 2 8 6.50 0.01 16384 0.587781 409.249 2.367387
COST 16384 1024 2 4 6.50 0.01 16384 0.805726 682.375 0.265900
COST 16384 1024 2 8 6.50 0.01 16384 0.805726 682.375 0.265900
COST 16384 2048 2 4 6.50 0.01 16384 0.916701 870.462 0.203507
COST 16384 2048 2 8 6.50 0.01 16384 0.916701 870.462 0.203507
COST 16384 4096 2 4 6.50 0.01 16384 0.972236 977.344 0.399695
COST 16384 4096 2 8 6.50 0.01 16384 0.972236 977.344 0.399695
COST 16384 8192 2 4 6.50 0.01 16384 1.000000 1033.727 1.000000
COST 16384 8192 2 8 6.50 0.01 16384 1.000000 1033.727 1.000000
COST 16384 256 2 4 6.50 0.01 4096 0.243860 167.954 2.623483
COST 16384 256 2 8 6.50 0.01 4096 0.243860 167.954 2.623483
COST 16384 512 2 4 6.50 0.01 4096 0.587781 409.249 1.573096
COST 16384 512 2 8 6.50 0.01 4096 0.587781 409.249 1.573096
COST 16384 1024 2 4 6.50 0.01 4096 0.805726 682.375 0.267327
COST 16384 1024 2 8 6.50 0.01 4096 0.805726 682.375 0.267327
COST 16384 2048 2 4 6.50 0.01 4096 0.916701 870.462 0.260000
COST 16384 2048 2 8 6.50 0.01 4096 0.916701 870.462 0.260000
COST 16384 4096 2 4 6.50 0.01 4096 0.972236 977.344 0.462783
COST 16384 4096 2 8 6.50 0.01 4096 0.972236 977.344 0.462783
COST 16384 8192 2 4 6.50 0.01 4096 1.000000 1033.727 1.000000
COST 16384 8192 2 8 6.50 0.01 4096 1.000000 1033.727 1.000000
COST 16384 256 2 4 6.50 0.01 16384 0.333179 181.648 4.516569
COST 16384 256 2 8 6.50 0.01 16384 0.333179 181.648 4.516569
COST 16384 512 2 4 6.50 0.01 16384 0.698196 412.464 0.714186
COST 16384 512 2 8 6.50 0.01 16384 0.698196 412.464 0.714186
COST 16384 1024 2 4 6.50 0.01 16384 0.883490 617.877 0.109853
COST 16384 1024 2 8 6.50 0.01 16384 0.883490 617.877 0.109853
COST 16384 2048 2 4 6.50 0.01 16384 0.958427 723.286 0.207719
COST 16384 2048 2 8 6.50 0.01 16384 0.958427 723.286 0.207719
COST 16384 4096 2 4 6.50 0.01 16384 0.988190 768.584 0.412434
COST 16384 4096 2 8 6.50 0.01 16384 0.988190 768.584 0.412434
COST 16384 8192 2 4 6.50 0.01 16384 1.000000 787.039 1.000000
COST 16384 8192 2 8 6.50 0.01 16384 1.000000 787.039 1.000000
COST 16384 256 2 4 6.50 0.01 4096 0.333179 181.648 2.767944
COST 16384 256 2 8 6.50 0.01 4096 0.333179 181.648 2.767944
COST 16384 512 2 4 6.50 0.01 4096 0.698196 412.464 0.499189
COST 16384 512 2 8 6.50 0.01 4096 0.698196 412.464 0.499189
COST 16384 1024 2 4 6.50 0.01 4096 0.883490 617.877 0.192953
COST 16384 1024 2 8 6.50 0.01 4096 0.883490 617.877 0.192953
COST 16384 2048 2 4 6.50 0.01 4096 0.958427 723.286 0.278488
COST 16384 2048 2 8 6.50 0.01 4096 0.958427 723.286 0.278488
COST 16384 4096 2 4 6.50 0.01 4096 0.988190 768.584 0.453089
COST 16384 4096 2 8 6.50 0.01 4096 0.988190 768.584 0.453089
COST 16384 8192 2 4 6.50 0.01 4096 1.000000 787.039 1.000000
COST 16384 8192 2 8 6.50 0.01 4096 1.000000 787.039 1.000000
COST 2048 256 2 4 5.00 0.0001 16384 0.916522 108.764 1.490444
COST 2048 256 2 8 5.00 0.0001 16384 0.916522 108.764 1.490444
COST 2048 512 2 4 5.00 0.0001 16384 0.972200 122.156 0.985217
COST 2048 512 2 8 5.00 0.0001 16384 0.972200 122.156 0.985217
COST 2048 1024 2 4 5.00 0.0001 16384 1.000000 129.213 1.000000
COST 2048 1024 2 8 5.00 0.0001 16384 1.000000 129.213 1.000000
COST 2048 256 2 4 5.00 0.0001 4096 0.916522 108.764 1.349026
COST 2048 256 2 8 5.00 0.0001 4096 0.916522 108.764 1.349026
COST 2048 512 2 4 5.00 0.0001 4096 0.972200 122.156 1.019543
COST 2048 512 2 8 5.00 0.0001 4096 0.972200 122.156 1.019543
COST 2048 1024 2 4 5.00 0.0001 4096 1.000000 129.213 1.000000
COST 2048 1024 2 8 5.00 0.0001 4096 1.000000 129.213 1.000000
COST 2048 256 2 4 5.00 0.0001 16384 0.958318 90.389 0.913096
COST 2048 256 2 8 5.00 0.0001 16384 0.958318 90.389 0.913096
COST 2048 512 2 4 5.00 0.0001 16384 0.988172 96.068 0.826921
COST 2048 512 2 8 5.00 0.0001 16384 0.988172 96.068 0.826921
COST 2048 1024 2 4 5.00 0.0001 16384 1.000000 98.379 1.000000
COST 2048 1024 2 8 5.00 0.0001 16384 1.000000 98.379 1.000000
COST 2048 256 2 4 5.00 0.0001 4096 0.958318 90.389 0.915972
COST 2048 256 2 8 5.00 0.0001 4096 0.958318 90.389 0.915972
COST 2048 512 2 4 5.00 0.0001 4096 0.988172 96.068 0.903299
COST 2048 512 2 8 5.00 0.0001 4096 0.988172 96.068 0.903299
COST 2048 1024 2 4 5.00 0.0001 4096 1.000000 98.379 1.000000
COST 2048 1024 2 8 5.00 0.0001 4096 1.000000 98.379 1.000000
COST 2048 256 2 4 5.00 0.001 16384 0.916522 108.764 1.038676
COST 2048 256 2 8 5.00 0.001 16384 0.916522 108.764 1.038676
COST 2048 512 2 4 5.00 0.001 16384 0.972200 122.156 0.863933
COST 2048 512 2 8 5.00 0.001 16384 0.972200 122.156 0.863933
COST 2048 1024 2 4 5.00 0.001 16384 1.000000 129.213 1.000000
COST 2048 1024 2 8 5.00 0.001 16384 1.000000 129.213 1.000000
COST 2048 256 2 4 5.00 0.001 4096 0.916522 108.764 0.982099
COST 2048 256 2 8 5.00 0.001 4096 0.916522 108.764 0.982099
COST 2048 512 2 4 5.00 0.001 4096 0.972200 122.156 0.835341
COST 2048 512 2 8 5.00 0.001 4096 0.972200 122.156 0.835341
COST 2048 1024 2 4 5.00 0.001 4096 1.000000 129.213 1.000000
COST 2048 1024 2 8 5.00 0.001 4096 1.000000 129.213 1.000000
COST 2048 256 2 4 5.00 0.001 16384 0.958318 90.389 0.727257
COST 2048 256 2 8 5.00 0.001 16384 0.958318 90.389 0.727257
COST 2048 512 2 4 5.00 0.001 16384 0.988172 96.068 0.789991
COST 2048 512 2 8 5.00 0.001 16384 0.988172 96.068 0.789991
COST 2048 1024 2 4 5.00 0.001 16384 1.000000 98.379 1.000000
COST 2048 1024 2 8 5.00 0.001 16384 1.000000 98.379 1.000000
COST 2048 256 2 4 5.00 0.001 4096 0.958318 90.389 0.928855
COST 2048 256 2 8 5.00 0.001 4096 0.958318 90.389 0.928855
COST 2048 512 2 4 5.00 0.001 4096 0.988172 96.068 0.836692
COST 2048 512 2 8 5.00 0.001 4096 0.988172 96.068 0.836692
COST 2048 1024 2 4 5.00 0.001 4096 1.000000 98.379 1.000000
COST 2048 1024 2 8 5.00 0.001 4096 1.000000 98.379 1.000000
COST 2048 256 2 4 5.00 0.01 16384 0.916522 108.764 0.746354
COST 2048 256 2 8 5.00 0.01 16384 0.916522 108.764 0.746354
COST 2048 512 2 4 5.00 0.01 16384 0.972200 122.156 0.787115
COST 2048 512 2 8 5.00 0.01 16384 0.972200 122.156 0.787115
COST 2048 1024 2 4 5.00 0.01 16384 1.000000 129.213 1.000000
COST 2048 1024 2 8 5.00 0.01 16384 1.000000 129.213 1.000000
COST 2048 256 2 4 5.00 0.01 4096 0.916522 108.764 0.883612
COST 2048 256 2 8 5.00 0.01 4096 0.916522 108.764 0.883612
COST 2048 512 2 4 5.00 0.01 4096 0.972200 122.156 0.818075
COST 2048 512 2 8 5.00 0.01 4096 0.972200 122.156 0.818075
COST 2048 1024 2 4 5.00 0.01 4096 1.000000 129.213 1.000000
COST 2048 1024 2 8 5.00 0.01 4096 1.000000 129.213 1.000000
COST 2048 256 2 4 5.00 0.01 16384 0.958318 90.389 0.610660
COST 2048 256 2 8 5.00 0.01 16384 0.958318 90.389 0.610660
COST 2048 512 2 4 5.00 0.01 16384 0.988172 96.068 0.746256
COST 2048 512 2 8 5.00 0.01 16384 0.988172 96.068 0.746256
COST 2048 1024 2 4 5.00 0.01 16384 1.000000 98.379 1.000000
COST 2048 1024 2 8 5.00 0.01 16384 1.000000 98.379 1.000000
COST 2048 256 2 4 5.00 0.01 4096 0.958318 90.389 0.746013
COST 2048 256 2 8 5.00 0.01 4096 0.958318 90.389 0.746013
COST 2048 512 2 4 5.00 0.01 4096 0.988172 96.068 0.844128
COST 2048 512 2 8 5.00 0.01 4096 0.988172 96.068 0.844128
COST 2048 1024 2 4 5.00 0.01 4096 1.000000 98.379 1.000000
COST 2048 1024 2 8 5.00 0.01 4096 1.000000 98.379 1.000000
COST 2048 256 2 4 5.50 0.0001 16384 0.916522 108.764 0.954752
COST 2048 256 2 8 5.50 0.0001 16384 0.916522 108.764 0.954752
COST 2048 512 2 4 5.50 0.0001 16384 0.972200 122.156 0.821899
COST 2048 512 2 8 5.50 0.0001 16384 0.972200 122.156 0.821899
COST 2048 1024 2 4 5.50 0.0001 16384 1.000000 129.213 1.000000
COST 2048 1024 2 8 5.50 0.0001 16384 1.000000 129.213 1.000000
COST 2048 256 2 4 5.50 0.0001 4096 0.916522 108.764 0.988993
COST 2048 256 2 8 5.50 0.0001 4096 0.916522 108.764 0.988993
COST 2048 512 2 4 5.50 0.0001 4096 0.972200 122.156 0.860366
COST 2048 512 2 8 5.50 0.0001 4096 0.972200 122.156 0.860366
COST 2048 1024 2 4 5.50 0.0001 4096 1.000000 129.213 1.000000
COST 2048 1024 2 8 5.50 0.0001 4096 1.000000 129.213 1.000000
COST 2048 256 2 4 5.50 0.0001 16384 0.958318 90.389 0.641542
COST 2048 256 2 8 5.50 0.0001 16384 0.958318 90.389 0.641542
COST 2048 512 2 4 5.50 0.0001 16384 0.988172 96.068 0.743733
COST 2048 512 2 8 5.50 0.0001 16384 0.988172 96.068 0.743733
COST 2048 1024 2 4 5.50 0.0001 16384 1.000000 98.379 1.000000
COST 2048 1024 2 8 5.50 0.0001 16384 1.000000 98.379 1.000000
COST 2048 256 2 4 5.50 0.0001 4096 0.958318 90.389 0.817976
COST 2048 256 2 8 5.50 0.0001 4096 0.958318 90.389 0.817976
COST 2048 512 2 4 5.50 0.0001 4096 0.988172 96.068 0.885940
COST 2048 512 2 8 5.50 0.0001 4096 0.988172 96.068 0.885940
COST 2048 1024 2 4 5.50 0.0001 4096 1.000000 98.379 1.000000
COST 2048 1024 2 8 5.50 0.0001 4096 1.000000 98.379 1.000000
COST 2048 256 2 4 5.50 0.001 16384 0.916522 108.764 0.730191
COST 2048 256 2 8 5.50 0.001 16384 0.916522 108.764 0.730191
COST 2048 512 2 4 5.50 0.001 16384 0.972200 122.156 0.787120
COST 2048 512 2 8 5.50 0.001 16384 0.972200 122.156 0.787120
COST 2048 1024 2 4 5.50 0.001 16384 1.000000 129.213 1.000000
COST 2048 1024 2 8 5.50 0.001 16384 1.000000 129.213 1.000000
COST 2048 256 2 4 5.50 0.001 4096 0.916522 108.764 0.847908
COST 2048 256 2 8 5.50 0.001 4096 0.916522 108.764 0.847908
COST 2048 512 2 4 5.50 0.001 4096 0.972200 122.156 0.894081
COST 2048 512 2 8 5.50 0.001 4096 0.972200 122.156 0.894081
COST 2048 1024 2 4 5.50 0.001 4096 1.000000 129.213 1.000000
COST 2048 1024 2 8 5.50 0.001 4096 1.000000 129.213 1.000000
COST 2048 256 2 4 5.50 0.001 16384 0.958318 90.389 0.566762
COST 2048 256 2 8 5.50 0.001 16384 0.958318 90.389 0.566762
COST 2048 512 2 4 5.50 0.001 16384 0.988172 96.068 0.727472
COST 2048 512 2 8 5.50 0.001 16384 0.988172 96.068 0.727472
COST 2048 1024 2 4 5.50 0.001 16384 1.000000 98.379 1.000000
COST 2048 1024 2 8 5.50 0.001 16384 1.000000 98.379 1.000000
COST 2048 256 2 4 5.50 0.001 4096 0.958318 90.389 0.746574
COST 2048 256 2 8 5.50 0.001 4096 0.958318 90.389 0.746574
COST 2048 512 2 4 5.50 0.001 4096 0.988172 96.068 0.837893
COST 2048 512 2 8 5.50 0.001 4096 0.988172 96.068 0.837893
COST 2048 1024 2 4 5.50 0.001 4096 1.000000 98.379 1.000000
COST 2048 1024 2 8 5.50 0.001 4096 1.000000 98.379 1.000000
COST 2048 256 2 4 5.50 0.01 16384 0.916522 108.764 0.587755
COST 2048 256 2 8 5.50 0.01 16384 0.916522 108.764 0.587755
COST 2048 512 2 4 5.50 0.01 16384 0.972200 122.156 0.726161
COST 2048 512 2 8 5.50 0.01 16384 0.972200 122.156 0.726161
COST 2048 1024 2 4 5.50 0.01 16384 1.000000 129.213 1.000000
COST 2048 1024 2 8 5.50 0.01 16384 1.000000 129.213 1.000000
COST 2048 256 2 4 5.50 0.01 4096 0.916522 108.764 0.743463
COST 2048 256 2 8 5.50 0.01 4096 0.916522 108.764 0.743463
COST 2048 512 2 4 5.50 0.01 4096 0.972200 122.156 0.831741
COST 2048 512 2 8 5.50 0.01 4096 0.972200 122.156 0.831741
COST 2048 1024 2 4 5.50 0.01 4096 1.000000 129.213 1.000000
COST 2048 1024 2 8 5.50 0.01 4096 1.000000 129.213 1.000000
COST 2048 256 2 4 5.50 0.01 16384 0.958318 90.389 0.537479
COST 2048 256 2 8 5.50 0.01 16384 0.958318 90.389 0.537479
COST 2048 512 2 4 5.50 0.01 16384 0.988172 96.068 0.719295
COST 2048 512 2 8 5.50 0.01 16384 0.988172 96.068 0.719295
COST 2048 1024 2 4 5.50 0.01 16384 1.000000 98.379 1.000000
COST 2048 1024 2 8 5.50 0.01 16384 1.000000 98.379 1.000000
COST 2048 256 2 4 5.50 0.01 4096 0.958318 90.389 0.646258
COST 2048 256 2 8 5.50 0.01 4096 0.958318 90.389 0.646258
COST 2048 512 2 4 5.50 0.01 4096 0.988172 96.068 0.821799
COST 2048 512 2 8 5.50 0.01 4096 0.988172 96.068 0.821799
COST 2048 1024 2 4 5.50 0.01 4096 1.000000 98.379 1.000000
COST 2048 1024 2 8 5.50 0.01 4096 1.000000 98.379 1.000000
COST 2048 256 2 4 6.00 0.0001 16384 0.916522 108.764 0.638121
COST 2048 256 2 8 6.00 0.0001 16384 0.916522 108.764 0.638121
COST 2048 512 2 4 6.00 0.0001 16384 0.972200 122.156 0.724543
COST 2048 512 2 8 6.00 0.0001 16384 0.972200 122.156 0.724543
COST 2048 1024 2 4 6.00 0.0001 16384 1.000000 129.213 1.000000
COST 2048 1024 2 8 6.00 0.0001 16384 1.000000 129.213 1.000000
COST 2048 256 2 4 6.00 0.0001 4096 0.916522 108.764 0.738639
COST 2048 256 2 8 6.00 0.0001 4096 0.916522 108.764 0.738639
COST 2048 512 2 4 6.00 0.0001 4096 0.972200 122.156 0.782039
COST 2048 512 2 8 6.00 0.0001 4096 0.972200 122.156 0.782039
COST 2048 1024 2 4 6.00 0.0001 4096 1.000000 129.213 1.000000
COST 2048 1024 2 8 6.00 0.0001 4096 1.000000 129.213 1.000000
COST 2048 256 2 4 6.00 0.0001 16384 0.958318 90.389 0.549249
COST 2048 256 2 8 6.00 0.0001 16384 0.958318 90.389 0.549249
COST 2048 512 2 4 6.00 0.0001 16384 0.988172 96.068 0.719623
COST 2048 512 2 8 6.00 0.0001 16384 0.988172 96.068 0.719623
COST 2048 1024 2 4 6.00 0.0001 16384 1.000000 98.379 1.000000
COST 2048 1024 2 8 6.00 0.0001 16384 1.000000 98.379 1.000000
COST 2048 256 2 4 6.00 0.0001 4096 0.958318 90.389 0.744183
COST 2048 256 2 8 6.00 0.0001 4096 0.958318 90.389 0.744183
COST 2048 512 2 4 6.00 0.0001 4096 0.988172 96.068 0.853562
COST 2048 512 2 8 6.00 0.0001 4096 0.988172 96.068 0.853562
COST 2048 1024 2 4 6.00 0.0001 4096 1.000000 98.379 1.000000
COST 2048 1024 2 8 6.00 0.0001 4096 1.000000 98.379 1.000000
COST 2048 256 2 4 6.00 0.001 16384 0.916522 108.764 0.578201
COST 2048 256 2 8 6.00 0.001 16384 0.916522 108.764 0.578201
COST 2048 512 2 4 6.00 0.001 16384 0.972200 122.156 0.733840
COST 2048 512 2 8 6.00 0.001 16384 0.972200 122.156 0.733840
COST 2048 1024 2 4 6.00 0.001 16384 1.000000 129.213 1.000000
COST 2048 1024 2 8 6.00 0.001 16384 1.000000 129.213 1.000000
COST 2048 256 2 4 6.00 0.001 4096 0.916522 108.764 0.761604
COST 2048 256 2 8 6.00 0.001 4096 0.916522 108.764 0.761604
COST 2048 512 2 4 6.00 0.001 4096 0.972200 122.156 0.855211
COST 2048 512 2 8 6.00 0.001 4096 0.972200 122.156 0.855211
COST 2048 1024 2 4 6.00 0.001 4096 1.000000 129.213 1.000000
COST 2048 1024 2 8 6.00 0.001 4096 1.000000 129.213 1.000000
COST 2048 256 2 4 6.00 0.001 16384 0.958318 90.389 0.523955
COST 2048 256 2 8 6.00 0.001 16384 0.958318 90.389 0.523955
COST 2048 512 2 4 6.00 0.001 16384 0.988172 96.068 0.710787
COST 2048 512 2 8 6.00 0.001 16384 0.988172 96.068 0.710787
COST 2048 1024 2 4 6.00 0.001 16384 1.000000 98.379 1.000000
COST 2048 1024 2 8 6.00 0.001 16384 1.000000 98.379 1.000000
COST 2048 256 2 4 6.00 0.001 4096 0.958318 90.389 0.741669
COST 2048 256 2 8 6.00 0.001 4096 0.958318 90.389 0.741669
COST 2048 512 2 4 6.00 0.001 4096 0.988172 96.068 0.860508
COST 2048 512 2 8 6.00 0.001 4096 0.988172 96.068 0.860508
COST 2048 1024 2 4 6.00 0.001 4096 1.000000 98.379 1.000000
COST 2048 1024 2 8 6.00 0.001 4096 1.000000 98.379 1.000000
COST 2048 256 2 4 6.00 0.01 16384 0.916522 108.764 0.535248
COST 2048 256 2 8 6.00 0.01 16384 0.916522 108.764 0.535248
COST 2048 512 2 4 6.00 0.01 16384 0.972200 122.156 0.716488
COST 2048 512 2 8 6.00 0.01 16384 0.972200 122.156 0.716488
COST 2048 1024 2 4 6.00 0.01 16384 1.000000 129.213 1.000000
COST 2048 1024 2 8 6.00 0.01 16384 1.000000 129.213 1.000000
COST 2048 256 2 4 6.00 0.01 4096 0.916522 108.764 0.782459
COST 2048 256 2 8 6.00 0.01 4096 0.916522 108.764 0.782459
COST 2048 512 2 4 6.00 0.01 4096 0.972200 122.156 0.852908
COST 2048 512 2 8 6.00 0.01 4096 0.972200 122.156 0.852908
COST 2048 1024 2 4 6.00 0.01 4096 1.000000 129.213 1.000000
COST 2048 1024 2 8 6.00 0.01 4096 1.000000 129.213 1.000000
COST 2048 256 2 4 6.00 0.01 16384 0.958318 90.389 0.538559
COST 2048 256 2 8 6.00 0.01 16384 0.958318 90.389 0.538559
COST 2048 512 2 4 6.00 0.01 16384 0.988172 96.068 0.705987
COST 2048 512 2 8 6.00 0.01 16384 0.988172 96.068 0.705987
COST 2048 1024 2 4 6.00 0.01 16384 1.000000 98.379 1.000000
COST 2048 1024 2 8 6.00 0.01 16384 1.000000 98.379 1.000000
COST 2048 256 2 4 6.00 0.01 4096 0.958318 90.389 0.770060
COST 2048 256 2 8 6.00 0.01 4096 0.958318 90.389 0.770060
COST 2048 512 2 4 6.00 0.01 4096 0.988172 96.068 0.932109
COST 2048 512 2 8 6.00 0.01 4096 0.988172 96.068 0.932109
COST 2048 1024 2 4 6.00 0.01 4096 1.000000 98.379 1.000000
COST 2048 1024 2 8 6.00 0.01 4096 1.000000 98.379 1.000000
COST 2048 256 2 4 6.50 0.0001 16384 0.916522 108.764 0.563480
COST 2048 256 2 8 6.50 0.0001 16384 0.916522 108.764 0.563480
COST 2048 512 2 4 6.50 0.0001 16384 0.972200 122.156 0.716943
COST 2048 512 2 8 6.50 0.0001 16384 0.972200 122.156 0.716943
COST 2048 1024 2 4 6.50 0.0001 16384 1.000000 129.213 1.000000
COST 2048 1024 2 8 6.50 0.0001 16384 1.000000 129.213 1.000000
COST 2048 256 2 4 6.50 0.0001 4096 0.916522 108.764 0.676760
COST 2048 256 2 8 6.50 0.0001 4096 0.916522 108.764 0.676760
COST 2048 512 2 4 6.50 0.0001 4096 0.972200 122.156 0.825214
COST 2048 512 2 8 6.50 0.0001 4096 0.972200 122.156 0.825214
COST 2048 1024 2 4 6.50 0.0001 4096 1.000000 129.213 1.000000
COST 2048 1024 2 8 6.50 0.0001 4096 1.000000 129.213 1.000000
COST 2048 256 2 4 6.50 0.0001 16384 0.958318 90.389 0.554814
COST 2048 256 2 8 6.50 0.0001 16384 0.958318 90.389 0.554814
COST 2048 512 2 4 6.50 0.0001 16384 0.988172 96.068 0.750588
COST 2048 512 2 8 6.50 0.0001 16384 0.988172 96.068 0.750588
COST 2048 1024 2 4 6.50 0.0001 16384 1.000000 98.379 1.000000
COST 2048 1024 2 8 6.50 0.0001 16384 1.000000 98.379 1.000000
COST 2048 256 2 4 6.50 0.0001 4096 0.958318 90.389 0.762134
COST 2048 256 2 8 6.50 0.0001 4096 0.958318 90.389 0.762134
COST 2048 512 2 4 6.50 0.0001 4096 0.988172 96.068 0.881191
COST 2048 512 2 8 6.50 0.0001 4096 0.988172 96.068 0.881191
COST 2048 1024 2 4 6.50 0.0001 4096 1.000000 98.379 1.000000
COST 2048 1024 2 8 6.50 0.0001 4096 1.000000 98.379 1.000000
COST 2048 256 2 4 6.50 0.001 16384 0.916522 108.764 0.566845
COST 2048 256 2 8 6.50 0.001 16384 0.916522 108.764 0.566845
COST 2048 512 2 4 6.50 0.001 16384 0.972200 122.156 0.745846
COST 2048 512 2 8 6.50 0.001 16384 0.972200 122.156 0.745846
COST 2048 1024 2 4 6.50 0.001 16384 1.000000 129.213 1.000000
COST 2048 1024 2 8 6.50 0.001 16384 1.000000 129.213 1.000000
COST 2048 256 2 4 6.50 0.001 4096 0.916522 108.764 0.709473
COST 2048 256 2 8 6.50 0.001 4096 0.916522 108.764 0.709473
COST 2048 512 2 4 6.50 0.001 4096 0.972200 122.156 0.838622
COST 2048 512 2 8 6.50 0.001 4096 0.972200 122.156 0.838622
COST 2048 1024 2 4 6.50 0.001 4096 1.000000 129.213 1.000000
COST 2048 1024 2 8 6.50 0.001 4096 1.000000 129.213 1.000000
COST 2048 256 2 4 6.50 0.001 16384 0.958318 90.389 0.553443
COST 2048 256 2 8 6.50 0.001 16384 0.958318 90.389 0.553443
COST 2048 512 2 4 6.50 0.001 16384 0.988172 96.068 0.711735
COST 2048 512 2 8 6.50 0.001 16384 0.988172 96.068 0.711735
COST 2048 1024 2 4 6.50 0.001 16384 1.000000 98.379 1.000000
COST 2048 1024 2 8 6.50 0.001 16384 1.000000 98.379 1.000000
COST 2048 256 2 4 6.50 0.001 4096 0.958318 90.389 0.799189
COST 2048 256 2 8 6.50 0.001 4096 0.958318 90.389 0.799189
COST 2048 512 2 4 6.50 0.001 4096 0.988172 96.068 0.844659
COST 2048 512 2 8 6.50 0.001 4096 0.988172 96.068 0.844659
COST 2048 1024 2 4 6.50 0.001 4096 1.000000 98.379 1.000000
COST 2048 1024 2 8 6.50 0.001 4096 1.000000 98.379 1.000000
COST 2048 256 2 4 6.50 0.01 16384 0.916522 108.764 0.559596
COST 2048 256 2 8 6.50 0.01 16384 0.916522 108.764 0.559596
COST 2048 512 2 4 6.50 0.01 16384 0.972200 122.156 0.738299
COST 2048 512 2 8 6.50 0.01 16384 0.972200 122.156 0.738299
COST 2048 1024 2 4 6.50 0.01 16384 1.000000 129.213 1.000000
COST 2048 1024 2 8 6.50 0.01 16384 1.000000 129.213 1.000000
COST 2048 256 2 4 6.50 0.01 4096 0.916522 108.764 0.781712
COST 2048 256 2 8 6.50 0.01 4096 0.916522 108.764 0.781712
COST 2048 512 2 4 6.50 0.01 4096 0.972200 122.156 0.952016
COST 2048 512 2 8 6.50 0.01 4096 0.972200 122.156 0.952016
COST 2048 1024 2 4 6.50 0.01 4096 1.000000 129.213 1.000000
COST 2048 1024 2 8 6.50 0.01 4096 1.000000 129.213 1.000000
COST 2048 256 2 4 6.50 0.01 16384 0.958318 90.389 0.546322
COST 2048 256 2 8 6.50 0.01 16384 0.958318 90.389 0.546322
COST 2048 512 2 4 6.50 0.01 16384 0.988172 96.068 0.713876
COST 2048 512 2 8 6.50 0.01 16384 0.988172 96.068 0.713876
COST 2048 1024 2 4 6.50 0.01 16384 1.000000 98.379 1.000000
COST 2048 1024 2 8 6.50 0.01 16384 1.000000 98.379 1.000000
COST 2048 256 2 4 6.50 0.01 4096 0.958318 90.389 0.789998
COST 2048 256 2 8 6.50 0.01 4096 0.958318 90.389 0.789998
COST 2048 512 2 4 6.50 0.01 4096 0.988172 96.068 0.862243
COST 2048 512 2 8 6.50 0.01 4096 0.988172 96.068 0.862243
COST 2048 1024 2 4 6.50 0.01 4096 1.000000 98.379 1.000000
COST 2048 1024 2 8 6.50 0.01 4096 1.000000 98.379 1.000000
COST 4096 256 2 4 5.00 0.0001 16384 0.805405 170.469 2.239281
COST 4096 256 2 8 5.00 0.0001 16384 0.805405 170.469 2.239281
COST 4096 512 2 4 5.00 0.0001 16384 0.916625 217.578 1.912326
COST 4096 512 2 8 5.00 0.0001 16384 0.916625 217.578 1.912326
COST 4096 1024 2 4 5.00 0.0001 16384 0.972220 244.326 1.062846
COST 4096 1024 2 8 5.00 0.0001 16384 0.972220 244.326 1.062846
COST 4096 2048 2 4 5.00 0.0001 16384 1.000000 258.429 1.000000
COST 4096 2048 2 8 5.00 0.0001 16384 1.000000 258.429 1.000000
COST 4096 256 2 4 5.00 0.0001 4096 0.805405 170.469 1.818596
COST 4096 256 2 8 5.00 0.0001 4096 0.805405 170.469 1.818596
COST 4096 512 2 4 5.00 0.0001 4096 0.916625 217.578 1.622480
COST 4096 512 2 8 5.00 0.0001 4096 0.916625 217.578 1.622480
COST 4096 1024 2 4 5.00 0.0001 4096 0.972220 244.326 1.070779
COST 4096 1024 2 8 5.00 0.0001 4096 0.972220 244.326 1.070779
COST 4096 2048 2 4 5.00 0.0001 4096 1.000000 258.429 1.000000
COST 4096 2048 2 8 5.00 0.0001 4096 1.000000 258.429 1.000000
COST 4096 256 2 4 5.00 0.0001 16384 0.883249 154.389 2.138295
COST 4096 256 2 8 5.00 0.0001 16384 0.883249 154.389 2.138295
COST 4096 512 2 4 5.00 0.0001 16384 0.958380 180.803 1.171196
COST 4096 512 2 8 5.00 0.0001 16384 0.958380 180.803 1.171196
COST 4096 1024 2 4 5.00 0.0001 16384 0.988182 192.142 0.692908
