# matchedfilter GPU COST table -- budget-aware relative costs
# format cost-fd-pairs-v1
# device  AMD Radeon 8060S Graphics (RADV GFX1151)
# commit  b25d6a8
# Profiles: [-2.3333333333333335, -2.0, 'pycbc']; batch shapes: [(16, 256), (16, 1024)]
# Costs are warm public-API ratios to the widest band at the same batch shape.
# Accuracy is independent and uses the profile gate.
# U=2; taps K are metadata on this GPU, so K=4 and K=8 share costs.
# COST n band U K snr fd pairs f beff relative_cost
COST 16384 1024 2 4 5.50 0.0001 4096 0.805726 682.375 2.249829
COST 16384 1024 2 8 5.50 0.0001 4096 0.805726 682.375 2.249829
COST 16384 2048 2 4 5.50 0.0001 4096 0.916701 870.462 1.971483
COST 16384 2048 2 8 5.50 0.0001 4096 0.916701 870.462 1.971483
COST 16384 4096 2 4 5.50 0.0001 4096 0.972236 977.344 1.078894
COST 16384 4096 2 8 5.50 0.0001 4096 0.972236 977.344 1.078894
COST 16384 8192 2 4 5.50 0.0001 4096 1.000000 1033.727 1.000000
COST 16384 8192 2 8 5.50 0.0001 4096 1.000000 1033.727 1.000000
COST 16384 256 2 4 5.50 0.0001 16384 0.333179 181.648 4.112156
COST 16384 256 2 8 5.50 0.0001 16384 0.333179 181.648 4.112156
COST 16384 512 2 4 5.50 0.0001 16384 0.698196 412.464 4.147787
COST 16384 512 2 8 5.50 0.0001 16384 0.698196 412.464 4.147787
COST 16384 1024 2 4 5.50 0.0001 16384 0.883490 617.877 3.726580
COST 16384 1024 2 8 5.50 0.0001 16384 0.883490 617.877 3.726580
COST 16384 2048 2 4 5.50 0.0001 16384 0.958427 723.286 1.346936
COST 16384 2048 2 8 5.50 0.0001 16384 0.958427 723.286 1.346936
COST 16384 4096 2 4 5.50 0.0001 16384 0.988190 768.584 0.668436
COST 16384 4096 2 8 5.50 0.0001 16384 0.988190 768.584 0.668436
COST 16384 8192 2 4 5.50 0.0001 16384 1.000000 787.039 1.000000
COST 16384 8192 2 8 5.50 0.0001 16384 1.000000 787.039 1.000000
COST 16384 256 2 4 5.50 0.0001 4096 0.333179 181.648 2.544989
COST 16384 256 2 8 5.50 0.0001 4096 0.333179 181.648 2.544989
COST 16384 512 2 4 5.50 0.0001 4096 0.698196 412.464 2.567142
COST 16384 512 2 8 5.50 0.0001 4096 0.698196 412.464 2.567142
COST 16384 1024 2 4 5.50 0.0001 4096 0.883490 617.877 2.627928
COST 16384 1024 2 8 5.50 0.0001 4096 0.883490 617.877 2.627928
COST 16384 2048 2 4 5.50 0.0001 4096 0.958427 723.286 0.932924
COST 16384 2048 2 8 5.50 0.0001 4096 0.958427 723.286 0.932924
COST 16384 4096 2 4 5.50 0.0001 4096 0.988190 768.584 0.565267
COST 16384 4096 2 8 5.50 0.0001 4096 0.988190 768.584 0.565267
COST 16384 8192 2 4 5.50 0.0001 4096 1.000000 787.039 1.000000
COST 16384 8192 2 8 5.50 0.0001 4096 1.000000 787.039 1.000000
COST 16384 256 2 4 5.50 0.001 16384 0.243860 167.954 4.017784
COST 16384 256 2 8 5.50 0.001 16384 0.243860 167.954 4.017784
COST 16384 512 2 4 5.50 0.001 16384 0.587781 409.249 3.925389
COST 16384 512 2 8 5.50 0.001 16384 0.587781 409.249 3.925389
COST 16384 1024 2 4 5.50 0.001 16384 0.805726 682.375 3.958398
COST 16384 1024 2 8 5.50 0.001 16384 0.805726 682.375 3.958398
COST 16384 2048 2 4 5.50 0.001 16384 0.916701 870.462 1.945844
COST 16384 2048 2 8 5.50 0.001 16384 0.916701 870.462 1.945844
COST 16384 4096 2 4 5.50 0.001 16384 0.972236 977.344 0.891632
COST 16384 4096 2 8 5.50 0.001 16384 0.972236 977.344 0.891632
COST 16384 8192 2 4 5.50 0.001 16384 1.000000 1033.727 1.000000
COST 16384 8192 2 8 5.50 0.001 16384 1.000000 1033.727 1.000000
COST 16384 256 2 4 5.50 0.001 4096 0.243860 167.954 2.700568
COST 16384 256 2 8 5.50 0.001 4096 0.243860 167.954 2.700568
COST 16384 512 2 4 5.50 0.001 4096 0.587781 409.249 2.682675
COST 16384 512 2 8 5.50 0.001 4096 0.587781 409.249 2.682675
COST 16384 1024 2 4 5.50 0.001 4096 0.805726 682.375 2.646020
COST 16384 1024 2 8 5.50 0.001 4096 0.805726 682.375 2.646020
COST 16384 2048 2 4 5.50 0.001 4096 0.916701 870.462 1.340506
COST 16384 2048 2 8 5.50 0.001 4096 0.916701 870.462 1.340506
COST 16384 4096 2 4 5.50 0.001 4096 0.972236 977.344 0.700840
COST 16384 4096 2 8 5.50 0.001 4096 0.972236 977.344 0.700840
COST 16384 8192 2 4 5.50 0.001 4096 1.000000 1033.727 1.000000
COST 16384 8192 2 8 5.50 0.001 4096 1.000000 1033.727 1.000000
COST 16384 256 2 4 5.50 0.001 16384 0.333179 181.648 4.294812
COST 16384 256 2 8 5.50 0.001 16384 0.333179 181.648 4.294812
COST 16384 512 2 4 5.50 0.001 16384 0.698196 412.464 4.351257
COST 16384 512 2 8 5.50 0.001 16384 0.698196 412.464 4.351257
COST 16384 1024 2 4 5.50 0.001 16384 0.883490 617.877 2.424015
COST 16384 1024 2 8 5.50 0.001 16384 0.883490 617.877 2.424015
COST 16384 2048 2 4 5.50 0.001 16384 0.958427 723.286 0.630143
COST 16384 2048 2 8 5.50 0.001 16384 0.958427 723.286 0.630143
COST 16384 4096 2 4 5.50 0.001 16384 0.988190 768.584 0.468402
COST 16384 4096 2 8 5.50 0.001 16384 0.988190 768.584 0.468402
COST 16384 8192 2 4 5.50 0.001 16384 1.000000 787.039 1.000000
COST 16384 8192 2 8 5.50 0.001 16384 1.000000 787.039 1.000000
COST 16384 256 2 4 5.50 0.001 4096 0.333179 181.648 2.878590
COST 16384 256 2 8 5.50 0.001 4096 0.333179 181.648 2.878590
COST 16384 512 2 4 5.50 0.001 4096 0.698196 412.464 2.804527
COST 16384 512 2 8 5.50 0.001 4096 0.698196 412.464 2.804527
COST 16384 1024 2 4 5.50 0.001 4096 0.883490 617.877 1.560636
COST 16384 1024 2 8 5.50 0.001 4096 0.883490 617.877 1.560636
COST 16384 2048 2 4 5.50 0.001 4096 0.958427 723.286 0.519013
COST 16384 2048 2 8 5.50 0.001 4096 0.958427 723.286 0.519013
COST 16384 4096 2 4 5.50 0.001 4096 0.988190 768.584 0.508546
COST 16384 4096 2 8 5.50 0.001 4096 0.988190 768.584 0.508546
COST 16384 8192 2 4 5.50 0.001 4096 1.000000 787.039 1.000000
COST 16384 8192 2 8 5.50 0.001 4096 1.000000 787.039 1.000000
COST 16384 256 2 4 5.50 0.01 16384 0.243860 167.954 4.667609
COST 16384 256 2 8 5.50 0.01 16384 0.243860 167.954 4.667609
COST 16384 512 2 4 5.50 0.01 16384 0.587781 409.249 4.738880
COST 16384 512 2 8 5.50 0.01 16384 0.587781 409.249 4.738880
COST 16384 1024 2 4 5.50 0.01 16384 0.805726 682.375 2.615471
COST 16384 1024 2 8 5.50 0.01 16384 0.805726 682.375 2.615471
COST 16384 2048 2 4 5.50 0.01 16384 0.916701 870.462 0.905719
COST 16384 2048 2 8 5.50 0.01 16384 0.916701 870.462 0.905719
COST 16384 4096 2 4 5.50 0.01 16384 0.972236 977.344 0.655077
COST 16384 4096 2 8 5.50 0.01 16384 0.972236 977.344 0.655077
COST 16384 8192 2 4 5.50 0.01 16384 1.000000 1033.727 1.000000
COST 16384 8192 2 8 5.50 0.01 16384 1.000000 1033.727 1.000000
COST 16384 256 2 4 5.50 0.01 4096 0.243860 167.954 2.920941
COST 16384 256 2 8 5.50 0.01 4096 0.243860 167.954 2.920941
COST 16384 512 2 4 5.50 0.01 4096 0.587781 409.249 2.916391
COST 16384 512 2 8 5.50 0.01 4096 0.587781 409.249 2.916391
COST 16384 1024 2 4 5.50 0.01 4096 0.805726 682.375 1.515355
COST 16384 1024 2 8 5.50 0.01 4096 0.805726 682.375 1.515355
COST 16384 2048 2 4 5.50 0.01 4096 0.916701 870.462 0.600629
COST 16384 2048 2 8 5.50 0.01 4096 0.916701 870.462 0.600629
COST 16384 4096 2 4 5.50 0.01 4096 0.972236 977.344 0.502962
COST 16384 4096 2 8 5.50 0.01 4096 0.972236 977.344 0.502962
COST 16384 8192 2 4 5.50 0.01 4096 1.000000 1033.727 1.000000
COST 16384 8192 2 8 5.50 0.01 4096 1.000000 1033.727 1.000000
COST 16384 256 2 4 5.50 0.01 16384 0.333179 181.648 4.633743
COST 16384 256 2 8 5.50 0.01 16384 0.333179 181.648 4.633743
COST 16384 512 2 4 5.50 0.01 16384 0.698196 412.464 3.872139
COST 16384 512 2 8 5.50 0.01 16384 0.698196 412.464 3.872139
COST 16384 1024 2 4 5.50 0.01 16384 0.883490 617.877 0.878605
COST 16384 1024 2 8 5.50 0.01 16384 0.883490 617.877 0.878605
COST 16384 2048 2 4 5.50 0.01 16384 0.958427 723.286 0.315791
COST 16384 2048 2 8 5.50 0.01 16384 0.958427 723.286 0.315791
COST 16384 4096 2 4 5.50 0.01 16384 0.988190 768.584 0.451552
COST 16384 4096 2 8 5.50 0.01 16384 0.988190 768.584 0.451552
COST 16384 8192 2 4 5.50 0.01 16384 1.000000 787.039 1.000000
COST 16384 8192 2 8 5.50 0.01 16384 1.000000 787.039 1.000000
COST 16384 256 2 4 5.50 0.01 4096 0.333179 181.648 2.922953
COST 16384 256 2 8 5.50 0.01 4096 0.333179 181.648 2.922953
COST 16384 512 2 4 5.50 0.01 4096 0.698196 412.464 2.602973
COST 16384 512 2 8 5.50 0.01 4096 0.698196 412.464 2.602973
COST 16384 1024 2 4 5.50 0.01 4096 0.883490 617.877 0.578234
COST 16384 1024 2 8 5.50 0.01 4096 0.883490 617.877 0.578234
COST 16384 2048 2 4 5.50 0.01 4096 0.958427 723.286 0.342996
COST 16384 2048 2 8 5.50 0.01 4096 0.958427 723.286 0.342996
COST 16384 4096 2 4 5.50 0.01 4096 0.988190 768.584 0.479053
COST 16384 4096 2 8 5.50 0.01 4096 0.988190 768.584 0.479053
COST 16384 8192 2 4 5.50 0.01 4096 1.000000 787.039 1.000000
COST 16384 8192 2 8 5.50 0.01 4096 1.000000 787.039 1.000000
COST 16384 256 2 4 6.00 0.0001 16384 0.243860 167.954 4.138300
COST 16384 256 2 8 6.00 0.0001 16384 0.243860 167.954 4.138300
COST 16384 512 2 4 6.00 0.0001 16384 0.587781 409.249 4.171729
COST 16384 512 2 8 6.00 0.0001 16384 0.587781 409.249 4.171729
COST 16384 1024 2 4 6.00 0.0001 16384 0.805726 682.375 4.053042
COST 16384 1024 2 8 6.00 0.0001 16384 0.805726 682.375 4.053042
COST 16384 2048 2 4 6.00 0.0001 16384 0.916701 870.462 1.635776
COST 16384 2048 2 8 6.00 0.0001 16384 0.916701 870.462 1.635776
COST 16384 4096 2 4 6.00 0.0001 16384 0.972236 977.344 0.660681
COST 16384 4096 2 8 6.00 0.0001 16384 0.972236 977.344 0.660681
COST 16384 8192 2 4 6.00 0.0001 16384 1.000000 1033.727 1.000000
COST 16384 8192 2 8 6.00 0.0001 16384 1.000000 1033.727 1.000000
COST 16384 256 2 4 6.00 0.0001 4096 0.243860 167.954 2.931926
COST 16384 256 2 8 6.00 0.0001 4096 0.243860 167.954 2.931926
COST 16384 512 2 4 6.00 0.0001 4096 0.587781 409.249 2.946882
COST 16384 512 2 8 6.00 0.0001 4096 0.587781 409.249 2.946882
COST 16384 1024 2 4 6.00 0.0001 4096 0.805726 682.375 2.905839
COST 16384 1024 2 8 6.00 0.0001 4096 0.805726 682.375 2.905839
COST 16384 2048 2 4 6.00 0.0001 4096 0.916701 870.462 1.110246
COST 16384 2048 2 8 6.00 0.0001 4096 0.916701 870.462 1.110246
COST 16384 4096 2 4 6.00 0.0001 4096 0.972236 977.344 0.576054
COST 16384 4096 2 8 6.00 0.0001 4096 0.972236 977.344 0.576054
COST 16384 8192 2 4 6.00 0.0001 4096 1.000000 1033.727 1.000000
COST 16384 8192 2 8 6.00 0.0001 4096 1.000000 1033.727 1.000000
COST 16384 256 2 4 6.00 0.0001 16384 0.333179 181.648 4.991787
COST 16384 256 2 8 6.00 0.0001 16384 0.333179 181.648 4.991787
COST 16384 512 2 4 6.00 0.0001 16384 0.698196 412.464 4.978303
COST 16384 512 2 8 6.00 0.0001 16384 0.698196 412.464 4.978303
COST 16384 1024 2 4 6.00 0.0001 16384 0.883490 617.877 2.339351
COST 16384 1024 2 8 6.00 0.0001 16384 0.883490 617.877 2.339351
COST 16384 2048 2 4 6.00 0.0001 16384 0.958427 723.286 0.442362
COST 16384 2048 2 8 6.00 0.0001 16384 0.958427 723.286 0.442362
COST 16384 4096 2 4 6.00 0.0001 16384 0.988190 768.584 0.450522
COST 16384 4096 2 8 6.00 0.0001 16384 0.988190 768.584 0.450522
COST 16384 8192 2 4 6.00 0.0001 16384 1.000000 787.039 1.000000
COST 16384 8192 2 8 6.00 0.0001 16384 1.000000 787.039 1.000000
COST 16384 256 2 4 6.00 0.0001 4096 0.333179 181.648 3.006440
COST 16384 256 2 8 6.00 0.0001 4096 0.333179 181.648 3.006440
COST 16384 512 2 4 6.00 0.0001 4096 0.698196 412.464 3.088037
COST 16384 512 2 8 6.00 0.0001 4096 0.698196 412.464 3.088037
COST 16384 1024 2 4 6.00 0.0001 4096 0.883490 617.877 1.375905
COST 16384 1024 2 8 6.00 0.0001 4096 0.883490 617.877 1.375905
COST 16384 2048 2 4 6.00 0.0001 4096 0.958427 723.286 0.398459
COST 16384 2048 2 8 6.00 0.0001 4096 0.958427 723.286 0.398459
COST 16384 4096 2 4 6.00 0.0001 4096 0.988190 768.584 0.474988
COST 16384 4096 2 8 6.00 0.0001 4096 0.988190 768.584 0.474988
COST 16384 8192 2 4 6.00 0.0001 4096 1.000000 787.039 1.000000
COST 16384 8192 2 8 6.00 0.0001 4096 1.000000 787.039 1.000000
COST 16384 256 2 4 6.00 0.001 16384 0.243860 167.954 4.464072
COST 16384 256 2 8 6.00 0.001 16384 0.243860 167.954 4.464072
COST 16384 512 2 4 6.00 0.001 16384 0.587781 409.249 4.507729
COST 16384 512 2 8 6.00 0.001 16384 0.587781 409.249 4.507729
COST 16384 1024 2 4 6.00 0.001 16384 0.805726 682.375 3.137837
COST 16384 1024 2 8 6.00 0.001 16384 0.805726 682.375 3.137837
COST 16384 2048 2 4 6.00 0.001 16384 0.916701 870.462 0.699559
COST 16384 2048 2 8 6.00 0.001 16384 0.916701 870.462 0.699559
COST 16384 4096 2 4 6.00 0.001 16384 0.972236 977.344 0.463540
COST 16384 4096 2 8 6.00 0.001 16384 0.972236 977.344 0.463540
COST 16384 8192 2 4 6.00 0.001 16384 1.000000 1033.727 1.000000
COST 16384 8192 2 8 6.00 0.001 16384 1.000000 1033.727 1.000000
COST 16384 256 2 4 6.00 0.001 4096 0.243860 167.954 2.622197
COST 16384 256 2 8 6.00 0.001 4096 0.243860 167.954 2.622197
COST 16384 512 2 4 6.00 0.001 4096 0.587781 409.249 2.592893
COST 16384 512 2 8 6.00 0.001 4096 0.587781 409.249 2.592893
COST 16384 1024 2 4 6.00 0.001 4096 0.805726 682.375 1.846881
COST 16384 1024 2 8 6.00 0.001 4096 0.805726 682.375 1.846881
COST 16384 2048 2 4 6.00 0.001 4096 0.916701 870.462 0.493471
COST 16384 2048 2 8 6.00 0.001 4096 0.916701 870.462 0.493471
COST 16384 4096 2 4 6.00 0.001 4096 0.972236 977.344 0.503068
COST 16384 4096 2 8 6.00 0.001 4096 0.972236 977.344 0.503068
COST 16384 8192 2 4 6.00 0.001 4096 1.000000 1033.727 1.000000
COST 16384 8192 2 8 6.00 0.001 4096 1.000000 1033.727 1.000000
COST 16384 256 2 4 6.00 0.001 16384 0.333179 181.648 4.545590
COST 16384 256 2 8 6.00 0.001 16384 0.333179 181.648 4.545590
COST 16384 512 2 4 6.00 0.001 16384 0.698196 412.464 4.283568
COST 16384 512 2 8 6.00 0.001 16384 0.698196 412.464 4.283568
COST 16384 1024 2 4 6.00 0.001 16384 0.883490 617.877 0.866814
COST 16384 1024 2 8 6.00 0.001 16384 0.883490 617.877 0.866814
COST 16384 2048 2 4 6.00 0.001 16384 0.958427 723.286 0.242588
COST 16384 2048 2 8 6.00 0.001 16384 0.958427 723.286 0.242588
COST 16384 4096 2 4 6.00 0.001 16384 0.988190 768.584 0.412023
COST 16384 4096 2 8 6.00 0.001 16384 0.988190 768.584 0.412023
COST 16384 8192 2 4 6.00 0.001 16384 1.000000 787.039 1.000000
COST 16384 8192 2 8 6.00 0.001 16384 1.000000 787.039 1.000000
COST 16384 256 2 4 6.00 0.001 4096 0.333179 181.648 2.903455
COST 16384 256 2 8 6.00 0.001 4096 0.333179 181.648 2.903455
COST 16384 512 2 4 6.00 0.001 4096 0.698196 412.464 2.440403
COST 16384 512 2 8 6.00 0.001 4096 0.698196 412.464 2.440403
COST 16384 1024 2 4 6.00 0.001 4096 0.883490 617.877 0.574857
COST 16384 1024 2 8 6.00 0.001 4096 0.883490 617.877 0.574857
COST 16384 2048 2 4 6.00 0.001 4096 0.958427 723.286 0.321986
COST 16384 2048 2 8 6.00 0.001 4096 0.958427 723.286 0.321986
COST 16384 4096 2 4 6.00 0.001 4096 0.988190 768.584 0.477033
COST 16384 4096 2 8 6.00 0.001 4096 0.988190 768.584 0.477033
COST 16384 8192 2 4 6.00 0.001 4096 1.000000 787.039 1.000000
COST 16384 8192 2 8 6.00 0.001 4096 1.000000 787.039 1.000000
COST 16384 256 2 4 6.00 0.01 16384 0.243860 167.954 4.850379
COST 16384 256 2 8 6.00 0.01 16384 0.243860 167.954 4.850379
COST 16384 512 2 4 6.00 0.01 16384 0.587781 409.249 4.365080
COST 16384 512 2 8 6.00 0.01 16384 0.587781 409.249 4.365080
COST 16384 1024 2 4 6.00 0.01 16384 0.805726 682.375 0.892398
COST 16384 1024 2 8 6.00 0.01 16384 0.805726 682.375 0.892398
COST 16384 2048 2 4 6.00 0.01 16384 0.916701 870.462 0.298556
COST 16384 2048 2 8 6.00 0.01 16384 0.916701 870.462 0.298556
COST 16384 4096 2 4 6.00 0.01 16384 0.972236 977.344 0.425278
COST 16384 4096 2 8 6.00 0.01 16384 0.972236 977.344 0.425278
COST 16384 8192 2 4 6.00 0.01 16384 1.000000 1033.727 1.000000
COST 16384 8192 2 8 6.00 0.01 16384 1.000000 1033.727 1.000000
COST 16384 256 2 4 6.00 0.01 4096 0.243860 167.954 2.577214
COST 16384 256 2 8 6.00 0.01 4096 0.243860 167.954 2.577214
COST 16384 512 2 4 6.00 0.01 4096 0.587781 409.249 2.391434
COST 16384 512 2 8 6.00 0.01 4096 0.587781 409.249 2.391434
COST 16384 1024 2 4 6.00 0.01 4096 0.805726 682.375 0.610856
COST 16384 1024 2 8 6.00 0.01 4096 0.805726 682.375 0.610856
COST 16384 2048 2 4 6.00 0.01 4096 0.916701 870.462 0.333902
COST 16384 2048 2 8 6.00 0.01 4096 0.916701 870.462 0.333902
COST 16384 4096 2 4 6.00 0.01 4096 0.972236 977.344 0.470193
COST 16384 4096 2 8 6.00 0.01 4096 0.972236 977.344 0.470193
COST 16384 8192 2 4 6.00 0.01 4096 1.000000 1033.727 1.000000
COST 16384 8192 2 8 6.00 0.01 4096 1.000000 1033.727 1.000000
COST 16384 256 2 4 6.00 0.01 16384 0.333179 181.648 4.710141
COST 16384 256 2 8 6.00 0.01 16384 0.333179 181.648 4.710141
COST 16384 512 2 4 6.00 0.01 16384 0.698196 412.464 1.979341
COST 16384 512 2 8 6.00 0.01 16384 0.698196 412.464 1.979341
COST 16384 1024 2 4 6.00 0.01 16384 0.883490 617.877 0.237009
COST 16384 1024 2 8 6.00 0.01 16384 0.883490 617.877 0.237009
COST 16384 2048 2 4 6.00 0.01 16384 0.958427 723.286 0.217669
COST 16384 2048 2 8 6.00 0.01 16384 0.958427 723.286 0.217669
COST 16384 4096 2 4 6.00 0.01 16384 0.988190 768.584 0.401336
COST 16384 4096 2 8 6.00 0.01 16384 0.988190 768.584 0.401336
COST 16384 8192 2 4 6.00 0.01 16384 1.000000 787.039 1.000000
COST 16384 8192 2 8 6.00 0.01 16384 1.000000 787.039 1.000000
COST 16384 256 2 4 6.00 0.01 4096 0.333179 181.648 2.846763
COST 16384 256 2 8 6.00 0.01 4096 0.333179 181.648 2.846763
COST 16384 512 2 4 6.00 0.01 4096 0.698196 412.464 1.233284
COST 16384 512 2 8 6.00 0.01 4096 0.698196 412.464 1.233284
COST 16384 1024 2 4 6.00 0.01 4096 0.883490 617.877 0.260551
COST 16384 1024 2 8 6.00 0.01 4096 0.883490 617.877 0.260551
COST 16384 2048 2 4 6.00 0.01 4096 0.958427 723.286 0.283118
COST 16384 2048 2 8 6.00 0.01 4096 0.958427 723.286 0.283118
COST 16384 4096 2 4 6.00 0.01 4096 0.988190 768.584 0.455142
COST 16384 4096 2 8 6.00 0.01 4096 0.988190 768.584 0.455142
COST 16384 8192 2 4 6.00 0.01 4096 1.000000 787.039 1.000000
COST 16384 8192 2 8 6.00 0.01 4096 1.000000 787.039 1.000000
COST 16384 256 2 4 6.50 0.0001 16384 0.243860 167.954 4.801726
COST 16384 256 2 8 6.50 0.0001 16384 0.243860 167.954 4.801726
COST 16384 512 2 4 6.50 0.0001 16384 0.587781 409.249 4.812572
COST 16384 512 2 8 6.50 0.0001 16384 0.587781 409.249 4.812572
COST 16384 1024 2 4 6.50 0.0001 16384 0.805726 682.375 3.004760
COST 16384 1024 2 8 6.50 0.0001 16384 0.805726 682.375 3.004760
COST 16384 2048 2 4 6.50 0.0001 16384 0.916701 870.462 0.544500
COST 16384 2048 2 8 6.50 0.0001 16384 0.916701 870.462 0.544500
COST 16384 4096 2 4 6.50 0.0001 16384 0.972236 977.344 0.469802
COST 16384 4096 2 8 6.50 0.0001 16384 0.972236 977.344 0.469802
COST 16384 8192 2 4 6.50 0.0001 16384 1.000000 1033.727 1.000000
COST 16384 8192 2 8 6.50 0.0001 16384 1.000000 1033.727 1.000000
COST 16384 256 2 4 6.50 0.0001 4096 0.243860 167.954 2.615438
COST 16384 256 2 8 6.50 0.0001 4096 0.243860 167.954 2.615438
COST 16384 512 2 4 6.50 0.0001 4096 0.587781 409.249 2.849765
COST 16384 512 2 8 6.50 0.0001 4096 0.587781 409.249 2.849765
COST 16384 1024 2 4 6.50 0.0001 4096 0.805726 682.375 1.715404
COST 16384 1024 2 8 6.50 0.0001 4096 0.805726 682.375 1.715404
COST 16384 2048 2 4 6.50 0.0001 4096 0.916701 870.462 0.408511
COST 16384 2048 2 8 6.50 0.0001 4096 0.916701 870.462 0.408511
COST 16384 4096 2 4 6.50 0.0001 4096 0.972236 977.344 0.446873
COST 16384 4096 2 8 6.50 0.0001 4096 0.972236 977.344 0.446873
COST 16384 8192 2 4 6.50 0.0001 4096 1.000000 1033.727 1.000000
COST 16384 8192 2 8 6.50 0.0001 4096 1.000000 1033.727 1.000000
COST 16384 256 2 4 6.50 0.0001 16384 0.333179 181.648 4.781726
COST 16384 256 2 8 6.50 0.0001 16384 0.333179 181.648 4.781726
COST 16384 512 2 4 6.50 0.0001 16384 0.698196 412.464 4.410785
COST 16384 512 2 8 6.50 0.0001 16384 0.698196 412.464 4.410785
COST 16384 1024 2 4 6.50 0.0001 16384 0.883490 617.877 0.662806
COST 16384 1024 2 8 6.50 0.0001 16384 0.883490 617.877 0.662806
COST 16384 2048 2 4 6.50 0.0001 16384 0.958427 723.286 0.228633
COST 16384 2048 2 8 6.50 0.0001 16384 0.958427 723.286 0.228633
COST 16384 4096 2 4 6.50 0.0001 16384 0.988190 768.584 0.426822
COST 16384 4096 2 8 6.50 0.0001 16384 0.988190 768.584 0.426822
COST 16384 8192 2 4 6.50 0.0001 16384 1.000000 787.039 1.000000
COST 16384 8192 2 8 6.50 0.0001 16384 1.000000 787.039 1.000000
COST 16384 256 2 4 6.50 0.0001 4096 0.333179 181.648 2.881956
COST 16384 256 2 8 6.50 0.0001 4096 0.333179 181.648 2.881956
COST 16384 512 2 4 6.50 0.0001 4096 0.698196 412.464 2.453865
COST 16384 512 2 8 6.50 0.0001 4096 0.698196 412.464 2.453865
COST 16384 1024 2 4 6.50 0.0001 4096 0.883490 617.877 0.447843
COST 16384 1024 2 8 6.50 0.0001 4096 0.883490 617.877 0.447843
COST 16384 2048 2 4 6.50 0.0001 4096 0.958427 723.286 0.277863
COST 16384 2048 2 8 6.50 0.0001 4096 0.958427 723.286 0.277863
COST 16384 4096 2 4 6.50 0.0001 4096 0.988190 768.584 0.459774
COST 16384 4096 2 8 6.50 0.0001 4096 0.988190 768.584 0.459774
COST 16384 8192 2 4 6.50 0.0001 4096 1.000000 787.039 1.000000
COST 16384 8192 2 8 6.50 0.0001 4096 1.000000 787.039 1.000000
COST 16384 256 2 4 6.50 0.001 16384 0.243860 167.954 4.846688
COST 16384 256 2 8 6.50 0.001 16384 0.243860 167.954 4.846688
COST 16384 512 2 4 6.50 0.001 16384 0.587781 409.249 4.711390
COST 16384 512 2 8 6.50 0.001 16384 0.587781 409.249 4.711390
COST 16384 1024 2 4 6.50 0.001 16384 0.805726 682.375 1.371047
COST 16384 1024 2 8 6.50 0.001 16384 0.805726 682.375 1.371047
COST 16384 2048 2 4 6.50 0.001 16384 0.916701 870.462 0.284728
COST 16384 2048 2 8 6.50 0.001 16384 0.916701 870.462 0.284728
COST 16384 4096 2 4 6.50 0.001 16384 0.972236 977.344 0.445370
COST 16384 4096 2 8 6.50 0.001 16384 0.972236 977.344 0.445370
COST 16384 8192 2 4 6.50 0.001 16384 1.000000 1033.727 1.000000
COST 16384 8192 2 8 6.50 0.001 16384 1.000000 1033.727 1.000000
COST 16384 256 2 4 6.50 0.001 4096 0.243860 167.954 2.977843
COST 16384 256 2 8 6.50 0.001 4096 0.243860 167.954 2.977843
COST 16384 512 2 4 6.50 0.001 4096 0.587781 409.249 2.613172
COST 16384 512 2 8 6.50 0.001 4096 0.587781 409.249 2.613172
COST 16384 1024 2 4 6.50 0.001 4096 0.805726 682.375 0.942183
COST 16384 1024 2 8 6.50 0.001 4096 0.805726 682.375 0.942183
COST 16384 2048 2 4 6.50 0.001 4096 0.916701 870.462 0.370707
COST 16384 2048 2 8 6.50 0.001 4096 0.916701 870.462 0.370707
COST 16384 4096 2 4 6.50 0.001 4096 0.972236 977.344 0.469784
COST 16384 4096 2 8 6.50 0.001 4096 0.972236 977.344 0.469784
COST 16384 8192 2 4 6.50 0.001 4096 1.000000 1033.727 1.000000
COST 16384 8192 2 8 6.50 0.001 4096 1.000000 1033.727 1.000000
COST 16384 256 2 4 6.50 0.001 16384 0.333179 181.648 4.700448
COST 16384 256 2 8 6.50 0.001 16384 0.333179 181.648 4.700448
COST 16384 512 2 4 6.50 0.001 16384 0.698196 412.464 2.694667
COST 16384 512 2 8 6.50 0.001 16384 0.698196 412.464 2.694667
COST 16384 1024 2 4 6.50 0.001 16384 0.883490 617.877 0.253507
COST 16384 1024 2 8 6.50 0.001 16384 0.883490 617.877 0.253507
COST 16384 2048 2 4 6.50 0.001 16384 0.958427 723.286 0.216570
COST 16384 2048 2 8 6.50 0.001 16384 0.958427 723.286 0.216570
COST 16384 4096 2 4 6.50 0.001 16384 0.988190 768.584 0.430989
COST 16384 4096 2 8 6.50 0.001 16384 0.988190 768.584 0.430989
COST 16384 8192 2 4 6.50 0.001 16384 1.000000 787.039 1.000000
COST 16384 8192 2 8 6.50 0.001 16384 1.000000 787.039 1.000000
COST 16384 256 2 4 6.50 0.001 4096 0.333179 181.648 2.878358
COST 16384 256 2 8 6.50 0.001 4096 0.333179 181.648 2.878358
COST 16384 512 2 4 6.50 0.001 4096 0.698196 412.464 1.623054
COST 16384 512 2 8 6.50 0.001 4096 0.698196 412.464 1.623054
COST 16384 1024 2 4 6.50 0.001 4096 0.883490 617.877 0.261221
