# ACC2R rows: n=4096, NO oversample, keyed on band/B_eff.
# measured at band 1024; 24000 trials a cell.
# ACC2R n K snr f ratio margin dismissal
ACC2R 4096 8 6.00 0.9950 1.494 0.900 1.2375e-01
ACC2R 4096 8 6.00 0.9950 1.494 0.930 1.7504e-01
ACC2R 4096 8 6.00 0.9950 1.494 0.960 2.3707e-01
ACC2R 4096 8 6.00 0.9950 1.494 0.980 2.8250e-01
ACC2R 4096 8 6.00 0.9950 1.494 1.000 3.3161e-01
ACC2R 4096 8 6.00 0.9950 1.970 0.900 7.1588e-03
ACC2R 4096 8 6.00 0.9950 1.970 0.930 1.5958e-02
ACC2R 4096 8 6.00 0.9950 1.970 0.960 3.0872e-02
ACC2R 4096 8 6.00 0.9950 1.970 0.980 4.6085e-02
ACC2R 4096 8 6.00 0.9950 1.970 1.000 6.2938e-02
ACC2R 4096 8 6.00 0.9950 3.056 0.900 0.0000e+00
ACC2R 4096 8 6.00 0.9950 3.056 0.930 0.0000e+00
ACC2R 4096 8 6.00 0.9950 3.056 0.960 0.0000e+00
ACC2R 4096 8 6.00 0.9950 3.056 0.980 0.0000e+00
ACC2R 4096 8 6.00 0.9950 3.056 1.000 0.0000e+00
ACC2R 4096 8 6.00 0.9950 3.994 0.900 0.0000e+00
ACC2R 4096 8 6.00 0.9950 3.994 0.930 0.0000e+00
ACC2R 4096 8 6.00 0.9950 3.994 0.960 0.0000e+00
ACC2R 4096 8 6.00 0.9950 3.994 0.980 0.0000e+00
ACC2R 4096 8 6.00 0.9950 3.994 1.000 0.0000e+00
ACC2R 4096 8 6.00 0.9950 6.074 0.900 0.0000e+00
ACC2R 4096 8 6.00 0.9950 6.074 0.930 0.0000e+00
ACC2R 4096 8 6.00 0.9950 6.074 0.960 0.0000e+00
ACC2R 4096 8 6.00 0.9950 6.074 0.980 0.0000e+00
ACC2R 4096 8 6.00 0.9950 6.074 1.000 0.0000e+00
ACC2R 4096 8 6.00 0.9950 7.963 0.900 0.0000e+00
ACC2R 4096 8 6.00 0.9950 7.963 0.930 0.0000e+00
ACC2R 4096 8 6.00 0.9950 7.963 0.960 0.0000e+00
ACC2R 4096 8 6.00 0.9950 7.963 0.980 0.0000e+00
ACC2R 4096 8 6.00 0.9950 7.963 1.000 0.0000e+00
ACC2R 4096 8 6.00 0.9950 15.851 0.900 0.0000e+00
ACC2R 4096 8 6.00 0.9950 15.851 0.930 0.0000e+00
ACC2R 4096 8 6.00 0.9950 15.851 0.960 0.0000e+00
ACC2R 4096 8 6.00 0.9950 15.851 0.980 0.0000e+00
ACC2R 4096 8 6.00 0.9950 15.851 1.000 0.0000e+00
ACC2R 4096 8 6.00 0.9950 31.403 0.900 0.0000e+00
ACC2R 4096 8 6.00 0.9950 31.403 0.930 0.0000e+00
ACC2R 4096 8 6.00 0.9950 31.403 0.960 0.0000e+00
ACC2R 4096 8 6.00 0.9950 31.403 0.980 0.0000e+00
ACC2R 4096 8 6.00 0.9950 31.403 1.000 1.8145e-03
ACC2R 4096 8 6.50 0.8000 1.009 0.900 5.2525e-02
ACC2R 4096 8 6.50 0.8000 1.009 0.930 7.5281e-02
ACC2R 4096 8 6.50 0.8000 1.009 0.960 1.0560e-01
ACC2R 4096 8 6.50 0.8000 1.009 0.980 1.2508e-01
ACC2R 4096 8 6.50 0.8000 1.009 1.000 1.4737e-01
ACC2R 4096 8 6.50 0.8000 1.494 0.900 1.2968e-02
ACC2R 4096 8 6.50 0.8000 1.494 0.930 2.2733e-02
ACC2R 4096 8 6.50 0.8000 1.494 0.960 3.6403e-02
ACC2R 4096 8 6.50 0.8000 1.494 0.980 4.8668e-02
ACC2R 4096 8 6.50 0.8000 1.494 1.000 6.2886e-02
ACC2R 4096 8 6.50 0.8000 1.970 0.900 5.4344e-04
ACC2R 4096 8 6.50 0.8000 1.970 0.930 2.2514e-03
ACC2R 4096 8 6.50 0.8000 1.970 0.960 4.8133e-03
ACC2R 4096 8 6.50 0.8000 1.970 0.980 7.2199e-03
ACC2R 4096 8 6.50 0.8000 1.970 1.000 1.0713e-02
ACC2R 4096 8 6.50 0.8000 3.056 0.900 0.0000e+00
ACC2R 4096 8 6.50 0.8000 3.056 0.930 0.0000e+00
ACC2R 4096 8 6.50 0.8000 3.056 0.960 0.0000e+00
ACC2R 4096 8 6.50 0.8000 3.056 0.980 0.0000e+00
ACC2R 4096 8 6.50 0.8000 3.056 1.000 0.0000e+00
ACC2R 4096 8 6.50 0.8000 3.994 0.900 0.0000e+00
ACC2R 4096 8 6.50 0.8000 3.994 0.930 0.0000e+00
ACC2R 4096 8 6.50 0.8000 3.994 0.960 0.0000e+00
ACC2R 4096 8 6.50 0.8000 3.994 0.980 0.0000e+00
ACC2R 4096 8 6.50 0.8000 3.994 1.000 0.0000e+00
ACC2R 4096 8 6.50 0.8000 6.074 0.900 0.0000e+00
ACC2R 4096 8 6.50 0.8000 6.074 0.930 0.0000e+00
ACC2R 4096 8 6.50 0.8000 6.074 0.960 0.0000e+00
ACC2R 4096 8 6.50 0.8000 6.074 0.980 1.5382e-04
ACC2R 4096 8 6.50 0.8000 6.074 1.000 2.3073e-04
ACC2R 4096 8 6.50 0.8000 7.963 0.900 0.0000e+00
ACC2R 4096 8 6.50 0.8000 7.963 0.930 7.6429e-05
ACC2R 4096 8 6.50 0.8000 7.963 0.960 7.6429e-05
ACC2R 4096 8 6.50 0.8000 7.963 0.980 1.5286e-04
ACC2R 4096 8 6.50 0.8000 7.963 1.000 3.0572e-04
ACC2R 4096 8 6.50 0.8000 15.851 0.900 0.0000e+00
ACC2R 4096 8 6.50 0.8000 15.851 0.930 0.0000e+00
ACC2R 4096 8 6.50 0.8000 15.851 0.960 7.5284e-05
ACC2R 4096 8 6.50 0.8000 15.851 0.980 3.7642e-04
ACC2R 4096 8 6.50 0.8000 15.851 1.000 7.5284e-04
ACC2R 4096 8 6.50 0.8000 31.403 0.900 0.0000e+00
ACC2R 4096 8 6.50 0.8000 31.403 0.930 0.0000e+00
ACC2R 4096 8 6.50 0.8000 31.403 0.960 7.3833e-05
ACC2R 4096 8 6.50 0.8000 31.403 0.980 2.9533e-04
ACC2R 4096 8 6.50 0.8000 31.403 1.000 6.6450e-04
ACC2R 4096 8 6.50 0.9000 1.009 0.900 1.1721e-01
ACC2R 4096 8 6.50 0.9000 1.009 0.930 1.5357e-01
ACC2R 4096 8 6.50 0.9000 1.009 0.960 1.9078e-01
ACC2R 4096 8 6.50 0.9000 1.009 0.980 2.1693e-01
ACC2R 4096 8 6.50 0.9000 1.009 1.000 2.4462e-01
ACC2R 4096 8 6.50 0.9000 1.494 0.900 3.7300e-02
ACC2R 4096 8 6.50 0.9000 1.494 0.930 5.8261e-02
ACC2R 4096 8 6.50 0.9000 1.494 0.960 8.7392e-02
ACC2R 4096 8 6.50 0.9000 1.494 0.980 1.0781e-01
ACC2R 4096 8 6.50 0.9000 1.494 1.000 1.3386e-01
ACC2R 4096 8 6.50 0.9000 1.970 0.900 2.6198e-03
ACC2R 4096 8 6.50 0.9000 1.970 0.930 5.4708e-03
ACC2R 4096 8 6.50 0.9000 1.970 0.960 1.1250e-02
ACC2R 4096 8 6.50 0.9000 1.970 0.980 1.6644e-02
ACC2R 4096 8 6.50 0.9000 1.970 1.000 2.4195e-02
ACC2R 4096 8 6.50 0.9000 3.056 0.900 0.0000e+00
ACC2R 4096 8 6.50 0.9000 3.056 0.930 0.0000e+00
ACC2R 4096 8 6.50 0.9000 3.056 0.960 0.0000e+00
ACC2R 4096 8 6.50 0.9000 3.056 0.980 0.0000e+00
ACC2R 4096 8 6.50 0.9000 3.056 1.000 0.0000e+00
ACC2R 4096 8 6.50 0.9000 3.994 0.900 0.0000e+00
ACC2R 4096 8 6.50 0.9000 3.994 0.930 0.0000e+00
ACC2R 4096 8 6.50 0.9000 3.994 0.960 0.0000e+00
ACC2R 4096 8 6.50 0.9000 3.994 0.980 0.0000e+00
ACC2R 4096 8 6.50 0.9000 3.994 1.000 0.0000e+00
ACC2R 4096 8 6.50 0.9000 6.074 0.900 0.0000e+00
ACC2R 4096 8 6.50 0.9000 6.074 0.930 0.0000e+00
ACC2R 4096 8 6.50 0.9000 6.074 0.960 0.0000e+00
ACC2R 4096 8 6.50 0.9000 6.074 0.980 0.0000e+00
ACC2R 4096 8 6.50 0.9000 6.074 1.000 0.0000e+00
ACC2R 4096 8 6.50 0.9000 7.963 0.900 0.0000e+00
ACC2R 4096 8 6.50 0.9000 7.963 0.930 0.0000e+00
ACC2R 4096 8 6.50 0.9000 7.963 0.960 0.0000e+00
ACC2R 4096 8 6.50 0.9000 7.963 0.980 0.0000e+00
ACC2R 4096 8 6.50 0.9000 7.963 1.000 0.0000e+00
ACC2R 4096 8 6.50 0.9000 15.851 0.900 0.0000e+00
ACC2R 4096 8 6.50 0.9000 15.851 0.930 0.0000e+00
ACC2R 4096 8 6.50 0.9000 15.851 0.960 0.0000e+00
ACC2R 4096 8 6.50 0.9000 15.851 0.980 0.0000e+00
ACC2R 4096 8 6.50 0.9000 15.851 1.000 7.2627e-05
ACC2R 4096 8 6.50 0.9000 31.403 0.900 0.0000e+00
ACC2R 4096 8 6.50 0.9000 31.403 0.930 0.0000e+00
ACC2R 4096 8 6.50 0.9000 31.403 0.960 7.0567e-05
ACC2R 4096 8 6.50 0.9000 31.403 0.980 7.0567e-05
ACC2R 4096 8 6.50 0.9000 31.403 1.000 5.6453e-04
ACC2R 4096 8 6.50 0.9500 1.009 0.900 1.6638e-01
ACC2R 4096 8 6.50 0.9500 1.009 0.930 2.0571e-01
ACC2R 4096 8 6.50 0.9500 1.009 0.960 2.4742e-01
ACC2R 4096 8 6.50 0.9500 1.009 0.980 2.7736e-01
ACC2R 4096 8 6.50 0.9500 1.009 1.000 3.1561e-01
ACC2R 4096 8 6.50 0.9500 1.494 0.900 6.6278e-02
ACC2R 4096 8 6.50 0.9500 1.494 0.930 9.5088e-02
ACC2R 4096 8 6.50 0.9500 1.494 0.960 1.3501e-01
ACC2R 4096 8 6.50 0.9500 1.494 0.980 1.6658e-01
ACC2R 4096 8 6.50 0.9500 1.494 1.000 2.0351e-01
ACC2R 4096 8 6.50 0.9500 1.970 0.900 4.5000e-03
ACC2R 4096 8 6.50 0.9500 1.970 0.930 9.4577e-03
ACC2R 4096 8 6.50 0.9500 1.970 0.960 1.9297e-02
ACC2R 4096 8 6.50 0.9500 1.970 0.980 2.8221e-02
ACC2R 4096 8 6.50 0.9500 1.970 1.000 4.2483e-02
ACC2R 4096 8 6.50 0.9500 3.056 0.900 0.0000e+00
ACC2R 4096 8 6.50 0.9500 3.056 0.930 0.0000e+00
ACC2R 4096 8 6.50 0.9500 3.056 0.960 0.0000e+00
ACC2R 4096 8 6.50 0.9500 3.056 0.980 0.0000e+00
ACC2R 4096 8 6.50 0.9500 3.056 1.000 0.0000e+00
ACC2R 4096 8 6.50 0.9500 3.994 0.900 0.0000e+00
ACC2R 4096 8 6.50 0.9500 3.994 0.930 0.0000e+00
ACC2R 4096 8 6.50 0.9500 3.994 0.960 0.0000e+00
ACC2R 4096 8 6.50 0.9500 3.994 0.980 0.0000e+00
ACC2R 4096 8 6.50 0.9500 3.994 1.000 0.0000e+00
ACC2R 4096 8 6.50 0.9500 6.074 0.900 0.0000e+00
ACC2R 4096 8 6.50 0.9500 6.074 0.930 0.0000e+00
ACC2R 4096 8 6.50 0.9500 6.074 0.960 0.0000e+00
ACC2R 4096 8 6.50 0.9500 6.074 0.980 0.0000e+00
ACC2R 4096 8 6.50 0.9500 6.074 1.000 0.0000e+00
ACC2R 4096 8 6.50 0.9500 7.963 0.900 0.0000e+00
ACC2R 4096 8 6.50 0.9500 7.963 0.930 0.0000e+00
ACC2R 4096 8 6.50 0.9500 7.963 0.960 0.0000e+00
ACC2R 4096 8 6.50 0.9500 7.963 0.980 0.0000e+00
ACC2R 4096 8 6.50 0.9500 7.963 1.000 0.0000e+00
ACC2R 4096 8 6.50 0.9500 15.851 0.900 0.0000e+00
ACC2R 4096 8 6.50 0.9500 15.851 0.930 0.0000e+00
ACC2R 4096 8 6.50 0.9500 15.851 0.960 0.0000e+00
ACC2R 4096 8 6.50 0.9500 15.851 0.980 0.0000e+00
ACC2R 4096 8 6.50 0.9500 15.851 1.000 2.1339e-04
ACC2R 4096 8 6.50 0.9500 31.403 0.900 0.0000e+00
ACC2R 4096 8 6.50 0.9500 31.403 0.930 0.0000e+00
ACC2R 4096 8 6.50 0.9500 31.403 0.960 0.0000e+00
ACC2R 4096 8 6.50 0.9500 31.403 0.980 0.0000e+00
ACC2R 4096 8 6.50 0.9500 31.403 1.000 2.7647e-04
ACC2R 4096 8 6.50 0.9800 1.009 0.900 2.0874e-01
ACC2R 4096 8 6.50 0.9800 1.009 0.930 2.5328e-01
ACC2R 4096 8 6.50 0.9800 1.009 0.960 3.0681e-01
ACC2R 4096 8 6.50 0.9800 1.009 0.980 3.4406e-01
ACC2R 4096 8 6.50 0.9800 1.009 1.000 3.8730e-01
ACC2R 4096 8 6.50 0.9800 1.494 0.900 9.9909e-02
ACC2R 4096 8 6.50 0.9800 1.494 0.930 1.4228e-01
ACC2R 4096 8 6.50 0.9800 1.494 0.960 1.9662e-01
ACC2R 4096 8 6.50 0.9800 1.494 0.980 2.3777e-01
ACC2R 4096 8 6.50 0.9800 1.494 1.000 2.8540e-01
ACC2R 4096 8 6.50 0.9800 1.970 0.900 7.1250e-03
ACC2R 4096 8 6.50 0.9800 1.970 0.930 1.5008e-02
ACC2R 4096 8 6.50 0.9800 1.970 0.960 2.8955e-02
ACC2R 4096 8 6.50 0.9800 1.970 0.980 4.4948e-02
ACC2R 4096 8 6.50 0.9800 1.970 1.000 6.1927e-02
ACC2R 4096 8 6.50 0.9800 3.056 0.900 0.0000e+00
ACC2R 4096 8 6.50 0.9800 3.056 0.930 0.0000e+00
ACC2R 4096 8 6.50 0.9800 3.056 0.960 0.0000e+00
ACC2R 4096 8 6.50 0.9800 3.056 0.980 0.0000e+00
ACC2R 4096 8 6.50 0.9800 3.056 1.000 0.0000e+00
ACC2R 4096 8 6.50 0.9800 3.994 0.900 0.0000e+00
ACC2R 4096 8 6.50 0.9800 3.994 0.930 0.0000e+00
ACC2R 4096 8 6.50 0.9800 3.994 0.960 0.0000e+00
ACC2R 4096 8 6.50 0.9800 3.994 0.980 0.0000e+00
ACC2R 4096 8 6.50 0.9800 3.994 1.000 0.0000e+00
ACC2R 4096 8 6.50 0.9800 6.074 0.900 0.0000e+00
ACC2R 4096 8 6.50 0.9800 6.074 0.930 0.0000e+00
ACC2R 4096 8 6.50 0.9800 6.074 0.960 0.0000e+00
ACC2R 4096 8 6.50 0.9800 6.074 0.980 0.0000e+00
ACC2R 4096 8 6.50 0.9800 6.074 1.000 0.0000e+00
ACC2R 4096 8 6.50 0.9800 7.963 0.900 0.0000e+00
ACC2R 4096 8 6.50 0.9800 7.963 0.930 0.0000e+00
ACC2R 4096 8 6.50 0.9800 7.963 0.960 0.0000e+00
ACC2R 4096 8 6.50 0.9800 7.963 0.980 0.0000e+00
ACC2R 4096 8 6.50 0.9800 7.963 1.000 0.0000e+00
ACC2R 4096 8 6.50 0.9800 15.851 0.900 0.0000e+00
ACC2R 4096 8 6.50 0.9800 15.851 0.930 0.0000e+00
ACC2R 4096 8 6.50 0.9800 15.851 0.960 0.0000e+00
ACC2R 4096 8 6.50 0.9800 15.851 0.980 0.0000e+00
ACC2R 4096 8 6.50 0.9800 15.851 1.000 2.1176e-04
ACC2R 4096 8 6.50 0.9800 31.403 0.900 0.0000e+00
ACC2R 4096 8 6.50 0.9800 31.403 0.930 0.0000e+00
ACC2R 4096 8 6.50 0.9800 31.403 0.960 0.0000e+00
ACC2R 4096 8 6.50 0.9800 31.403 0.980 6.9109e-05
ACC2R 4096 8 6.50 0.9800 31.403 1.000 8.9841e-04
ACC2R 4096 8 6.50 0.9950 1.009 0.900 2.4648e-01
ACC2R 4096 8 6.50 0.9950 1.009 0.930 2.9942e-01
ACC2R 4096 8 6.50 0.9950 1.009 0.960 3.5966e-01
ACC2R 4096 8 6.50 0.9950 1.009 0.980 4.0392e-01
ACC2R 4096 8 6.50 0.9950 1.009 1.000 4.4479e-01
ACC2R 4096 8 6.50 0.9950 1.494 0.900 1.3410e-01
ACC2R 4096 8 6.50 0.9950 1.494 0.930 1.8950e-01
ACC2R 4096 8 6.50 0.9950 1.494 0.960 2.5491e-01
ACC2R 4096 8 6.50 0.9950 1.494 0.980 3.0652e-01
ACC2R 4096 8 6.50 0.9950 1.494 1.000 3.5949e-01
ACC2R 4096 8 6.50 0.9950 1.970 0.900 8.4541e-03
ACC2R 4096 8 6.50 0.9950 1.970 0.930 1.9399e-02
ACC2R 4096 8 6.50 0.9950 1.970 0.960 3.8723e-02
ACC2R 4096 8 6.50 0.9950 1.970 0.980 5.4876e-02
ACC2R 4096 8 6.50 0.9950 1.970 1.000 7.6087e-02
ACC2R 4096 8 6.50 0.9950 3.056 0.900 0.0000e+00
ACC2R 4096 8 6.50 0.9950 3.056 0.930 0.0000e+00
ACC2R 4096 8 6.50 0.9950 3.056 0.960 0.0000e+00
ACC2R 4096 8 6.50 0.9950 3.056 0.980 0.0000e+00
ACC2R 4096 8 6.50 0.9950 3.056 1.000 0.0000e+00
ACC2R 4096 8 6.50 0.9950 3.994 0.900 0.0000e+00
ACC2R 4096 8 6.50 0.9950 3.994 0.930 0.0000e+00
ACC2R 4096 8 6.50 0.9950 3.994 0.960 0.0000e+00
ACC2R 4096 8 6.50 0.9950 3.994 0.980 0.0000e+00
ACC2R 4096 8 6.50 0.9950 3.994 1.000 0.0000e+00
ACC2R 4096 8 6.50 0.9950 6.074 0.900 0.0000e+00
ACC2R 4096 8 6.50 0.9950 6.074 0.930 0.0000e+00
ACC2R 4096 8 6.50 0.9950 6.074 0.960 0.0000e+00
ACC2R 4096 8 6.50 0.9950 6.074 0.980 0.0000e+00
ACC2R 4096 8 6.50 0.9950 6.074 1.000 0.0000e+00
ACC2R 4096 8 6.50 0.9950 7.963 0.900 0.0000e+00
ACC2R 4096 8 6.50 0.9950 7.963 0.930 0.0000e+00
ACC2R 4096 8 6.50 0.9950 7.963 0.960 0.0000e+00
ACC2R 4096 8 6.50 0.9950 7.963 0.980 0.0000e+00
ACC2R 4096 8 6.50 0.9950 7.963 1.000 0.0000e+00
ACC2R 4096 8 6.50 0.9950 15.851 0.900 0.0000e+00
ACC2R 4096 8 6.50 0.9950 15.851 0.930 0.0000e+00
ACC2R 4096 8 6.50 0.9950 15.851 0.960 0.0000e+00
ACC2R 4096 8 6.50 0.9950 15.851 0.980 0.0000e+00
ACC2R 4096 8 6.50 0.9950 15.851 1.000 0.0000e+00
ACC2R 4096 8 6.50 0.9950 31.403 0.900 0.0000e+00
ACC2R 4096 8 6.50 0.9950 31.403 0.930 0.0000e+00
ACC2R 4096 8 6.50 0.9950 31.403 0.960 0.0000e+00
ACC2R 4096 8 6.50 0.9950 31.403 0.980 0.0000e+00
ACC2R 4096 8 6.50 0.9950 31.403 1.000 1.5561e-03
