# ACC2R rows: n=4096, NO oversample, keyed on band/B_eff.
# measured at band 1024; 24000 trials a cell.
# ACC2R n K snr f ratio margin dismissal
ACC2R 4096 4 5.50 0.9800 3.056 0.960 0.0000e+00
ACC2R 4096 4 5.50 0.9800 3.056 0.980 0.0000e+00
ACC2R 4096 4 5.50 0.9800 3.056 1.000 0.0000e+00
ACC2R 4096 4 5.50 0.9800 3.994 0.900 0.0000e+00
ACC2R 4096 4 5.50 0.9800 3.994 0.930 0.0000e+00
ACC2R 4096 4 5.50 0.9800 3.994 0.960 0.0000e+00
ACC2R 4096 4 5.50 0.9800 3.994 0.980 0.0000e+00
ACC2R 4096 4 5.50 0.9800 3.994 1.000 0.0000e+00
ACC2R 4096 4 5.50 0.9800 6.074 0.900 0.0000e+00
ACC2R 4096 4 5.50 0.9800 6.074 0.930 0.0000e+00
ACC2R 4096 4 5.50 0.9800 6.074 0.960 0.0000e+00
ACC2R 4096 4 5.50 0.9800 6.074 0.980 0.0000e+00
ACC2R 4096 4 5.50 0.9800 6.074 1.000 0.0000e+00
ACC2R 4096 4 5.50 0.9800 7.963 0.900 0.0000e+00
ACC2R 4096 4 5.50 0.9800 7.963 0.930 0.0000e+00
ACC2R 4096 4 5.50 0.9800 7.963 0.960 0.0000e+00
ACC2R 4096 4 5.50 0.9800 7.963 0.980 0.0000e+00
ACC2R 4096 4 5.50 0.9800 7.963 1.000 0.0000e+00
ACC2R 4096 4 5.50 0.9800 15.851 0.900 0.0000e+00
ACC2R 4096 4 5.50 0.9800 15.851 0.930 0.0000e+00
ACC2R 4096 4 5.50 0.9800 15.851 0.960 0.0000e+00
ACC2R 4096 4 5.50 0.9800 15.851 0.980 0.0000e+00
ACC2R 4096 4 5.50 0.9800 15.851 1.000 1.3624e-04
ACC2R 4096 4 5.50 0.9800 31.403 0.900 0.0000e+00
ACC2R 4096 4 5.50 0.9800 31.403 0.930 0.0000e+00
ACC2R 4096 4 5.50 0.9800 31.403 0.960 0.0000e+00
ACC2R 4096 4 5.50 0.9800 31.403 0.980 6.6738e-05
ACC2R 4096 4 5.50 0.9800 31.403 1.000 8.6759e-04
ACC2R 4096 4 5.50 0.9950 1.009 0.900 2.1865e-01
ACC2R 4096 4 5.50 0.9950 1.009 0.930 2.6630e-01
ACC2R 4096 4 5.50 0.9950 1.009 0.960 3.2100e-01
ACC2R 4096 4 5.50 0.9950 1.009 0.980 3.6347e-01
ACC2R 4096 4 5.50 0.9950 1.009 1.000 4.0474e-01
ACC2R 4096 4 5.50 0.9950 1.494 0.900 1.1603e-01
ACC2R 4096 4 5.50 0.9950 1.494 0.930 1.6294e-01
ACC2R 4096 4 5.50 0.9950 1.494 0.960 2.2066e-01
ACC2R 4096 4 5.50 0.9950 1.494 0.980 2.6558e-01
ACC2R 4096 4 5.50 0.9950 1.494 1.000 3.0953e-01
ACC2R 4096 4 5.50 0.9950 1.970 0.900 5.1448e-04
ACC2R 4096 4 5.50 0.9950 1.970 0.930 1.3229e-03
ACC2R 4096 4 5.50 0.9950 1.970 0.960 3.8218e-03
ACC2R 4096 4 5.50 0.9950 1.970 0.980 7.3497e-03
ACC2R 4096 4 5.50 0.9950 1.970 1.000 1.1245e-02
ACC2R 4096 4 5.50 0.9950 3.056 0.900 0.0000e+00
ACC2R 4096 4 5.50 0.9950 3.056 0.930 0.0000e+00
ACC2R 4096 4 5.50 0.9950 3.056 0.960 0.0000e+00
ACC2R 4096 4 5.50 0.9950 3.056 0.980 0.0000e+00
ACC2R 4096 4 5.50 0.9950 3.056 1.000 0.0000e+00
ACC2R 4096 4 5.50 0.9950 3.994 0.900 0.0000e+00
ACC2R 4096 4 5.50 0.9950 3.994 0.930 0.0000e+00
ACC2R 4096 4 5.50 0.9950 3.994 0.960 0.0000e+00
ACC2R 4096 4 5.50 0.9950 3.994 0.980 0.0000e+00
ACC2R 4096 4 5.50 0.9950 3.994 1.000 0.0000e+00
ACC2R 4096 4 5.50 0.9950 6.074 0.900 0.0000e+00
ACC2R 4096 4 5.50 0.9950 6.074 0.930 0.0000e+00
ACC2R 4096 4 5.50 0.9950 6.074 0.960 0.0000e+00
ACC2R 4096 4 5.50 0.9950 6.074 0.980 0.0000e+00
ACC2R 4096 4 5.50 0.9950 6.074 1.000 0.0000e+00
ACC2R 4096 4 5.50 0.9950 7.963 0.900 0.0000e+00
ACC2R 4096 4 5.50 0.9950 7.963 0.930 0.0000e+00
ACC2R 4096 4 5.50 0.9950 7.963 0.960 0.0000e+00
ACC2R 4096 4 5.50 0.9950 7.963 0.980 0.0000e+00
ACC2R 4096 4 5.50 0.9950 7.963 1.000 0.0000e+00
ACC2R 4096 4 5.50 0.9950 15.851 0.900 0.0000e+00
ACC2R 4096 4 5.50 0.9950 15.851 0.930 0.0000e+00
ACC2R 4096 4 5.50 0.9950 15.851 0.960 0.0000e+00
ACC2R 4096 4 5.50 0.9950 15.851 0.980 0.0000e+00
ACC2R 4096 4 5.50 0.9950 15.851 1.000 0.0000e+00
ACC2R 4096 4 5.50 0.9950 31.403 0.900 0.0000e+00
ACC2R 4096 4 5.50 0.9950 31.403 0.930 0.0000e+00
ACC2R 4096 4 5.50 0.9950 31.403 0.960 0.0000e+00
ACC2R 4096 4 5.50 0.9950 31.403 0.980 0.0000e+00
ACC2R 4096 4 5.50 0.9950 31.403 1.000 2.7493e-03
ACC2R 4096 4 6.00 0.8000 1.009 0.900 2.5738e-02
ACC2R 4096 4 6.00 0.8000 1.009 0.930 4.4597e-02
ACC2R 4096 4 6.00 0.8000 1.009 0.960 7.0026e-02
ACC2R 4096 4 6.00 0.8000 1.009 0.980 8.8344e-02
ACC2R 4096 4 6.00 0.8000 1.009 1.000 1.0883e-01
ACC2R 4096 4 6.00 0.8000 1.494 0.900 5.9644e-03
ACC2R 4096 4 6.00 0.8000 1.494 0.930 1.2858e-02
ACC2R 4096 4 6.00 0.8000 1.494 0.960 2.3393e-02
ACC2R 4096 4 6.00 0.8000 1.494 0.980 3.3075e-02
ACC2R 4096 4 6.00 0.8000 1.494 1.000 4.4771e-02
ACC2R 4096 4 6.00 0.8000 1.970 0.900 0.0000e+00
ACC2R 4096 4 6.00 0.8000 1.970 0.930 0.0000e+00
ACC2R 4096 4 6.00 0.8000 1.970 0.960 1.5410e-04
ACC2R 4096 4 6.00 0.8000 1.970 0.980 7.7048e-04
ACC2R 4096 4 6.00 0.8000 1.970 1.000 1.3098e-03
ACC2R 4096 4 6.00 0.8000 3.056 0.900 0.0000e+00
ACC2R 4096 4 6.00 0.8000 3.056 0.930 0.0000e+00
ACC2R 4096 4 6.00 0.8000 3.056 0.960 0.0000e+00
ACC2R 4096 4 6.00 0.8000 3.056 0.980 0.0000e+00
ACC2R 4096 4 6.00 0.8000 3.056 1.000 0.0000e+00
ACC2R 4096 4 6.00 0.8000 3.994 0.900 0.0000e+00
ACC2R 4096 4 6.00 0.8000 3.994 0.930 0.0000e+00
ACC2R 4096 4 6.00 0.8000 3.994 0.960 0.0000e+00
ACC2R 4096 4 6.00 0.8000 3.994 0.980 0.0000e+00
ACC2R 4096 4 6.00 0.8000 3.994 1.000 0.0000e+00
ACC2R 4096 4 6.00 0.8000 6.074 0.900 0.0000e+00
ACC2R 4096 4 6.00 0.8000 6.074 0.930 0.0000e+00
ACC2R 4096 4 6.00 0.8000 6.074 0.960 0.0000e+00
ACC2R 4096 4 6.00 0.8000 6.074 0.980 1.5142e-04
ACC2R 4096 4 6.00 0.8000 6.074 1.000 2.2714e-04
ACC2R 4096 4 6.00 0.8000 7.963 0.900 0.0000e+00
ACC2R 4096 4 6.00 0.8000 7.963 0.930 0.0000e+00
ACC2R 4096 4 6.00 0.8000 7.963 0.960 7.5086e-05
ACC2R 4096 4 6.00 0.8000 7.963 0.980 1.5017e-04
ACC2R 4096 4 6.00 0.8000 7.963 1.000 3.0035e-04
ACC2R 4096 4 6.00 0.8000 15.851 0.900 0.0000e+00
ACC2R 4096 4 6.00 0.8000 15.851 0.930 0.0000e+00
ACC2R 4096 4 6.00 0.8000 15.851 0.960 1.4709e-04
ACC2R 4096 4 6.00 0.8000 15.851 0.980 3.6773e-04
ACC2R 4096 4 6.00 0.8000 15.851 1.000 6.6191e-04
ACC2R 4096 4 6.00 0.8000 31.403 0.900 0.0000e+00
ACC2R 4096 4 6.00 0.8000 31.403 0.930 0.0000e+00
ACC2R 4096 4 6.00 0.8000 31.403 0.960 7.1829e-05
ACC2R 4096 4 6.00 0.8000 31.403 0.980 1.4366e-04
ACC2R 4096 4 6.00 0.8000 31.403 1.000 6.4646e-04
ACC2R 4096 4 6.00 0.9000 1.009 0.900 9.4840e-02
ACC2R 4096 4 6.00 0.9000 1.009 0.930 1.2681e-01
ACC2R 4096 4 6.00 0.9000 1.009 0.960 1.6254e-01
ACC2R 4096 4 6.00 0.9000 1.009 0.980 1.8761e-01
ACC2R 4096 4 6.00 0.9000 1.009 1.000 2.1590e-01
ACC2R 4096 4 6.00 0.9000 1.494 0.900 2.8956e-02
ACC2R 4096 4 6.00 0.9000 1.494 0.930 4.5305e-02
ACC2R 4096 4 6.00 0.9000 1.494 0.960 7.0976e-02
ACC2R 4096 4 6.00 0.9000 1.494 0.980 9.1069e-02
ACC2R 4096 4 6.00 0.9000 1.494 1.000 1.1284e-01
ACC2R 4096 4 6.00 0.9000 1.970 0.900 1.5237e-04
ACC2R 4096 4 6.00 0.9000 1.970 0.930 9.9040e-04
ACC2R 4096 4 6.00 0.9000 1.970 0.960 1.9808e-03
ACC2R 4096 4 6.00 0.9000 1.970 0.980 3.3521e-03
ACC2R 4096 4 6.00 0.9000 1.970 1.000 5.5615e-03
ACC2R 4096 4 6.00 0.9000 3.056 0.900 0.0000e+00
ACC2R 4096 4 6.00 0.9000 3.056 0.930 0.0000e+00
ACC2R 4096 4 6.00 0.9000 3.056 0.960 0.0000e+00
ACC2R 4096 4 6.00 0.9000 3.056 0.980 0.0000e+00
ACC2R 4096 4 6.00 0.9000 3.056 1.000 0.0000e+00
ACC2R 4096 4 6.00 0.9000 3.994 0.900 0.0000e+00
ACC2R 4096 4 6.00 0.9000 3.994 0.930 0.0000e+00
ACC2R 4096 4 6.00 0.9000 3.994 0.960 0.0000e+00
ACC2R 4096 4 6.00 0.9000 3.994 0.980 0.0000e+00
ACC2R 4096 4 6.00 0.9000 3.994 1.000 0.0000e+00
ACC2R 4096 4 6.00 0.9000 6.074 0.900 0.0000e+00
ACC2R 4096 4 6.00 0.9000 6.074 0.930 0.0000e+00
ACC2R 4096 4 6.00 0.9000 6.074 0.960 0.0000e+00
ACC2R 4096 4 6.00 0.9000 6.074 0.980 0.0000e+00
ACC2R 4096 4 6.00 0.9000 6.074 1.000 0.0000e+00
ACC2R 4096 4 6.00 0.9000 7.963 0.900 0.0000e+00
ACC2R 4096 4 6.00 0.9000 7.963 0.930 0.0000e+00
ACC2R 4096 4 6.00 0.9000 7.963 0.960 0.0000e+00
ACC2R 4096 4 6.00 0.9000 7.963 0.980 0.0000e+00
ACC2R 4096 4 6.00 0.9000 7.963 1.000 0.0000e+00
ACC2R 4096 4 6.00 0.9000 15.851 0.900 0.0000e+00
ACC2R 4096 4 6.00 0.9000 15.851 0.930 0.0000e+00
ACC2R 4096 4 6.00 0.9000 15.851 0.960 0.0000e+00
ACC2R 4096 4 6.00 0.9000 15.851 0.980 0.0000e+00
ACC2R 4096 4 6.00 0.9000 15.851 1.000 0.0000e+00
ACC2R 4096 4 6.00 0.9000 31.403 0.900 0.0000e+00
ACC2R 4096 4 6.00 0.9000 31.403 0.930 6.8691e-05
ACC2R 4096 4 6.00 0.9000 31.403 0.960 6.8691e-05
ACC2R 4096 4 6.00 0.9000 31.403 0.980 6.8691e-05
ACC2R 4096 4 6.00 0.9000 31.403 1.000 5.4953e-04
ACC2R 4096 4 6.00 0.9500 1.009 0.900 1.4434e-01
ACC2R 4096 4 6.00 0.9500 1.009 0.930 1.8410e-01
ACC2R 4096 4 6.00 0.9500 1.009 0.960 2.2629e-01
ACC2R 4096 4 6.00 0.9500 1.009 0.980 2.5364e-01
ACC2R 4096 4 6.00 0.9500 1.009 1.000 2.8700e-01
ACC2R 4096 4 6.00 0.9500 1.494 0.900 5.4019e-02
ACC2R 4096 4 6.00 0.9500 1.494 0.930 8.3794e-02
ACC2R 4096 4 6.00 0.9500 1.494 0.960 1.1774e-01
ACC2R 4096 4 6.00 0.9500 1.494 0.980 1.4653e-01
ACC2R 4096 4 6.00 0.9500 1.494 1.000 1.7963e-01
ACC2R 4096 4 6.00 0.9500 1.970 0.900 6.7940e-04
ACC2R 4096 4 6.00 0.9500 1.970 0.930 1.4343e-03
ACC2R 4096 4 6.00 0.9500 1.970 0.960 3.5480e-03
ACC2R 4096 4 6.00 0.9500 1.970 0.980 5.8126e-03
ACC2R 4096 4 6.00 0.9500 1.970 1.000 8.7567e-03
ACC2R 4096 4 6.00 0.9500 3.056 0.900 0.0000e+00
ACC2R 4096 4 6.00 0.9500 3.056 0.930 0.0000e+00
ACC2R 4096 4 6.00 0.9500 3.056 0.960 0.0000e+00
ACC2R 4096 4 6.00 0.9500 3.056 0.980 0.0000e+00
ACC2R 4096 4 6.00 0.9500 3.056 1.000 0.0000e+00
ACC2R 4096 4 6.00 0.9500 3.994 0.900 0.0000e+00
ACC2R 4096 4 6.00 0.9500 3.994 0.930 0.0000e+00
ACC2R 4096 4 6.00 0.9500 3.994 0.960 0.0000e+00
ACC2R 4096 4 6.00 0.9500 3.994 0.980 0.0000e+00
ACC2R 4096 4 6.00 0.9500 3.994 1.000 0.0000e+00
ACC2R 4096 4 6.00 0.9500 6.074 0.900 0.0000e+00
ACC2R 4096 4 6.00 0.9500 6.074 0.930 0.0000e+00
ACC2R 4096 4 6.00 0.9500 6.074 0.960 0.0000e+00
ACC2R 4096 4 6.00 0.9500 6.074 0.980 0.0000e+00
ACC2R 4096 4 6.00 0.9500 6.074 1.000 0.0000e+00
ACC2R 4096 4 6.00 0.9500 7.963 0.900 0.0000e+00
ACC2R 4096 4 6.00 0.9500 7.963 0.930 0.0000e+00
ACC2R 4096 4 6.00 0.9500 7.963 0.960 0.0000e+00
ACC2R 4096 4 6.00 0.9500 7.963 0.980 0.0000e+00
ACC2R 4096 4 6.00 0.9500 7.963 1.000 0.0000e+00
ACC2R 4096 4 6.00 0.9500 15.851 0.900 0.0000e+00
ACC2R 4096 4 6.00 0.9500 15.851 0.930 0.0000e+00
ACC2R 4096 4 6.00 0.9500 15.851 0.960 0.0000e+00
ACC2R 4096 4 6.00 0.9500 15.851 0.980 1.3945e-04
ACC2R 4096 4 6.00 0.9500 15.851 1.000 3.4863e-04
ACC2R 4096 4 6.00 0.9500 31.403 0.900 0.0000e+00
ACC2R 4096 4 6.00 0.9500 31.403 0.930 0.0000e+00
ACC2R 4096 4 6.00 0.9500 31.403 0.960 0.0000e+00
ACC2R 4096 4 6.00 0.9500 31.403 0.980 0.0000e+00
ACC2R 4096 4 6.00 0.9500 31.403 1.000 2.7047e-04
ACC2R 4096 4 6.00 0.9800 1.009 0.900 1.9341e-01
ACC2R 4096 4 6.00 0.9800 1.009 0.930 2.3556e-01
ACC2R 4096 4 6.00 0.9800 1.009 0.960 2.8433e-01
ACC2R 4096 4 6.00 0.9800 1.009 0.980 3.2162e-01
ACC2R 4096 4 6.00 0.9800 1.009 1.000 3.6171e-01
ACC2R 4096 4 6.00 0.9800 1.494 0.900 9.0114e-02
ACC2R 4096 4 6.00 0.9800 1.494 0.930 1.2767e-01
ACC2R 4096 4 6.00 0.9800 1.494 0.960 1.7676e-01
ACC2R 4096 4 6.00 0.9800 1.494 0.980 2.1559e-01
ACC2R 4096 4 6.00 0.9800 1.494 1.000 2.5662e-01
ACC2R 4096 4 6.00 0.9800 1.970 0.900 5.9961e-04
ACC2R 4096 4 6.00 0.9800 1.970 0.930 1.7239e-03
ACC2R 4096 4 6.00 0.9800 1.970 0.960 4.7969e-03
ACC2R 4096 4 6.00 0.9800 1.970 0.980 7.9448e-03
ACC2R 4096 4 6.00 0.9800 1.970 1.000 1.2817e-02
ACC2R 4096 4 6.00 0.9800 3.056 0.900 0.0000e+00
ACC2R 4096 4 6.00 0.9800 3.056 0.930 0.0000e+00
ACC2R 4096 4 6.00 0.9800 3.056 0.960 0.0000e+00
ACC2R 4096 4 6.00 0.9800 3.056 0.980 0.0000e+00
ACC2R 4096 4 6.00 0.9800 3.056 1.000 0.0000e+00
ACC2R 4096 4 6.00 0.9800 3.994 0.900 0.0000e+00
ACC2R 4096 4 6.00 0.9800 3.994 0.930 0.0000e+00
ACC2R 4096 4 6.00 0.9800 3.994 0.960 0.0000e+00
ACC2R 4096 4 6.00 0.9800 3.994 0.980 0.0000e+00
ACC2R 4096 4 6.00 0.9800 3.994 1.000 0.0000e+00
ACC2R 4096 4 6.00 0.9800 6.074 0.900 0.0000e+00
ACC2R 4096 4 6.00 0.9800 6.074 0.930 0.0000e+00
ACC2R 4096 4 6.00 0.9800 6.074 0.960 0.0000e+00
ACC2R 4096 4 6.00 0.9800 6.074 0.980 0.0000e+00
ACC2R 4096 4 6.00 0.9800 6.074 1.000 0.0000e+00
ACC2R 4096 4 6.00 0.9800 7.963 0.900 0.0000e+00
ACC2R 4096 4 6.00 0.9800 7.963 0.930 0.0000e+00
ACC2R 4096 4 6.00 0.9800 7.963 0.960 0.0000e+00
ACC2R 4096 4 6.00 0.9800 7.963 0.980 0.0000e+00
ACC2R 4096 4 6.00 0.9800 7.963 1.000 0.0000e+00
ACC2R 4096 4 6.00 0.9800 15.851 0.900 0.0000e+00
ACC2R 4096 4 6.00 0.9800 15.851 0.930 0.0000e+00
ACC2R 4096 4 6.00 0.9800 15.851 0.960 0.0000e+00
ACC2R 4096 4 6.00 0.9800 15.851 0.980 0.0000e+00
ACC2R 4096 4 6.00 0.9800 15.851 1.000 1.3900e-04
ACC2R 4096 4 6.00 0.9800 31.403 0.900 0.0000e+00
ACC2R 4096 4 6.00 0.9800 31.403 0.930 0.0000e+00
ACC2R 4096 4 6.00 0.9800 31.403 0.960 0.0000e+00
ACC2R 4096 4 6.00 0.9800 31.403 0.980 1.3592e-04
ACC2R 4096 4 6.00 0.9800 31.403 1.000 1.0194e-03
ACC2R 4096 4 6.00 0.9950 1.009 0.900 2.3206e-01
ACC2R 4096 4 6.00 0.9950 1.009 0.930 2.8095e-01
ACC2R 4096 4 6.00 0.9950 1.009 0.960 3.4025e-01
ACC2R 4096 4 6.00 0.9950 1.009 0.980 3.8352e-01
ACC2R 4096 4 6.00 0.9950 1.009 1.000 4.2511e-01
ACC2R 4096 4 6.00 0.9950 1.494 0.900 1.2375e-01
ACC2R 4096 4 6.00 0.9950 1.494 0.930 1.7504e-01
ACC2R 4096 4 6.00 0.9950 1.494 0.960 2.3707e-01
ACC2R 4096 4 6.00 0.9950 1.494 0.980 2.8250e-01
ACC2R 4096 4 6.00 0.9950 1.494 1.000 3.3161e-01
ACC2R 4096 4 6.00 0.9950 1.970 0.900 5.9657e-04
ACC2R 4096 4 6.00 0.9950 1.970 0.930 2.3117e-03
ACC2R 4096 4 6.00 0.9950 1.970 0.960 5.8911e-03
ACC2R 4096 4 6.00 0.9950 1.970 0.980 9.9180e-03
ACC2R 4096 4 6.00 0.9950 1.970 1.000 1.6107e-02
ACC2R 4096 4 6.00 0.9950 3.056 0.900 0.0000e+00
ACC2R 4096 4 6.00 0.9950 3.056 0.930 0.0000e+00
ACC2R 4096 4 6.00 0.9950 3.056 0.960 0.0000e+00
ACC2R 4096 4 6.00 0.9950 3.056 0.980 0.0000e+00
ACC2R 4096 4 6.00 0.9950 3.056 1.000 0.0000e+00
ACC2R 4096 4 6.00 0.9950 3.994 0.900 0.0000e+00
ACC2R 4096 4 6.00 0.9950 3.994 0.930 0.0000e+00
ACC2R 4096 4 6.00 0.9950 3.994 0.960 0.0000e+00
ACC2R 4096 4 6.00 0.9950 3.994 0.980 0.0000e+00
ACC2R 4096 4 6.00 0.9950 3.994 1.000 0.0000e+00
ACC2R 4096 4 6.00 0.9950 6.074 0.900 0.0000e+00
ACC2R 4096 4 6.00 0.9950 6.074 0.930 0.0000e+00
ACC2R 4096 4 6.00 0.9950 6.074 0.960 0.0000e+00
ACC2R 4096 4 6.00 0.9950 6.074 0.980 0.0000e+00
ACC2R 4096 4 6.00 0.9950 6.074 1.000 0.0000e+00
ACC2R 4096 4 6.00 0.9950 7.963 0.900 0.0000e+00
ACC2R 4096 4 6.00 0.9950 7.963 0.930 0.0000e+00
ACC2R 4096 4 6.00 0.9950 7.963 0.960 0.0000e+00
ACC2R 4096 4 6.00 0.9950 7.963 0.980 0.0000e+00
ACC2R 4096 4 6.00 0.9950 7.963 1.000 0.0000e+00
ACC2R 4096 4 6.00 0.9950 15.851 0.900 0.0000e+00
ACC2R 4096 4 6.00 0.9950 15.851 0.930 0.0000e+00
ACC2R 4096 4 6.00 0.9950 15.851 0.960 0.0000e+00
ACC2R 4096 4 6.00 0.9950 15.851 0.980 0.0000e+00
ACC2R 4096 4 6.00 0.9950 15.851 1.000 0.0000e+00
ACC2R 4096 4 6.00 0.9950 31.403 0.900 0.0000e+00
ACC2R 4096 4 6.00 0.9950 31.403 0.930 0.0000e+00
ACC2R 4096 4 6.00 0.9950 31.403 0.960 0.0000e+00
ACC2R 4096 4 6.00 0.9950 31.403 0.980 0.0000e+00
ACC2R 4096 4 6.00 0.9950 31.403 1.000 1.8145e-03
ACC2R 4096 4 6.50 0.8000 1.009 0.900 5.2525e-02
ACC2R 4096 4 6.50 0.8000 1.009 0.930 7.5281e-02
ACC2R 4096 4 6.50 0.8000 1.009 0.960 1.0560e-01
ACC2R 4096 4 6.50 0.8000 1.009 0.980 1.2508e-01
ACC2R 4096 4 6.50 0.8000 1.009 1.000 1.4729e-01
ACC2R 4096 4 6.50 0.8000 1.494 0.900 1.2968e-02
ACC2R 4096 4 6.50 0.8000 1.494 0.930 2.2733e-02
ACC2R 4096 4 6.50 0.8000 1.494 0.960 3.6403e-02
ACC2R 4096 4 6.50 0.8000 1.494 0.980 4.8668e-02
ACC2R 4096 4 6.50 0.8000 1.494 1.000 6.2808e-02
ACC2R 4096 4 6.50 0.8000 1.970 0.900 7.7634e-05
ACC2R 4096 4 6.50 0.8000 1.970 0.930 2.3290e-04
ACC2R 4096 4 6.50 0.8000 1.970 0.960 8.5397e-04
ACC2R 4096 4 6.50 0.8000 1.970 0.980 2.0185e-03
ACC2R 4096 4 6.50 0.8000 1.970 1.000 3.4159e-03
ACC2R 4096 4 6.50 0.8000 3.056 0.900 0.0000e+00
ACC2R 4096 4 6.50 0.8000 3.056 0.930 0.0000e+00
ACC2R 4096 4 6.50 0.8000 3.056 0.960 0.0000e+00
ACC2R 4096 4 6.50 0.8000 3.056 0.980 0.0000e+00
ACC2R 4096 4 6.50 0.8000 3.056 1.000 0.0000e+00
ACC2R 4096 4 6.50 0.8000 3.994 0.900 0.0000e+00
ACC2R 4096 4 6.50 0.8000 3.994 0.930 0.0000e+00
ACC2R 4096 4 6.50 0.8000 3.994 0.960 0.0000e+00
ACC2R 4096 4 6.50 0.8000 3.994 0.980 0.0000e+00
ACC2R 4096 4 6.50 0.8000 3.994 1.000 7.7441e-05
ACC2R 4096 4 6.50 0.8000 6.074 0.900 0.0000e+00
ACC2R 4096 4 6.50 0.8000 6.074 0.930 0.0000e+00
ACC2R 4096 4 6.50 0.8000 6.074 0.960 0.0000e+00
ACC2R 4096 4 6.50 0.8000 6.074 0.980 1.5382e-04
ACC2R 4096 4 6.50 0.8000 6.074 1.000 2.3073e-04
ACC2R 4096 4 6.50 0.8000 7.963 0.900 0.0000e+00
ACC2R 4096 4 6.50 0.8000 7.963 0.930 7.6429e-05
ACC2R 4096 4 6.50 0.8000 7.963 0.960 7.6429e-05
ACC2R 4096 4 6.50 0.8000 7.963 0.980 1.5286e-04
ACC2R 4096 4 6.50 0.8000 7.963 1.000 3.0572e-04
ACC2R 4096 4 6.50 0.8000 15.851 0.900 0.0000e+00
ACC2R 4096 4 6.50 0.8000 15.851 0.930 0.0000e+00
ACC2R 4096 4 6.50 0.8000 15.851 0.960 7.5284e-05
ACC2R 4096 4 6.50 0.8000 15.851 0.980 3.7642e-04
ACC2R 4096 4 6.50 0.8000 15.851 1.000 7.5284e-04
ACC2R 4096 4 6.50 0.8000 31.403 0.900 0.0000e+00
ACC2R 4096 4 6.50 0.8000 31.403 0.930 0.0000e+00
ACC2R 4096 4 6.50 0.8000 31.403 0.960 7.3833e-05
ACC2R 4096 4 6.50 0.8000 31.403 0.980 2.9533e-04
ACC2R 4096 4 6.50 0.8000 31.403 1.000 6.6450e-04
ACC2R 4096 4 6.50 0.9000 1.009 0.900 1.1721e-01
ACC2R 4096 4 6.50 0.9000 1.009 0.930 1.5349e-01
ACC2R 4096 4 6.50 0.9000 1.009 0.960 1.9078e-01
ACC2R 4096 4 6.50 0.9000 1.009 0.980 2.1685e-01
ACC2R 4096 4 6.50 0.9000 1.009 1.000 2.4462e-01
ACC2R 4096 4 6.50 0.9000 1.494 0.900 3.7300e-02
ACC2R 4096 4 6.50 0.9000 1.494 0.930 5.8261e-02
ACC2R 4096 4 6.50 0.9000 1.494 0.960 8.7392e-02
ACC2R 4096 4 6.50 0.9000 1.494 0.980 1.0781e-01
ACC2R 4096 4 6.50 0.9000 1.494 1.000 1.3386e-01
ACC2R 4096 4 6.50 0.9000 1.970 0.900 3.0821e-04
ACC2R 4096 4 6.50 0.9000 1.970 0.930 1.3870e-03
ACC2R 4096 4 6.50 0.9000 1.970 0.960 2.9280e-03
ACC2R 4096 4 6.50 0.9000 1.970 0.980 5.2396e-03
ACC2R 4096 4 6.50 0.9000 1.970 1.000 8.3218e-03
ACC2R 4096 4 6.50 0.9000 3.056 0.900 0.0000e+00
ACC2R 4096 4 6.50 0.9000 3.056 0.930 0.0000e+00
ACC2R 4096 4 6.50 0.9000 3.056 0.960 0.0000e+00
ACC2R 4096 4 6.50 0.9000 3.056 0.980 0.0000e+00
ACC2R 4096 4 6.50 0.9000 3.056 1.000 0.0000e+00
ACC2R 4096 4 6.50 0.9000 3.994 0.900 0.0000e+00
ACC2R 4096 4 6.50 0.9000 3.994 0.930 0.0000e+00
ACC2R 4096 4 6.50 0.9000 3.994 0.960 0.0000e+00
ACC2R 4096 4 6.50 0.9000 3.994 0.980 0.0000e+00
ACC2R 4096 4 6.50 0.9000 3.994 1.000 0.0000e+00
ACC2R 4096 4 6.50 0.9000 6.074 0.900 0.0000e+00
ACC2R 4096 4 6.50 0.9000 6.074 0.930 0.0000e+00
ACC2R 4096 4 6.50 0.9000 6.074 0.960 0.0000e+00
ACC2R 4096 4 6.50 0.9000 6.074 0.980 0.0000e+00
ACC2R 4096 4 6.50 0.9000 6.074 1.000 0.0000e+00
ACC2R 4096 4 6.50 0.9000 7.963 0.900 0.0000e+00
ACC2R 4096 4 6.50 0.9000 7.963 0.930 0.0000e+00
ACC2R 4096 4 6.50 0.9000 7.963 0.960 0.0000e+00
ACC2R 4096 4 6.50 0.9000 7.963 0.980 0.0000e+00
ACC2R 4096 4 6.50 0.9000 7.963 1.000 0.0000e+00
ACC2R 4096 4 6.50 0.9000 15.851 0.900 0.0000e+00
ACC2R 4096 4 6.50 0.9000 15.851 0.930 0.0000e+00
ACC2R 4096 4 6.50 0.9000 15.851 0.960 0.0000e+00
ACC2R 4096 4 6.50 0.9000 15.851 0.980 0.0000e+00
ACC2R 4096 4 6.50 0.9000 15.851 1.000 7.2627e-05
ACC2R 4096 4 6.50 0.9000 31.403 0.900 0.0000e+00
ACC2R 4096 4 6.50 0.9000 31.403 0.930 0.0000e+00
ACC2R 4096 4 6.50 0.9000 31.403 0.960 7.0567e-05
