# EXPERIMENTAL: do not ship as default. The sparse lookup picked a slower
# band on the inspiral reference; see docs/tooling-cleanup.md.
# Relative CPU COST rows; current runtime gate; serial interleaved timing
# cpu AMD RYZEN AI MAX+ 395 w/ Radeon 8060S
# n band U K snr f beff margin relative_cost
COST 4096 128 2 8 5.50 0.899651 32.576 1.000 0.166727
COST 4096 256 2 4 5.50 0.900000 32.601 1.000 0.296565
COST 4096 256 2 8 5.50 0.900000 32.601 1.000 0.291670
COST 4096 512 2 4 5.50 0.947813 36.143 1.000 0.564286
COST 4096 512 2 8 5.50 0.947813 36.143 1.000 0.556782
COST 4096 1024 2 4 5.50 0.986318 39.134 1.000 0.996405
COST 4096 1024 2 8 5.50 0.986318 39.134 1.000 1.000000
COST 4096 2048 2 4 5.50 1.000000 40.227 1.000 2.910211
COST 4096 2048 2 8 5.50 1.000000 40.227 1.000 2.825690
COST 4096 64 2 4 5.50 0.882267 31.345 1.000 0.478258
COST 4096 64 2 8 5.50 0.882267 31.345 1.000 0.403767
COST 4096 128 2 4 5.50 0.899651 32.580 1.000 0.165762
COST 4096 128 2 8 5.50 0.899651 32.580 1.000 0.162677
COST 4096 256 2 4 5.50 0.900000 32.606 1.000 0.292605
COST 4096 256 2 8 5.50 0.900000 32.606 1.000 0.282563
COST 4096 512 2 4 5.50 0.900000 32.606 1.000 0.540309
COST 4096 512 2 8 5.50 0.900000 32.606 1.000 0.533635
COST 4096 1024 2 4 5.50 0.973782 38.152 1.000 0.985486
COST 4096 1024 2 8 5.50 0.973782 38.152 1.000 1.000000
COST 4096 2048 2 4 5.50 1.000000 40.233 1.000 2.788429
COST 4096 2048 2 8 5.50 1.000000 40.233 1.000 2.740409
COST 4096 64 2 4 5.50 0.882262 31.347 1.000 0.462166
COST 4096 64 2 8 5.50 0.882262 31.347 1.000 0.359186
COST 4096 128 2 4 5.50 0.899650 32.583 1.000 0.156149
COST 4096 128 2 8 5.50 0.899650 32.583 1.000 0.153789
COST 4096 256 2 4 5.50 0.900000 32.608 1.000 0.273268
COST 4096 256 2 8 5.50 0.900000 32.608 1.000 0.269477
COST 4096 512 2 4 5.50 0.900000 32.608 1.000 0.521321
COST 4096 512 2 8 5.50 0.900000 32.608 1.000 0.512810
COST 4096 1024 2 4 5.50 0.900000 32.608 1.000 0.947330
COST 4096 1024 2 8 5.50 0.900000 32.608 1.000 1.000000
COST 4096 2048 2 4 5.50 1.000000 40.233 1.000 2.670476
COST 4096 2048 2 8 5.50 1.000000 40.233 1.000 2.616629
COST 4096 64 2 4 5.50 0.980288 31.348 1.000 0.249997
COST 4096 64 2 8 5.50 0.980288 31.348 1.000 0.226122
COST 4096 128 2 4 5.50 0.999611 32.584 1.000 0.114615
COST 4096 128 2 8 5.50 0.999611 32.584 1.000 0.110884
COST 4096 256 2 4 5.50 1.000000 32.609 1.000 0.250382
COST 4096 256 2 8 5.50 1.000000 32.609 1.000 0.255126
COST 4096 512 2 4 5.50 1.000000 32.609 1.000 0.523284
COST 4096 512 2 8 5.50 1.000000 32.609 1.000 0.522655
COST 4096 1024 2 4 5.50 1.000000 32.609 1.000 0.978156
COST 4096 1024 2 8 5.50 1.000000 32.609 1.000 1.000000
COST 4096 2048 2 4 5.50 1.000000 32.609 1.000 2.886774
COST 4096 2048 2 8 5.50 1.000000 32.609 1.000 2.880378
COST 4096 64 2 4 5.50 0.990000 8.132 1.000 0.081977
COST 4096 64 2 8 5.50 0.990000 8.132 1.000 0.078866
COST 4096 128 2 4 5.50 0.991489 8.157 1.000 0.115009
COST 4096 128 2 8 5.50 0.991489 8.157 1.000 0.114173
COST 4096 256 2 4 5.50 0.993839 8.196 1.000 0.258903
COST 4096 256 2 8 5.50 0.993839 8.196 1.000 0.257909
COST 4096 512 2 4 5.50 0.996785 8.244 1.000 0.536548
COST 4096 512 2 8 5.50 0.996785 8.244 1.000 0.532471
COST 4096 1024 2 4 5.50 0.999157 8.283 1.000 0.990384
COST 4096 1024 2 8 5.50 0.999157 8.283 1.000 1.000000
COST 4096 2048 2 4 5.50 1.000000 8.297 1.000 2.944067
COST 4096 2048 2 8 5.50 1.000000 8.297 1.000 2.960698
COST 4096 64 2 4 5.50 0.990000 8.137 1.000 0.081787
COST 4096 64 2 8 5.50 0.990000 8.137 1.000 0.077110
COST 4096 128 2 4 5.50 0.990000 8.137 1.000 0.112363
COST 4096 128 2 8 5.50 0.990000 8.137 1.000 0.115175
COST 4096 256 2 4 5.50 0.992761 8.182 1.000 0.249089
COST 4096 256 2 8 5.50 0.992761 8.182 1.000 0.252059
COST 4096 512 2 4 5.50 0.996222 8.239 1.000 0.517519
COST 4096 512 2 8 5.50 0.996222 8.239 1.000 0.518368
COST 4096 1024 2 4 5.50 0.999010 8.286 1.000 0.974438
COST 4096 1024 2 8 5.50 0.999010 8.286 1.000 1.000000
COST 4096 2048 2 4 5.50 1.000000 8.302 1.000 2.874981
COST 4096 2048 2 8 5.50 1.000000 8.302 1.000 2.845446
COST 4096 64 2 4 5.50 0.990000 8.139 1.000 0.077938
COST 4096 64 2 8 5.50 0.990000 8.139 1.000 0.071313
COST 4096 128 2 4 5.50 0.990000 8.139 1.000 0.108039
COST 4096 128 2 8 5.50 0.990000 8.139 1.000 0.102617
COST 4096 256 2 4 5.50 0.990000 8.139 1.000 0.250094
COST 4096 256 2 8 5.50 0.990000 8.139 1.000 0.266571
COST 4096 512 2 4 5.50 0.994781 8.218 1.000 0.512841
COST 4096 512 2 8 5.50 0.994781 8.218 1.000 0.511008
COST 4096 1024 2 4 5.50 0.998632 8.281 1.000 0.915485
COST 4096 1024 2 8 5.50 0.998632 8.281 1.000 1.000000
COST 4096 2048 2 4 5.50 1.000000 8.304 1.000 2.722021
COST 4096 2048 2 8 5.50 1.000000 8.304 1.000 2.634530
COST 4096 64 2 4 5.50 0.990000 8.140 1.000 0.081954
COST 4096 64 2 8 5.50 0.990000 8.140 1.000 0.081153
COST 4096 128 2 4 5.50 0.990000 8.140 1.000 0.115109
COST 4096 128 2 8 5.50 0.990000 8.140 1.000 0.113441
COST 4096 256 2 4 5.50 0.990000 8.140 1.000 0.261112
COST 4096 256 2 8 5.50 0.990000 8.140 1.000 0.262044
COST 4096 512 2 4 5.50 0.990000 8.140 1.000 0.538887
COST 4096 512 2 8 5.50 0.990000 8.140 1.000 0.535992
COST 4096 1024 2 4 5.50 0.997378 8.262 1.000 1.015327
COST 4096 1024 2 8 5.50 0.997378 8.262 1.000 1.000000
COST 4096 2048 2 4 5.50 1.000000 8.305 1.000 3.004433
COST 4096 2048 2 8 5.50 1.000000 8.305 1.000 2.942563
COST 4096 64 2 4 5.50 0.990000 8.141 1.000 0.081606
COST 4096 64 2 8 5.50 0.990000 8.141 1.000 0.078545
COST 4096 128 2 4 5.50 0.990000 8.141 1.000 0.114360
COST 4096 128 2 8 5.50 0.990000 8.141 1.000 0.115850
COST 4096 256 2 4 5.50 0.990000 8.141 1.000 0.258490
COST 4096 256 2 8 5.50 0.990000 8.141 1.000 0.258325
COST 4096 512 2 4 5.50 0.990000 8.141 1.000 0.529878
COST 4096 512 2 8 5.50 0.990000 8.141 1.000 0.529652
COST 4096 1024 2 4 5.50 0.990000 8.141 1.000 0.991741
COST 4096 1024 2 8 5.50 0.990000 8.141 1.000 1.000000
COST 4096 2048 2 4 5.50 1.000000 8.306 1.000 2.956938
COST 4096 2048 2 8 5.50 1.000000 8.306 1.000 2.933753
COST 4096 64 2 4 5.50 1.000000 8.141 1.000 0.081125
COST 4096 64 2 8 5.50 1.000000 8.141 1.000 0.078999
COST 4096 128 2 4 5.50 1.000000 8.141 1.000 0.117133
COST 4096 128 2 8 5.50 1.000000 8.141 1.000 0.115863
COST 4096 256 2 4 5.50 1.000000 8.141 1.000 0.259067
COST 4096 256 2 8 5.50 1.000000 8.141 1.000 0.258400
COST 4096 512 2 4 5.50 1.000000 8.141 1.000 0.538164
COST 4096 512 2 8 5.50 1.000000 8.141 1.000 0.533274
COST 4096 1024 2 4 5.50 1.000000 8.141 1.000 0.994504
COST 4096 1024 2 8 5.50 1.000000 8.141 1.000 1.000000
COST 4096 2048 2 4 5.50 1.000000 8.141 1.000 2.978431
COST 4096 2048 2 8 5.50 1.000000 8.141 1.000 2.884601
COST 4096 64 2 4 5.50 0.990000 32.122 1.000 0.212400
COST 4096 64 2 8 5.50 0.990000 32.122 1.000 0.189128
COST 4096 128 2 4 5.50 0.991489 32.219 1.000 0.111887
COST 4096 128 2 8 5.50 0.991489 32.219 1.000 0.113947
COST 4096 256 2 4 5.50 0.993839 32.371 1.000 0.253165
COST 4096 256 2 8 5.50 0.993839 32.371 1.000 0.252978
COST 4096 512 2 4 5.50 0.996785 32.564 1.000 0.529037
COST 4096 512 2 8 5.50 0.996785 32.564 1.000 0.529268
COST 4096 1024 2 4 5.50 0.999157 32.719 1.000 0.986548
COST 4096 1024 2 8 5.50 0.999157 32.719 1.000 1.000000
COST 4096 2048 2 4 5.50 1.000000 32.774 1.000 2.883677
COST 4096 2048 2 8 5.50 1.000000 32.774 1.000 2.857484
COST 4096 64 2 4 5.50 0.970902 31.334 1.000 0.247855
COST 4096 64 2 8 5.50 0.970902 31.334 1.000 0.230241
COST 4096 128 2 4 5.50 0.990000 32.566 1.000 0.115870
COST 4096 128 2 8 5.50 0.990000 32.566 1.000 0.117773
COST 4096 256 2 4 5.50 0.992761 32.748 1.000 0.256840
COST 4096 256 2 8 5.50 0.992761 32.748 1.000 0.256063
COST 4096 512 2 4 5.50 0.996222 32.977 1.000 0.533928
COST 4096 512 2 8 5.50 0.996222 32.977 1.000 0.534745
COST 4096 1024 2 4 5.50 0.999010 33.162 1.000 1.004435
COST 4096 1024 2 8 5.50 0.999010 33.162 1.000 1.000000
COST 4096 2048 2 4 5.50 1.000000 33.227 1.000 2.942217
COST 4096 2048 2 8 5.50 1.000000 33.227 1.000 2.972411
COST 4096 64 2 4 5.50 0.970504 31.342 1.000 0.239353
COST 4096 64 2 8 5.50 0.970504 31.342 1.000 0.215458
COST 4096 128 2 4 5.50 0.989616 32.576 1.000 0.110917
COST 4096 128 2 8 5.50 0.989616 32.576 1.000 0.110007
COST 4096 256 2 4 5.50 0.990000 32.601 1.000 0.251423
COST 4096 256 2 8 5.50 0.990000 32.601 1.000 0.258892
COST 4096 512 2 4 5.50 0.994781 32.916 1.000 0.519676
COST 4096 512 2 8 5.50 0.994781 32.916 1.000 0.517779
COST 4096 1024 2 4 5.50 0.998632 33.172 1.000 0.963495
COST 4096 1024 2 8 5.50 0.998632 33.172 1.000 1.000000
COST 4096 2048 2 4 5.50 1.000000 33.263 1.000 2.784710
COST 4096 2048 2 8 5.50 1.000000 33.263 1.000 2.801043
COST 4096 64 2 4 5.50 0.970493 31.345 1.000 0.249289
COST 4096 64 2 8 5.50 0.970493 31.345 1.000 0.226731
COST 4096 128 2 4 5.50 0.989616 32.580 1.000 0.114115
COST 4096 128 2 8 5.50 0.989616 32.580 1.000 0.119342
COST 4096 256 2 4 5.50 0.990000 32.606 1.000 0.253200
COST 4096 256 2 8 5.50 0.990000 32.606 1.000 0.253067
COST 4096 512 2 4 5.50 0.990000 32.606 1.000 0.524705
COST 4096 512 2 8 5.50 0.990000 32.606 1.000 0.523111
COST 4096 1024 2 4 5.50 0.997378 33.093 1.000 1.000555
COST 4096 1024 2 8 5.50 0.997378 33.093 1.000 1.000000
COST 4096 2048 2 4 5.50 1.000000 33.267 1.000 2.885327
COST 4096 2048 2 8 5.50 1.000000 33.267 1.000 2.834943
COST 4096 64 2 4 5.50 0.970488 31.347 1.000 0.246474
COST 4096 64 2 8 5.50 0.970488 31.347 1.000 0.223040
COST 4096 128 2 4 5.50 0.989615 32.583 1.000 0.113086
COST 4096 128 2 8 5.50 0.989615 32.583 1.000 0.112861
COST 4096 256 2 4 5.50 0.990000 32.608 1.000 0.256407
COST 4096 256 2 8 5.50 0.990000 32.608 1.000 0.256405
COST 4096 512 2 4 5.50 0.990000 32.608 1.000 0.533623
COST 4096 512 2 8 5.50 0.990000 32.608 1.000 0.530532
COST 4096 1024 2 4 5.50 0.990000 32.608 1.000 1.018235
COST 4096 1024 2 8 5.50 0.990000 32.608 1.000 1.000000
COST 4096 2048 2 4 5.50 1.000000 33.270 1.000 2.922918
COST 4096 2048 2 8 5.50 1.000000 33.270 1.000 2.899130
COST 4096 64 2 4 5.50 0.980288 31.348 1.000 0.229736
COST 4096 64 2 8 5.50 0.980288 31.348 1.000 0.217015
COST 4096 128 2 4 5.50 0.999611 32.584 1.000 0.116978
COST 4096 128 2 8 5.50 0.999611 32.584 1.000 0.114672
COST 4096 256 2 4 5.50 1.000000 32.609 1.000 0.259016
COST 4096 256 2 8 5.50 1.000000 32.609 1.000 0.264128
COST 4096 512 2 4 5.50 1.000000 32.609 1.000 0.537019
COST 4096 512 2 8 5.50 1.000000 32.609 1.000 0.536794
COST 4096 1024 2 4 5.50 1.000000 32.609 1.000 1.015664
COST 4096 1024 2 8 5.50 1.000000 32.609 1.000 1.000000
COST 4096 2048 2 4 5.50 1.000000 32.609 1.000 3.008817
COST 4096 2048 2 8 5.50 1.000000 32.609 1.000 2.930888
COST 4096 64 2 4 6.00 0.900000 8.132 1.000 0.079670
COST 4096 64 2 8 6.00 0.900000 8.132 1.000 0.077498
COST 4096 128 2 4 6.00 0.914890 8.403 1.000 0.115917
COST 4096 128 2 8 6.00 0.914890 8.403 1.000 0.110841
COST 4096 256 2 4 6.00 0.938391 8.840 1.000 0.251839
COST 4096 256 2 8 6.00 0.938391 8.840 1.000 0.253111
COST 4096 512 2 4 6.00 0.967848 9.404 1.000 0.525972
COST 4096 512 2 8 6.00 0.967848 9.404 1.000 0.520983
COST 4096 1024 2 4 6.00 0.991570 9.870 1.000 0.976224
COST 4096 1024 2 8 6.00 0.991570 9.870 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 10.039 1.000 2.833437
COST 4096 2048 2 8 6.00 1.000000 10.039 1.000 2.836738
COST 4096 64 2 4 6.00 0.900000 8.137 1.000 0.079607
COST 4096 64 2 8 6.00 0.900000 8.137 1.000 0.078933
COST 4096 128 2 4 6.00 0.900000 8.137 1.000 0.114957
COST 4096 128 2 8 6.00 0.900000 8.137 1.000 0.118176
COST 4096 256 2 4 6.00 0.927612 8.643 1.000 0.264962
COST 4096 256 2 8 6.00 0.927612 8.643 1.000 0.259306
COST 4096 512 2 4 6.00 0.962223 9.300 1.000 0.537568
COST 4096 512 2 8 6.00 0.962223 9.300 1.000 0.541208
COST 4096 1024 2 4 6.00 0.990096 9.846 1.000 1.008697
COST 4096 1024 2 8 6.00 0.990096 9.846 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 10.044 1.000 2.930256
COST 4096 2048 2 8 6.00 1.000000 10.044 1.000 2.941730
COST 4096 64 2 4 6.00 0.900000 8.139 1.000 0.081880
COST 4096 64 2 8 6.00 0.900000 8.139 1.000 0.078174
COST 4096 128 2 4 6.00 0.900000 8.139 1.000 0.114024
COST 4096 128 2 8 6.00 0.900000 8.139 1.000 0.112506
COST 4096 256 2 4 6.00 0.900000 8.139 1.000 0.254569
COST 4096 256 2 8 6.00 0.900000 8.139 1.000 0.254017
COST 4096 512 2 4 6.00 0.947813 9.026 1.000 0.533504
COST 4096 512 2 8 6.00 0.947813 9.026 1.000 0.525454
COST 4096 1024 2 4 6.00 0.986318 9.774 1.000 0.984828
COST 4096 1024 2 8 6.00 0.986318 9.774 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 10.047 1.000 2.869291
COST 4096 2048 2 8 6.00 1.000000 10.047 1.000 2.857656
COST 4096 64 2 4 6.00 0.900000 8.140 1.000 0.076366
COST 4096 64 2 8 6.00 0.900000 8.140 1.000 0.074003
COST 4096 128 2 4 6.00 0.900000 8.140 1.000 0.106267
COST 4096 128 2 8 6.00 0.900000 8.140 1.000 0.105956
COST 4096 256 2 4 6.00 0.900000 8.140 1.000 0.246503
COST 4096 256 2 8 6.00 0.900000 8.140 1.000 0.242048
COST 4096 512 2 4 6.00 0.900000 8.140 1.000 0.508488
COST 4096 512 2 8 6.00 0.900000 8.140 1.000 0.504154
COST 4096 1024 2 4 6.00 0.973782 9.528 1.000 0.952954
COST 4096 1024 2 8 6.00 0.973782 9.528 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 10.048 1.000 2.765478
COST 4096 2048 2 8 6.00 1.000000 10.048 1.000 2.741653
COST 4096 64 2 4 6.00 0.900000 8.141 1.000 0.078955
COST 4096 64 2 8 6.00 0.900000 8.141 1.000 0.078750
COST 4096 128 2 4 6.00 0.900000 8.141 1.000 0.115562
COST 4096 128 2 8 6.00 0.900000 8.141 1.000 0.114094
COST 4096 256 2 4 6.00 0.900000 8.141 1.000 0.258479
COST 4096 256 2 8 6.00 0.900000 8.141 1.000 0.259104
COST 4096 512 2 4 6.00 0.900000 8.141 1.000 0.553559
COST 4096 512 2 8 6.00 0.900000 8.141 1.000 0.543022
COST 4096 1024 2 4 6.00 0.900000 8.141 1.000 1.099247
COST 4096 1024 2 8 6.00 0.900000 8.141 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 10.049 1.000 3.001673
COST 4096 2048 2 8 6.00 1.000000 10.049 1.000 2.926399
COST 4096 64 2 4 6.00 1.000000 8.141 1.000 0.080124
COST 4096 64 2 8 6.00 1.000000 8.141 1.000 0.079532
COST 4096 128 2 4 6.00 1.000000 8.141 1.000 0.121770
COST 4096 128 2 8 6.00 1.000000 8.141 1.000 0.115607
COST 4096 256 2 4 6.00 1.000000 8.141 1.000 0.260050
COST 4096 256 2 8 6.00 1.000000 8.141 1.000 0.271267
COST 4096 512 2 4 6.00 1.000000 8.141 1.000 0.537223
COST 4096 512 2 8 6.00 1.000000 8.141 1.000 0.533636
COST 4096 1024 2 4 6.00 1.000000 8.141 1.000 0.993868
COST 4096 1024 2 8 6.00 1.000000 8.141 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 8.141 1.000 2.930819
COST 4096 2048 2 8 6.00 1.000000 8.141 1.000 2.857216
COST 4096 64 2 4 6.00 0.900000 32.122 1.000 0.187294
COST 4096 64 2 8 6.00 0.900000 32.122 1.000 0.173319
COST 4096 128 2 4 6.00 0.914890 33.189 1.000 0.120879
COST 4096 128 2 8 6.00 0.914890 33.189 1.000 0.120610
COST 4096 256 2 4 6.00 0.938391 34.910 1.000 0.258529
COST 4096 256 2 8 6.00 0.938391 34.910 1.000 0.257254
COST 4096 512 2 4 6.00 0.967848 37.131 1.000 0.543601
COST 4096 512 2 8 6.00 0.967848 37.131 1.000 0.539984
COST 4096 1024 2 4 6.00 0.991570 38.972 1.000 1.017359
COST 4096 1024 2 8 6.00 0.991570 38.972 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 39.637 1.000 2.948786
COST 4096 2048 2 8 6.00 1.000000 39.637 1.000 2.899813
COST 4096 64 2 4 6.00 0.882638 31.334 1.000 0.184567
COST 4096 64 2 8 6.00 0.882638 31.334 1.000 0.175788
COST 4096 128 2 4 6.00 0.900000 32.566 1.000 0.125900
COST 4096 128 2 8 6.00 0.900000 32.566 1.000 0.131280
COST 4096 256 2 4 6.00 0.927612 34.587 1.000 0.261947
COST 4096 256 2 8 6.00 0.927612 34.587 1.000 0.259040
COST 4096 512 2 4 6.00 0.962223 37.209 1.000 0.551802
COST 4096 512 2 8 6.00 0.962223 37.209 1.000 0.542154
COST 4096 1024 2 4 6.00 0.990096 39.393 1.000 1.018440
COST 4096 1024 2 8 6.00 0.990096 39.393 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 40.185 1.000 2.968934
COST 4096 2048 2 8 6.00 1.000000 40.185 1.000 2.873310
COST 4096 64 2 4 6.00 0.882277 31.342 1.000 0.184562
COST 4096 64 2 8 6.00 0.882277 31.342 1.000 0.174245
COST 4096 128 2 4 6.00 0.899651 32.576 1.000 0.124536
COST 4096 128 2 8 6.00 0.899651 32.576 1.000 0.121629
COST 4096 256 2 4 6.00 0.900000 32.601 1.000 0.263203
COST 4096 256 2 8 6.00 0.900000 32.601 1.000 0.261245
COST 4096 512 2 4 6.00 0.947813 36.143 1.000 0.541108
COST 4096 512 2 8 6.00 0.947813 36.143 1.000 0.534055
COST 4096 1024 2 4 6.00 0.986318 39.134 1.000 0.998035
COST 4096 1024 2 8 6.00 0.986318 39.134 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 40.227 1.000 2.995808
COST 4096 2048 2 8 6.00 1.000000 40.227 1.000 2.916612
COST 4096 64 2 4 6.00 0.882267 31.345 1.000 0.189459
COST 4096 64 2 8 6.00 0.882267 31.345 1.000 0.171222
COST 4096 128 2 4 6.00 0.899651 32.580 1.000 0.121111
COST 4096 128 2 8 6.00 0.899651 32.580 1.000 0.119963
COST 4096 256 2 4 6.00 0.900000 32.606 1.000 0.255885
COST 4096 256 2 8 6.00 0.900000 32.606 1.000 0.256768
COST 4096 512 2 4 6.00 0.900000 32.606 1.000 0.525999
COST 4096 512 2 8 6.00 0.900000 32.606 1.000 0.520204
COST 4096 1024 2 4 6.00 0.973782 38.152 1.000 0.974057
COST 4096 1024 2 8 6.00 0.973782 38.152 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 40.233 1.000 2.850054
COST 4096 2048 2 8 6.00 1.000000 40.233 1.000 2.858827
COST 4096 64 2 4 6.00 0.882262 31.347 1.000 0.184603
COST 4096 64 2 8 6.00 0.882262 31.347 1.000 0.173532
COST 4096 128 2 4 6.00 0.899650 32.583 1.000 0.123856
COST 4096 128 2 8 6.00 0.899650 32.583 1.000 0.124659
COST 4096 256 2 4 6.00 0.900000 32.608 1.000 0.262154
COST 4096 256 2 8 6.00 0.900000 32.608 1.000 0.260177
COST 4096 512 2 4 6.00 0.900000 32.608 1.000 0.534902
COST 4096 512 2 8 6.00 0.900000 32.608 1.000 0.534606
COST 4096 1024 2 4 6.00 0.900000 32.608 1.000 1.018097
COST 4096 1024 2 8 6.00 0.900000 32.608 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 40.233 1.000 2.982905
COST 4096 2048 2 8 6.00 1.000000 40.233 1.000 2.897423
COST 4096 64 2 4 6.00 0.980288 31.348 1.000 0.116416
COST 4096 64 2 8 6.00 0.980288 31.348 1.000 0.110585
COST 4096 128 2 4 6.00 0.999611 32.584 1.000 0.114414
COST 4096 128 2 8 6.00 0.999611 32.584 1.000 0.112796
COST 4096 256 2 4 6.00 1.000000 32.609 1.000 0.255607
COST 4096 256 2 8 6.00 1.000000 32.609 1.000 0.255507
COST 4096 512 2 4 6.00 1.000000 32.609 1.000 0.536510
COST 4096 512 2 8 6.00 1.000000 32.609 1.000 0.534788
COST 4096 1024 2 4 6.00 1.000000 32.609 1.000 0.992242
COST 4096 1024 2 8 6.00 1.000000 32.609 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 32.609 1.000 2.890423
COST 4096 2048 2 8 6.00 1.000000 32.609 1.000 2.893790
COST 4096 64 2 4 6.00 0.990000 8.132 1.000 0.080250
COST 4096 64 2 8 6.00 0.990000 8.132 1.000 0.080913
COST 4096 128 2 4 6.00 0.991489 8.157 1.000 0.114534
COST 4096 128 2 8 6.00 0.991489 8.157 1.000 0.114308
COST 4096 256 2 4 6.00 0.993839 8.196 1.000 0.259630
COST 4096 256 2 8 6.00 0.993839 8.196 1.000 0.260682
COST 4096 512 2 4 6.00 0.996785 8.244 1.000 0.538396
COST 4096 512 2 8 6.00 0.996785 8.244 1.000 0.535961
COST 4096 1024 2 4 6.00 0.999157 8.283 1.000 0.997230
COST 4096 1024 2 8 6.00 0.999157 8.283 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 8.297 1.000 2.981810
COST 4096 2048 2 8 6.00 1.000000 8.297 1.000 2.903459
COST 4096 64 2 4 6.00 0.990000 8.137 1.000 0.083062
COST 4096 64 2 8 6.00 0.990000 8.137 1.000 0.080226
COST 4096 128 2 4 6.00 0.990000 8.137 1.000 0.116457
COST 4096 128 2 8 6.00 0.990000 8.137 1.000 0.114983
COST 4096 256 2 4 6.00 0.992761 8.182 1.000 0.264603
COST 4096 256 2 8 6.00 0.992761 8.182 1.000 0.259650
COST 4096 512 2 4 6.00 0.996222 8.239 1.000 0.545410
COST 4096 512 2 8 6.00 0.996222 8.239 1.000 0.542380
COST 4096 1024 2 4 6.00 0.999010 8.286 1.000 1.019085
COST 4096 1024 2 8 6.00 0.999010 8.286 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 8.302 1.000 2.952849
COST 4096 2048 2 8 6.00 1.000000 8.302 1.000 2.891294
COST 4096 64 2 4 6.00 0.990000 8.139 1.000 0.080771
COST 4096 64 2 8 6.00 0.990000 8.139 1.000 0.080149
COST 4096 128 2 4 6.00 0.990000 8.139 1.000 0.114294
COST 4096 128 2 8 6.00 0.990000 8.139 1.000 0.113615
COST 4096 256 2 4 6.00 0.990000 8.139 1.000 0.259304
COST 4096 256 2 8 6.00 0.990000 8.139 1.000 0.259877
COST 4096 512 2 4 6.00 0.994781 8.218 1.000 0.534956
COST 4096 512 2 8 6.00 0.994781 8.218 1.000 0.532989
COST 4096 1024 2 4 6.00 0.998632 8.281 1.000 0.990094
COST 4096 1024 2 8 6.00 0.998632 8.281 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 8.304 1.000 3.086931
COST 4096 2048 2 8 6.00 1.000000 8.304 1.000 2.947855
COST 4096 64 2 4 6.00 0.990000 8.140 1.000 0.077892
COST 4096 64 2 8 6.00 0.990000 8.140 1.000 0.079071
COST 4096 128 2 4 6.00 0.990000 8.140 1.000 0.113276
COST 4096 128 2 8 6.00 0.990000 8.140 1.000 0.111004
COST 4096 256 2 4 6.00 0.990000 8.140 1.000 0.255603
COST 4096 256 2 8 6.00 0.990000 8.140 1.000 0.253278
COST 4096 512 2 4 6.00 0.990000 8.140 1.000 0.527341
COST 4096 512 2 8 6.00 0.990000 8.140 1.000 0.526456
COST 4096 1024 2 4 6.00 0.997378 8.262 1.000 0.987252
COST 4096 1024 2 8 6.00 0.997378 8.262 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 8.305 1.000 2.894352
COST 4096 2048 2 8 6.00 1.000000 8.305 1.000 2.854391
COST 4096 64 2 4 6.00 0.990000 8.141 1.000 0.081251
COST 4096 64 2 8 6.00 0.990000 8.141 1.000 0.077946
COST 4096 128 2 4 6.00 0.990000 8.141 1.000 0.113779
COST 4096 128 2 8 6.00 0.990000 8.141 1.000 0.111327
COST 4096 256 2 4 6.00 0.990000 8.141 1.000 0.254776
COST 4096 256 2 8 6.00 0.990000 8.141 1.000 0.254522
COST 4096 512 2 4 6.00 0.990000 8.141 1.000 0.533243
COST 4096 512 2 8 6.00 0.990000 8.141 1.000 0.531140
COST 4096 1024 2 4 6.00 0.990000 8.141 1.000 0.984924
COST 4096 1024 2 8 6.00 0.990000 8.141 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 8.306 1.000 2.883491
COST 4096 2048 2 8 6.00 1.000000 8.306 1.000 2.866729
COST 4096 64 2 4 6.00 1.000000 8.141 1.000 0.080542
COST 4096 64 2 8 6.00 1.000000 8.141 1.000 0.079355
COST 4096 128 2 4 6.00 1.000000 8.141 1.000 0.119393
COST 4096 128 2 8 6.00 1.000000 8.141 1.000 0.116363
COST 4096 256 2 4 6.00 1.000000 8.141 1.000 0.257329
COST 4096 256 2 8 6.00 1.000000 8.141 1.000 0.257310
COST 4096 512 2 4 6.00 1.000000 8.141 1.000 0.544558
COST 4096 512 2 8 6.00 1.000000 8.141 1.000 0.530292
COST 4096 1024 2 4 6.00 1.000000 8.141 1.000 0.989938
COST 4096 1024 2 8 6.00 1.000000 8.141 1.000 1.000000
